"816,995",C→T,,,,,,,,,,,,,,,,,,,,,SNP,,,,,,,,,,,,intergenic (‑348/‑49),ybhK ← / → moaA,putative CofD superfamily transferase/molybdopterin biosynthesis protein A
"850,116",IS5 (–) +4 bp ,,,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intergenic (‑19/‑331) ,rhtA ← / → ompX ,threonine and homoserine efflux system/outer membrane protein X
"995,392",T→C ,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP,SNP,SNP,,,,E199E (GAA→GAG)  ,ssuD ← ,"alkanesulfonate monooxygenase, FMNH(2)‑dependent"
"1,207,085",T→C ,,,,,,,,,,,,,,,,,,SNP,SNP,,,,,,,,,,,,,,L58P (CTG→CCG)  ,ymfQ → ,prohage e14 tail protein homolog
"1,292,335",G→A ,,,,,,,,,,,,,,,,,,,,,,SNP,,,,,,,,,,,W293* (TGG→TGA)  ,galU → ,glucose‑1‑phosphate uridylyltransferase
"1,689,096",A→G ,,,,,,,,,,,,,,,,,,,,,,SNP,SNP,,,,,,,,,,Q174R (CAG→CGG)  ,manA → ,mannose‑6‑phosphate isomerase
"1,695,738",T→C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP,,,,T112A (ACG→GCG)  ,uidA ← ,beta‑D‑glucuronidase
"1,804,803",#NAME?,,,,,,,,,,,,,,,,,,,,,INS,,,,,,,,,,,,pseudogene (1710/1900 nt),arpB →,"pseudogene, ankyrin repeats"
"1,841,779",A→C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E97A (GAA→GCA)  ,nudG → ,"CTP pyrophosphohydrolase; also hydrolyzes 2‑hydroxy‑dATP, 8‑hydroxy‑dGTP, 5‑hydroxy‑CTP, dCTP and 5‑methyl‑dCTP"
"1,864,110",G→A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP,,,,A87A (GCG→GCA)  ,yeaD → ,D‑hexose‑6‑phosphate epimerase‑like protein
"1,904,376",#NAME?,,,,,,INS,INS,,,,,,,,,,,,,,,,,,,,,,,,,,coding (482/852 nt) ,manZ → ,mannose‑specific enzyme IID component of PTS
"1,915,284",T→C ,,,,,,,,,,,,,,,,,,,,,,,,SNP,SNP,SNP,,,,,,,D84G (GAC→GGC)  ,proQ ← ,"RNA chaperone, putative ProP translation regulator"
"1,937,034",#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,INS,INS,INS,,,,coding (383/870 nt) ,yebK → ,putative DNA‑binding transcriptional regulator
"1,979,486",IS5 (+) +4 bp ,,,,IS,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,intergenic (‑271/‑264) ,insA ← / → uspC ,IS1 repressor TnpA/universal stress protein
"1,989,693",A→G ,,,,,,,,,,,,,,,,,,,,,,SNP,SNP,,,,,,,,,,T5A (ACC→GCC)  ,tyrP → ,tyrosine transporter
"2,023,656",IS5 (–) +4 bp ,,,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coding (764‑767/786 nt) ,fliR → ,flagellar export pore protein
"2,127,137",G→A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP,A18A (GCC→GCT)  ,wcaG ← ,bifunctional GDP‑fucose synthetase: GDP‑4‑dehydro‑6‑deoxy‑D‑mannose epimerase/ GDP‑4‑dehydro‑6‑L‑deoxygalactose reductase
"2,235,762",T→C ,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP,SNP,SNP,,,,G166G (GGT→GGC)  ,preA → ,"dihydropyrimidine dehydrogenase, NADH‑dependent, subunit C"
"2,284,907",9 bp x 2 ,,,,,DUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,duplication ,yejM → ,essential inner membrane DUF3413 domain‑containing protein; lipid A production and membrane permeability factor
"2,290,114","Δ23,972 bp ",,,,,,,,,,,,,,,,,,,,,,Δ,Δ,,,,,,,,,,IS5‑mediated ,[yejO]–[rcsD] ,25 genes
"2,311,931",C→T ,,,,,,,,,,,,,,,,,,SNP,SNP,,,,,,,,,,,,,,W273* (TGG→TGA)  ,ompC ← ,outer membrane porin protein C
"2,312,534",8 bp x 2 ,,DUP,DUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,duplication ,ompC ← ,outer membrane porin protein C
"2,312,564",Δ1 bp ,,,,,,,,,,,,,,,,,,,,DEL,DEL,,,,,,,,,,,,coding (186/1104 nt) ,ompC ← ,outer membrane porin protein C
"2,312,771",G→T ,,,,SNP,SNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,intergenic (‑22/‑717) ,ompC ← / → rcsD ,outer membrane porin protein C/phosphotransfer intermediate protein in two‑component regulatory system with RcsBC
"2,312,582","Δ13,109 bp ",,,,,,,,,,Δ,,,,,,,,,,,,,,,,,,,,,,,,[ompC]–[atoE] ,"[ompC], rcsD, rcsB, rcsC, atoS, atoC, atoD, atoA, [atoE]"
"2,313,002","Δ14,218 bp ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Δ,,rcsD–[atoB] ,"rcsD, rcsB, rcsC, atoS, atoC, atoD, atoA, atoE, [atoB]"
"2,313,540",Δ2 :: IS186 (+) +6 bp ,,,,,,,,,,,,IS,,,,,,,,,,,,,,,,,,,,,coding (53‑58/2673 nt) ,rcsD → ,phosphotransfer intermediate protein in two‑component regulatory system with RcsBC
"2,315,677",IS1 (–) +9 bp ,,,,,,,,,IS,,,,,,,,,,,,,,,,,,,,,,,,coding (2190‑2198/2673 nt) ,rcsD → ,phosphotransfer intermediate protein in two‑component regulatory system with RcsBC
"2,316,207",IS1 (–) +9 bp ,,,,,,,,,,,,,,,,,,,,,,,,,IS,,,,,,,,coding (31‑39/651 nt) ,rcsB → ,response regulator in two‑component regulatory system with RcsC and YojN
"2,316,655",G→A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP,SNP,,,,R160H (CGC→CAC)  ,rcsB → ,response regulator in two‑component regulatory system with RcsC and YojN
"2,317,103",T→G ,,,,,,,,,,,,,,SNP,SNP,SNP,,,,,,,,,,,,,,,,,K925T (AAG→ACG)  ,rcsC ← ,hybrid sensory kinase in two‑component regulatory system with RcsB and YojN
"2,317,386",C→T ,,,,,,,,,,,,,,,,,,,,,,,,SNP,SNP,SNP,,,,,,,D831N (GAT→AAT)  ,rcsC ← ,hybrid sensory kinase in two‑component regulatory system with RcsB and YojN
"2,318,226","Δ4,019 bp ",,,,,,,,,,,,,Δ,,,,,,,,,,,,,,,,,,,,,[rcsC]–[atoC] ,"[rcsC], atoS, [atoC]"
"2,319,109",Δ64 bp ,,,,,,,,,,,,,,,,,,,,,,,,,,Δ,,,,,,,coding (705‑768/2850 nt) ,rcsC ← ,hybrid sensory kinase in two‑component regulatory system with RcsB and YojN
"2,319,266",Δ182 bp ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Δ,,coding (430‑611/2850 nt) ,rcsC ← ,hybrid sensory kinase in two‑component regulatory system with RcsB and YojN
"2,319,566",IS2 (–) +5 bp ,,,,,,,,,,,,,,,IS,IS,,,,,,,,,,,,,,,,,coding (307‑311/2850 nt) ,rcsC ← ,hybrid sensory kinase in two‑component regulatory system with RcsB and YojN
"2,420,984",+C ,,,,,,,,,,,,,,,,,,,,,,,,,,,INS,INS,INS,,,,coding (364/648 nt) ,yfcG → ,GSH‑dependent disulfide bond oxidoreductase
"2,484,027",T→C ,,,,,,,,,,,,,,,,,,SNP,SNP,,,,,,,,,,,,,,C91C (TGT→TGC)  ,evgA → ,response regulator in two‑component regulatory system with EvgS
"2,646,684",Δ12 bp ,,,,,,,Δ,,,,,,,,,,,,,,,,,,,,,,,,,,coding (631‑642/2313 nt) ,pbpC ← ,penicillin‑insensitive murein repair transglycosylase; inactive transpeptidase domain protein
"2,686,214",T→C ,,,,,,,,,,,,,,,,,,,,,,,,SNP,SNP,SNP,,,,,,,L127P (CTG→CCG)  ,hmp → ,fused nitric oxide dioxygenase/dihydropteridine reductase 2
"2,764,853",A→G ,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP,SNP,SNP,,,,S101P (TCC→CCC)  ,yfjL ← ,"CP4‑57 putative defective prophage, DUF4297/DUF1837 polymorphic toxin family protein"
"2,765,412",8 bp x 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUP,duplication ,yfjL ← / ← yfjM ,"CP4‑57 putative defective prophage, DUF4297/DUF1837 polymorphic toxin family protein/CP4‑57 prophage; uncharacterized protein"
"2,840,195",G→A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP,SNP,SNP,A224A (GCG→GCA)  ,ascF → ,"cellobiose/arbutin/salicin‑specific PTS enzymes, IIB and IC components"
"2,943,707",T→C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP,SNP,SNP,V124A (GTC→GCC)  ,csdA → ,cysteine sulfinate desulfinase
"2,957,951",T→C ,,,,,,,,,,,,,,,,,,SNP,SNP,,,,,,,,,,,,,,T312A (ACC→GCC)  ,ptrA ← ,protease III
"2,976,304",Δ1 bp ,,,,,,,,,,,,,,,,,,,,,,,,DEL,DEL,DEL,,,,,,,intergenic (‑290/‑295) ,aas ← / → galR ,fused 2‑acylglycerophospho‑ethanolamine acyl transferase/acyl‑acyl carrier protein synthetase/galactose‑inducible d‑galactose regulon transcriptional repressor; autorepressor
"3,166,819",Δ83 bp ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coding (818‑900/1608 nt) ,ygiS ← ,putative ABC transporter permease
"3,196,688",A→T ,,,,,,,,,,,,,,,,,,,,SNP,SNP,,,,,,,,,,,,D22E (GAT→GAA)  ,hldE ← ,heptose 7‑phosphate kinase and heptose 1‑phosphate adenyltransferase
"3,381,705",Δ90 bp ,,,,Δ,Δ,,,,,,,,,,,,,,,,,,,,,,,,,,,,coding (963‑1052/1368 nt) ,degQ → ,"serine endoprotease, periplasmic"
"3,501,365",A→G ,,,,,,,,,,,,,,,,,,SNP,SNP,,,,,,,,,,,,,,H33R (CAC→CGC)  ,frlB → ,fructoselysine‑6‑P‑deglycase
"3,526,359",IS5 (+) +4 bp ,,,,,,,,,,,IS,IS,IS,,,,,,,,,,,,,,,,,,,,intergenic (‑210/‑107) ,nudE ← / → yrfF ,"adenosine nucleotide hydrolase; Ap3A/Ap2A/ADP‑ribose/NADH hydrolase/putative RcsCDB‑response attenuator, inner membrane protein"
"3,527,155",G→A ,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP,SNP,SNP,,,,W229* (TGG→TGA)  ,yrfF → ,"putative RcsCDB‑response attenuator, inner membrane protein"
"3,528,036",T→C ,,,,,,,,SNP,SNP,SNP,,,,,,,,,,,,,,,,,,,,,,,L523P (CTG→CCG)  ,yrfF → ,"putative RcsCDB‑response attenuator, inner membrane protein"
"3,528,396",T→C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP,SNP,SNP,L643P (CTT→CCT)  ,yrfF → ,"putative RcsCDB‑response attenuator, inner membrane protein"
"3,535,001",T→A ,,,,,,SNP,SNP,,,,,,,,,,,,,,,,,,,,,,,,,,T290S (ACC→TCC)  ,envZ ← ,sensory histidine kinase in two‑component regulatory system with OmpR
"3,553,649",C→T ,,,,,,,,,,,,,,,,,,,,,,SNP,SNP,,,,,,,,,,Q189* (CAG→TAG)  ,malT → ,mal regulon transcriptional activator
"3,627,833",A→G ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP,SNP,SNP,V569A (GTG→GCG)  ,rbbA ← ,ribosome‑associated ATPase: ATP‑binding protein/ATP‑binding membrane protein
"3,633,206",A→T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pseudogene (1253/1607 nt) ,yhiL ← ,"pseudogene, DUF4049 family protein"
"3,673,388",T→C ,,,,,,,,,,,,,,,,,,,,,,,,SNP,SNP,SNP,,,,,,,R9R (CGT→CGC)  ,yhjD → ,inner membrane putative BrbK family alternate lipid exporter
"3,802,499",Δ1 bp ,,,,,,,,,,,,,,,,,,DEL,DEL,,,,,,,,,,,,,,coding (560/1020 nt) ,waaO ← ,"UDP‑D‑galactose:(glucosyl)lipopolysaccharide‑ alpha‑1,3‑D‑galactosyltransferase"
"3,802,542",IS5 (–) +4 bp ,,,,,,IS,IS,,,,,,,,,,,,,,,,,,,,,,,,,,coding (514‑517/1020 nt) ,waaO ← ,"UDP‑D‑galactose:(glucosyl)lipopolysaccharide‑ alpha‑1,3‑D‑galactosyltransferase"
"3,946,898",A→G ,,,,,,,,,,,,,,,,,,,SNP,,,,,,,,,,,,,,noncoding (27/77 nt) ,aspT → ,tRNA‑Asp
"3,952,867",A→G,,,,,,,,,,,,,,,,,,,,,SNP,,,,,,,,,,,,G128G (GGA→GGG) ,ilvE →,branched‑chain amino acid aminotransferase
"4,101,721",#NAME?,,,,,,,,,,,,,,,,,,,,,INS,,,,,,,,,,,,coding (32/984 nt),kdgT →,2‑keto‑3‑deoxy‑D‑gluconate transporter
"4,213,581",T→G ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S116R (AGT→AGG)  ,yjaA → ,stress‑induced protein
"4,239,240",#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INS,INS,INS,coding (1607/2097 nt) ,yjbH → ,DUF940 family extracellular polysaccharide protein
"4,248,502",T→C ,,,,,,,,,,,,,,,,,,SNP,SNP,,,,,,,,,,,,,,S178P (TCC→CCC)  ,lamB → ,maltose outer membrane porin (maltoporin)
"4,348,815",A→C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intergenic (‑71/+500) ,dcuB ← / ← dcuR ,"C4‑dicarboxylate transporter, anaerobic; DcuS co‑sensor/response regulator in two‑component regulatory system with DcuS"
"4,522,404",C→T ,,,,,,,,,,,,,,,,,,SNP,SNP,,,,,,,,,,,,,,G564E (GGG→GAG)  ,yjhG ← ,putative dehydratase
"4,542,020",IS5 (–) +4 bp ,,,,,,,,,,,,,,,,,,,IS,,IS,,,,,,,,,,,,intergenic (+461/‑14) ,fimB → / → fimE ,tyrosine recombinase/inversion of on/off regulator of fimA/tyrosine recombinase/inversion of on/off regulator of fimA
"4,542,161",IS5 (–) +4 bp ,,,,,,,,,,IS,,,IS,,,,,,,,,,,,,,,,,,,,coding (125‑128/597 nt) ,fimE → ,tyrosine recombinase/inversion of on/off regulator of fimA
"4,542,308",IS5 (–) +4 bp ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS,coding (272‑275/597 nt) ,fimE → ,tyrosine recombinase/inversion of on/off regulator of fimA
"4,542,457",IS1 (+) +9 bp ,,,,,,,,,,,,,,,,,,,,,,,IS,,,,,,,,,,coding (421‑429/597 nt) ,fimE → ,tyrosine recombinase/inversion of on/off regulator of fimA
"4,542,811",IS1 (+) +9 bp ,,,,,,,,,,,,,,,,IS,,,,,,,,,,,,,,,,,intergenic (+178/‑296) ,fimE → / → fimA ,tyrosine recombinase/inversion of on/off regulator of fimA/major type 1 subunit fimbrin (pilin)
"4,542,831",IS5 (+) +4 bp ,,,,,,,IS,,,,,,,,,,,,,,,,,,,,,,IS,,,,intergenic (+198/‑281) ,fimE → / → fimA ,tyrosine recombinase/inversion of on/off regulator of fimA/major type 1 subunit fimbrin (pilin)
"4,581,529",A→G ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP,L507P (CTG→CCG)  ,hsdM ← ,DNA methyltransferase M
"4,606,207",#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INS,,,,noncoding (80/87 nt) ,leuP ← ,tRNA‑Leu
