analysis_id,element_id,frequency,feature_id,fraction
ALEsKOs01_11,cpxA,1,mutation_genes,0.002262443
ALEsKOs01_11,rpsA,1,mutation_genes,0.002262443
ALEsKOs01_11,bcsA,1,mutation_genes,0.002262443
ALEsKOs01_11,ygeO,1,mutation_genes,0.002262443
ALEsKOs01_11,yrfF,2,mutation_genes,0.004524887
ALEsKOs01_11,prpR-/-prpB,1,mutation_genes,0.002262443
ALEsKOs01_11,sthA,1,mutation_genes,0.002262443
ALEsKOs01_11,ybeR,1,mutation_genes,0.002262443
ALEsKOs01_11,mrdB,1,mutation_genes,0.002262443
ALEsKOs01_11,caiF,1,mutation_genes,0.002262443
ALEsKOs01_11,REP31 (repetitive extragenic palindromic) element; contains 9 REP sequences,1,mutation_locations,0.002262443
ALEsKOs01_11,coding,214,mutation_locations,0.484162896
ALEsKOs01_11,cryptic prophage e14,19,mutation_locations,0.042986425
ALEsKOs01_11,cryptic prophage Rac,1,mutation_locations,0.002262443
ALEsKOs01_11,RIP321 (repetitive extragenic palindromic) element; contains 11 REP sequences and 4 IHF sites,116,mutation_locations,0.262443439
ALEsKOs01_11,intergenic/intergenic,51,mutation_locations,0.115384615
ALEsKOs01_11,cryptic prophage CP4-57,1,mutation_locations,0.002262443
ALEsKOs01_11,intergenic,23,mutation_locations,0.052036199
ALEsKOs01_11,REP161 (repetitive extragenic palindromic) element; contains 12 REP sequences,13,mutation_locations,0.029411765
ALEsKOs01_11,REP25 (repetitive extragenic palindromic) element; contains 8 REP sequences,1,mutation_locations,0.002262443
ALEsKOs01_11,REP325 (repetitive extragenic palindromic) element; contains 12 REP sequences,2,mutation_locations,0.004524887
ALEsKOs01_11,SNP_relA_2910658,1,mutation_id,0.002262443
ALEsKOs01_11,SNP__374471,1,mutation_id,0.002262443
ALEsKOs01_11,INS_galP_3086279,1,mutation_id,0.002262443
ALEsKOs01_11,DEL_prkB_3482563,1,mutation_id,0.002262443
ALEsKOs01_11,DEL_ackA_2411538,1,mutation_id,0.002262443
ALEsKOs01_11,DEL_spf_4048020,1,mutation_id,0.002262443
ALEsKOs01_11,SNP_insL1-/-entD_608577,1,mutation_id,0.002262443
ALEsKOs01_11,SNP_chbB-/-osmE_1819659,1,mutation_id,0.002262443
ALEsKOs01_11,DEL_fliR-/-rcsA_2021820,1,mutation_id,0.002262443
ALEsKOs01_11,SNP_rpoB_4179874,1,mutation_id,0.002262443
ALEsKOs01_11,DEL_spf_4048024,1,mutation_id,0.002262443
ALEsKOs01_11,INS_ilvL-/-ilvX_3948486,1,mutation_id,0.002262443
ALEsKOs01_11,SNP_ycdU-/-serX_1096381,7,mutation_id,0.015837104
ALEsKOs01_11,SNP_polA-/-spf_4047909,1,mutation_id,0.002262443
ALEsKOs01_11,SNP__2302710,1,mutation_id,0.002262443
ALEsKOs01_11,INS_rapA_62752,1,mutation_id,0.002262443
ALEsKOs01_11,DEL_phoR_417652,1,mutation_id,0.002262443
ALEsKOs01_11,SNP__4294309,22,mutation_id,0.049773756
ALEsKOs01_11,SNP_cysB_1332039,1,mutation_id,0.002262443
ALEsKOs01_11,SNP_yrfF_3525613,1,mutation_id,0.002262443
ALEsKOs01_11,SNP_rsxC_1706868,3,mutation_id,0.00678733
ALEsKOs01_11,DEL_nagA_701553,1,mutation_id,0.002262443
ALEsKOs01_11,DEL_spf_4048022,1,mutation_id,0.002262443
ALEsKOs01_11,SNP_rttR_1286197,1,mutation_id,0.002262443
ALEsKOs01_11,DEL_rapA_62833,1,mutation_id,0.002262443
ALEsKOs01_11,SNP_ptsG_1157607,1,mutation_id,0.002262443
ALEsKOs01_11,SNP__4324111,1,mutation_id,0.002262443
ALEsKOs01_11,DEL_csgC_1104164,1,mutation_id,0.002262443
ALEsKOs01_11,INS_nagC_700601,1,mutation_id,0.002262443
ALEsKOs01_11,DEL_spf_4048021,1,mutation_id,0.002262443
ALEsKOs01_11,SNP_rttR_1286260,2,mutation_id,0.004524887
ALEsKOs01_11,SNP_chbB-/-osmE_1819681,1,mutation_id,0.002262443
ALEsKOs01_11,DEL_nemR_1724531,1,mutation_id,0.002262443
ALEsKOs01_11,SNP_rpoC_4184285,1,mutation_id,0.002262443
ALEsKOs01_11,MOB_spf_4047936,1,mutation_id,0.002262443
ALEsKOs01_11,SNP_rhsB_3617905,1,mutation_id,0.002262443
