"population","gene","prop"
"BYS1-G01","GIP1",0.56
"BYB1-H06","GOS1",0.97
"BYB1-H06","GPB1",1
"BYB1-H10","GPB2",0.29
"BYS1-A09","GPB2",0.13
"BYS1-G01","GPB2",0.19
"BYB2-F09","HAA1",0.68
"BYS1-E03","HAL9",0.24
"BYS1-D07","HAP1",0.18
"BYS2-E01","HAP1",0.9
"BYS1-D03","HFM1",0.97
"BYS2-E01","HIM1",0.93
"RMB2-F01","HIP1",0.94
"BYS2-E04","HKR1",1
"BYS1-E03","HMI1",0.97
"BYB2-E05","HSF1",0.09
"BYS2-B09","HSL1",0.83
"RMS1-E09","HSL1",0.1
"BYS2-E01","HSL7",0.94
"BYB1-G07","HXT14",0.16
"BYS2-A11","HXT5",0.31
"BYB1-H10","IDP1",0.31
"BYS1-D08","IML2",0.46
"RMS1-H08","INO80",0.97
"BYS2-E01","IQG1",0.89
"BYB1-C05","IRA1",0.92
"BYB1-H10","IRA1",0.36
"BYB2-E05","IRA1",0.74
"BYB2-E05","IRA1",0.27
"BYB2-F07","IRA1",0.95
"BYB2-F09","IRA1",0.95
"BYS1-A04","IRA1",0.86
"BYS1-D08","IRA1",0.35
"BYS1-E03","IRA1",1
"RMB1-A02","IRA1",1
"RMB2-F01","IRA1",1
"RMB2-F09","IRA1",0.47
"RMS1-D12","IRA1",0.93
"RMS1-G02","IRA1",0.7
"RMS1-H08","IRA1",0.94
"BYS2-D06","IRA2",0.43
"BYS2-E03","IRA2",0.15
"RMB2-F09","IRA2",0.51
"BYS1-A09","IRR1",0.18
"BYS2-D07","ISU2",0.99
"RMS1-G02","KEL1",0.64
"RMB2-F09","KEL3",0.06
"BYB1-H10","KRE5",0.29
"BYS2-C03","KRE5",1
"RMB2-B10","KRE5",0.66
"BYB2-E05","KRE6",0.21
"RMS1-H08","KRE6",0.93
"BYS2-C01","KRE9",1
"BYS2-C03","KRS1",0.26
"BYB1-H10","LAA1",0.38
"BYS2-C06","LAP4",1
"BYS2-A11","LCB2",0.99
"RMB1-A02","LCB4",0.63
"BYS1-D03","LEU3",1
"BYS2-D07","LEU4",0.08
"BYS2-C06","LYS5",0.91
"BYB2-F10","MDJ2",0.27
"RMS1-D12","MID2",0.29
"BYS2-A11","MKK1",0.77
"BYS1-A07","MLP1",0.13
"BYS2-D07","MMP1",0.07
"BYS1-A09","MOG1",0.16
"RMS1-G02","MOT3",0.32
"BYS1-D03","MPT5",0.99
"BYS1-D08","MPT5",0.56
"BYS1-E03","MRPL10",1
"RMS1-E09","MRS1",1
"BYS2-E03","MRS4",0.21
"BYS1-F05","MSL1",1
"RMS1-E09","MTR4",0.99
"BYB1-H10","MUB1",0.06
"BYS1-D08","MUD1",0.46
"BYS2-C03","MYO1",0.13
"RMS1-H08","NCP1",0.94
"BYS2-D06","NHX1",1
"RMS1-G02","NIP1",0.26
"BYS1-G01","NNT1",0.11
"BYB2-F09","NOP14",0.78
"BYS2-A11","NUP133",0.86
"RMS1-D12","NUP57",1
"RMB1-A02","OLE1",0.21
"BYS2-B09","OPT1",0.37
"RMS1-H08","PAM1",0.06
"BYB2-E05","PCL10",0.07
"BYB1-G07","PCT1",0.78
"RMS2-D09","PDC1",0.09
"RMB2-B10","PDE2",0.13
"RMB1-A02","PDR16",0.56
"BYS1-F05","PDR5",0.99
"RMB2-F09","PDR5",1
"RMS1-D12","PDR5",1
"RMS1-E09","PDR5",1
"RMB2-F09","PEP8",0.44
"BYS2-C06","PEX1",0.36
"BYS2-C03","PFK1",0.24
"BYS1-D03","PGI1",0.98
"RMS1-E09","PGK1",0.08
"RMS1-E09","PHO90",0.35
"RMB2-B10","PKP2",0.79
"BYB1-G07","PMD1",0.16
"BYS2-E01","PMD1",0.93
"BYS1-D07","PMT1",0.83
"BYS2-B09","PMT1",0.62
"BYS1-G01","PMT2",0.1
"BYS1-G02","PNO1",0.32
"BYS1-A09","PNT1",0.15
"BYS2-E03","POL2",0.99
"BYS1-D07","PPT1",0.77
"BYB2-E05","PSE1",0.78
"RMB2-F01","PSE1",1
"RMS1-H08","PSH1",0.93
"BYS2-A11","PTC3",1
"BYB2-F10","PTR2",0.99
"RMB2-F01","QRI1",1
"BYS2-C03","RAD16",0.19
"BYS1-G01","RAD2",0.16
"BYS2-D07","RCK2",0.4
"BYS1-E03","RCN1",0.27
"RMS1-G02","RDS1",0.69
"RMS1-E09","RED1",0.98
"RMS1-D12","RGA2",0.51
"RMS1-E09","RME1",0.29
"RMS1-E09","RML2",1
"BYS2-D07","ROG1",0.3
"BYB1-G07","ROT2",0.13
"BYB2-E05","ROT2",0.76
"BYB2-F09","ROT2",0.54
"BYB2-F10","ROT2",0.52
"BYB2-F10","ROT2",0.45
"BYS1-A04","ROT2",1
"BYS1-G01","ROT2",0.71
"RMB2-D08","ROT2",0.37
"RMS1-D12","ROT2",1
"BYS2-C06","RPG1",0.92
"RMB1-A02","RPL17B",1
"BYS2-E03","RPO21",1
"BYS1-D08","RPO31",0.4
"RMS1-D12","RPS4A",0.92
"BYS2-B09","RPT5",0.41
"BYS2-C01","RRD1",1
"BYS1-A09","RSF2",0.59
"BYB2-F07","RTN2",0.38
"BYS1-D08","RXT2",1
"BYS1-E03","SAY1",0.96
"BYS2-C03","SCC2",1
"RMS1-G02","SEC16",0.71
"RMB2-D08","SEC6",0.13
"RMB2-F01","SEC6",0.25
"BYS1-F05","SET4",0.84
"BYS2-D07","SET4",0.25
"BYB1-B01","SFL1",0.97
"BYB1-H06","SFL1",1
"RMB2-B10","SFL1",0.42
"RMB2-F01","SMF1",0.83
"RMB2-F09","SNF12",0.26
"RMS2-D09","SNG1",0.09
"BYB1-G07","SPC3",0.75
"BYS2-C06","SPR3",0.4
"RMS1-D12","SPT8",0.2
"BYS2-D06","SSH4",0.09
"RMS1-H08","SSP120",0.88
"BYB1-C05","STE11",0.29
"BYS1-A07","STE11",0.3
"RMB2-B10","STE11",0.34
"BYS2-E03","STE12",0.88
"RMB2-F09","STE12",0.43
"RMS1-G02","STE12",0.25
"RMS2-D09","STE18",0.09
"BYB1-G07","STE4",0.11
"BYS1-A04","STE4",0.13
"BYS1-D08","STE4",0.59
"BYS1-F05","STE4",0.98
"BYS2-D07","STE4",0.1
"RMB2-D08","STE4",0.33
"BYS2-C03","STE5",0.23
"BYS2-C06","STE5",0.93
"BYS2-E04","STE5",0.41
"RMB2-D08","STE6",0.34
"BYS2-C06","SUN4",0.38
"BYS2-C01","SYP1",0.06
"BYS2-A11","TAF12",0.8
"BYS2-E03","TDA9",0.17
"RMB2-F01","TDA9",0.75
"BYS1-D08","TFB3",0.49
"BYS1-G02","TIF3",0.94
"BYS2-D06","TOM20",1
"BYB1-B01","TRS130",1
"BYS1-F05","TTI1",0.1
"BYB1-H10","TUL1",0.24
"BYB1-H10","TVP15",0.3
"BYB1-B01","UBX5",1
"RMS1-D12","ULS1",0.91
"BYS1-A09","URB1",0.45
"RMB1-A02","UTH1",0.13
"BYS1-F05","VID22",0.09
"RMB2-F01","VID30",1
"BYB1-C05","VPS15",0.8
"BYB2-E05","VPS70",0.35
"BYS1-D07","VTC3",0.72
"BYB1-G07","WHI2",0.24
"BYB1-G07","WHI2",0.75
"BYB2-F09","WHI2",0.08
"BYS2-E04","WHI2",0.2
"RMB2-D08","WHI2",0.39
"RMS1-E09","WHI2",0.95
"BYS2-C01","YAT1",1
"RMS1-E09","YDR186C",0.28
"BYS1-G01","YDR524C-B",0.21
"BYB1-H10","YDRWTy2-3",0.17
"RMS1-G02","YGR201C",0.71
"BYS2-A11","YHR033W",1
"RMS1-G02","YHR122W",0.27
"BYB1-H06","YIL055C",0.97
"BYS2-D06","YIL102C-A",1
"RMS1-E09","YKL050C",1
"RMB1-A02","YKL105C",0.15
"BYS2-D07","YKU80",0.32
"BYS1-A09","YLR108C",0.25
"BYB2-F10","YLR162W",0.06
"BYB1-C05","YLR177W",0.94
"RMB2-F09","YLR241W",0.06
"BYS2-A11","YLR253W",0.91
"RMS1-G02","YLR413W",0.27
"BYS1-D07","YMR102C",0.23
"BYS1-E03","YMR102C",1
"RMS1-G02","YMR124W",0.7
"RMS1-E09","YMR317W",1
"BYS1-D08","YNL190W",0.27
"RMS1-D12","YNL190W",0.67
"BYS2-E04","YNL207W",0.97
"BYS1-G01","YNR066C",0.61
"RMB2-B10","YOL036W",0.69
"BYS2-C03","YOL162W",1
"RMS1-E09","YOR228C",0.99
"RMS1-E09","YOR338W",0.27
"RMB2-D08","YOR389W",0.44
"BYB2-E05","YPK1",0.26
"BYB2-F10","YPL277C",0.34
"BYS1-A09","YPR015C",0.37
"RMB2-F01","YPR1",0.17
"BYB1-G07","YPR196W",0.17
"BYS1-E03","YTA12",0.29
"BYB1-G07","YUR1",0.79
"BYS1-A09","YUR1",0.46
"BYS1-D08","YUR1",1
"BYS1-G01","YUR1",0.68
"BYS1-G02","YUR1",0.97
"BYS2-D07","YUR1",0.99
"BYS2-E04","YUR1",1
"RMB2-B10","YUR1",0.18
"RMS1-G02","YUR1",0.17
"BYS2-D06","ZRG8",0.48
"BYB1-H06","ZRT2",0.99
"RMB2-F01","ZWF1",1
