"selective_pressure","population","gene","frequency"
"no NaCl","m9p_ma7_1","mutS",0
"no NaCl","m9p_ma7_1","mutS",0
"no NaCl","m9p_ma7_1","mutS",0
"no NaCl","m9p_ma7_1","mutS",0
"no NaCl","m9p_ma7_1","mutS",0
"no NaCl","m9p_ma7_1","mutS",0
"no NaCl","m9p_ma7_1","mutS",0
"no NaCl","m9p_ma7_2","mutS",0
"no NaCl","m9p_ma7_2","mutS",0
"no NaCl","m9p_ma7_2","mutS",0
"no NaCl","m9p_ma7_2","mutS",0
"no NaCl","m9p_ma7_2","mutS",0
"no NaCl","m9p_ma7_2","mutS",0
"no NaCl","m9p_ma7_2","mutS",0
"no NaCl","m9p_ma7_2","mutS",0
"no NaCl","m9p_ma7_3","mutS",0
"no NaCl","m9p_ma7_3","mutS",0
"no NaCl","m9p_ma7_3","mutS",0
"no NaCl","m9p_ma7_3","mutS",0
"no NaCl","m9p_ma7_3","mutS",0
"no NaCl","m9p_ma7_3","mutS",0
"no NaCl","m9p_ma7_3","mutS",0
"no NaCl","m9p_ma7_3","mutS",0
"no NaCl","m9p_ma7_1","nagA",0
"no NaCl","m9p_ma7_2","nagA",1
"no NaCl","m9p_ma7_3","nagA",0
"no NaCl","m9p_ma7_1","narG",1
"no NaCl","m9p_ma7_2","narG",0
"no NaCl","m9p_ma7_3","narG",0
"no NaCl","m9p_ma7_1","nlpD",0
"no NaCl","m9p_ma7_2","nlpD",0
"no NaCl","m9p_ma7_3","nlpD",0
"no NaCl","m9p_ma7_1","nrfA",0
"no NaCl","m9p_ma7_2","nrfA",0
"no NaCl","m9p_ma7_3","nrfA",0
"no NaCl","m9p_ma7_1","nuoG",0
"no NaCl","m9p_ma7_2","nuoG",0
"no NaCl","m9p_ma7_3","nuoG",0
"no NaCl","m9p_ma7_1","nusA",0
"no NaCl","m9p_ma7_2","nusA",0
"no NaCl","m9p_ma7_3","nusA",0
"no NaCl","m9p_ma7_1","ompA",0
"no NaCl","m9p_ma7_2","ompA",0
"no NaCl","m9p_ma7_3","ompA",0
"no NaCl","m9p_ma7_1","ompT",0
"no NaCl","m9p_ma7_2","ompT",0
"no NaCl","m9p_ma7_3","ompT",0
"no NaCl","m9p_ma7_1","opgH",0
"no NaCl","m9p_ma7_2","opgH",0
"no NaCl","m9p_ma7_3","opgH",0
"no NaCl","m9p_ma7_1","pdhR",0
"no NaCl","m9p_ma7_2","pdhR",0
"no NaCl","m9p_ma7_3","pdhR",0
"no NaCl","m9p_ma7_1","pflC",0
"no NaCl","m9p_ma7_2","pflC",0
"no NaCl","m9p_ma7_3","pflC",0
"no NaCl","m9p_ma7_1","pgpC",0
"no NaCl","m9p_ma7_2","pgpC",0
"no NaCl","m9p_ma7_3","pgpC",0
"no NaCl","m9p_ma7_1","phnK",0
"no NaCl","m9p_ma7_2","phnK",0
"no NaCl","m9p_ma7_3","phnK",0
"no NaCl","m9p_ma7_1","phoE",0
"no NaCl","m9p_ma7_2","phoE",0
"no NaCl","m9p_ma7_3","phoE",0
"no NaCl","m9p_ma7_1","potI",0
"no NaCl","m9p_ma7_2","potI",0
"no NaCl","m9p_ma7_3","potI",1
"no NaCl","m9p_ma7_1","proS",0
"no NaCl","m9p_ma7_2","proS",0
"no NaCl","m9p_ma7_3","proS",0
"no NaCl","m9p_ma7_1","proV",0
"no NaCl","m9p_ma7_2","proV",1
"no NaCl","m9p_ma7_3","proV",0
"no NaCl","m9p_ma7_1","psd",0
"no NaCl","m9p_ma7_2","psd",0
"no NaCl","m9p_ma7_3","psd",0
"no NaCl","m9p_ma7_1","ptsA",0
"no NaCl","m9p_ma7_2","ptsA",0
"no NaCl","m9p_ma7_3","ptsA",0
"no NaCl","m9p_ma7_1","queE",0
"no NaCl","m9p_ma7_2","queE",0
"no NaCl","m9p_ma7_3","queE",0
"no NaCl","m9p_ma7_1","quuD",0
"no NaCl","m9p_ma7_2","quuD",0
"no NaCl","m9p_ma7_3","quuD",0
"no NaCl","m9p_ma7_1","rarA",0
"no NaCl","m9p_ma7_2","rarA",0
"no NaCl","m9p_ma7_3","rarA",0
"no NaCl","m9p_ma7_1","recN",0
"no NaCl","m9p_ma7_2","recN",0
"no NaCl","m9p_ma7_3","recN",0
"no NaCl","m9p_ma7_1","rne",0
"no NaCl","m9p_ma7_2","rne",0
"no NaCl","m9p_ma7_3","rne",0
"no NaCl","m9p_ma7_1","rpsA",0
"no NaCl","m9p_ma7_2","rpsA",0
"no NaCl","m9p_ma7_3","rpsA",0
"no NaCl","m9p_ma7_1","rsxC",0
"no NaCl","m9p_ma7_2","rsxC",0
"no NaCl","m9p_ma7_3","rsxC",0
"no NaCl","m9p_ma7_1","rutB",0
"no NaCl","m9p_ma7_2","rutB",0
"no NaCl","m9p_ma7_3","rutB",0
"no NaCl","m9p_ma7_1","sbcB",0
"no NaCl","m9p_ma7_2","sbcB",1
"no NaCl","m9p_ma7_3","sbcB",0
"no NaCl","m9p_ma7_1","secG",0
"no NaCl","m9p_ma7_2","secG",0
"no NaCl","m9p_ma7_3","secG",0
"no NaCl","m9p_ma7_1","selB",0
"no NaCl","m9p_ma7_2","selB",0
"no NaCl","m9p_ma7_3","selB",0
"no NaCl","m9p_ma7_1","sfmC",0
"no NaCl","m9p_ma7_2","sfmC",0
"no NaCl","m9p_ma7_3","sfmC",0
"no NaCl","m9p_ma7_1","sfsB",0
"no NaCl","m9p_ma7_2","sfsB",0
"no NaCl","m9p_ma7_3","sfsB",0
"no NaCl","m9p_ma7_1","smpB",0
"no NaCl","m9p_ma7_2","smpB",0
"no NaCl","m9p_ma7_3","smpB",0
"no NaCl","m9p_ma7_1","stfR",0
"no NaCl","m9p_ma7_2","stfR",0
"no NaCl","m9p_ma7_3","stfR",0
"no NaCl","m9p_ma7_1","tauD",0
"no NaCl","m9p_ma7_2","tauD",0
"no NaCl","m9p_ma7_3","tauD",0
"no NaCl","m9p_ma7_1","tilS",0
"no NaCl","m9p_ma7_2","tilS",0
"no NaCl","m9p_ma7_3","tilS",0
"no NaCl","m9p_ma7_1","tufB",0
"no NaCl","m9p_ma7_2","tufB",0
"no NaCl","m9p_ma7_3","tufB",0
"no NaCl","m9p_ma7_1","uacT",0
"no NaCl","m9p_ma7_2","uacT",0
"no NaCl","m9p_ma7_3","uacT",0
"no NaCl","m9p_ma7_1","ubiF",0
"no NaCl","m9p_ma7_2","ubiF",0
"no NaCl","m9p_ma7_3","ubiF",0
"no NaCl","m9p_ma7_1","ubiX",0
"no NaCl","m9p_ma7_2","ubiX",0
"no NaCl","m9p_ma7_3","ubiX",0
"no NaCl","m9p_ma7_1","ulaG",0
"no NaCl","m9p_ma7_2","ulaG",0
"no NaCl","m9p_ma7_3","ulaG",0
"no NaCl","m9p_ma7_1","waaA",0
"no NaCl","m9p_ma7_2","waaA",0
"no NaCl","m9p_ma7_3","waaA",0
"no NaCl","m9p_ma7_1","wcaM",0
"no NaCl","m9p_ma7_2","wcaM",0
"no NaCl","m9p_ma7_3","wcaM",0
"no NaCl","m9p_ma7_1","xapA",0
"no NaCl","m9p_ma7_2","xapA",0
"no NaCl","m9p_ma7_3","xapA",0
"no NaCl","m9p_ma7_1","xylA",0
"no NaCl","m9p_ma7_1","xylA",0
"no NaCl","m9p_ma7_1","xylA",0
"no NaCl","m9p_ma7_1","xylA",0
"no NaCl","m9p_ma7_2","xylA",0
"no NaCl","m9p_ma7_2","xylA",0
"no NaCl","m9p_ma7_2","xylA",0
"no NaCl","m9p_ma7_2","xylA",0
"no NaCl","m9p_ma7_3","xylA",0
"no NaCl","m9p_ma7_3","xylA",0
"no NaCl","m9p_ma7_3","xylA",0
"no NaCl","m9p_ma7_3","xylA",0
"no NaCl","m9p_ma7_1","yaaJ",0
"no NaCl","m9p_ma7_2","yaaJ",0
"no NaCl","m9p_ma7_3","yaaJ",0
"no NaCl","m9p_ma7_1","yagH",0
"no NaCl","m9p_ma7_2","yagH",0
"no NaCl","m9p_ma7_3","yagH",0
"no NaCl","m9p_ma7_1","yagJ",0
"no NaCl","m9p_ma7_2","yagJ",0
"no NaCl","m9p_ma7_3","yagJ",0
"no NaCl","m9p_ma7_1","yahB",0
"no NaCl","m9p_ma7_2","yahB",0
"no NaCl","m9p_ma7_3","yahB",0
"no NaCl","m9p_ma7_1","ybbW",0
"no NaCl","m9p_ma7_2","ybbW",0
"no NaCl","m9p_ma7_3","ybbW",0
"no NaCl","m9p_ma7_1","ybdN",0
"no NaCl","m9p_ma7_2","ybdN",0
"no NaCl","m9p_ma7_3","ybdN",0
"no NaCl","m9p_ma7_1","ybeF",0
"no NaCl","m9p_ma7_2","ybeF",0
"no NaCl","m9p_ma7_3","ybeF",0
"no NaCl","m9p_ma7_1","ybgQ",0
"no NaCl","m9p_ma7_2","ybgQ",0
"no NaCl","m9p_ma7_3","ybgQ",0
"no NaCl","m9p_ma7_1","ybhF",0
"no NaCl","m9p_ma7_2","ybhF",0
"no NaCl","m9p_ma7_3","ybhF",0
"no NaCl","m9p_ma7_1","ycjN",0
"no NaCl","m9p_ma7_2","ycjN",0
"no NaCl","m9p_ma7_3","ycjN",0
"no NaCl","m9p_ma7_1","yddB",0
"no NaCl","m9p_ma7_2","yddB",0
"no NaCl","m9p_ma7_3","yddB",0
"no NaCl","m9p_ma7_1","ydhT",0
"no NaCl","m9p_ma7_2","ydhT",0
"no NaCl","m9p_ma7_3","ydhT",0
"no NaCl","m9p_ma7_1","ydiY",0
"no NaCl","m9p_ma7_2","ydiY",0
"no NaCl","m9p_ma7_3","ydiY",0
"no NaCl","m9p_ma7_1","ydjK",0
"no NaCl","m9p_ma7_2","ydjK",1
"no NaCl","m9p_ma7_3","ydjK",0
"no NaCl","m9p_ma7_1","yeaH",0
"no NaCl","m9p_ma7_2","yeaH",0
"no NaCl","m9p_ma7_3","yeaH",0
"no NaCl","m9p_ma7_1","yeaM",0
"no NaCl","m9p_ma7_2","yeaM",0
"no NaCl","m9p_ma7_3","yeaM",0
"no NaCl","m9p_ma7_1","yebE",0
"no NaCl","m9p_ma7_2","yebE",0
"no NaCl","m9p_ma7_3","yebE",0
"no NaCl","m9p_ma7_1","yeeJ",0
"no NaCl","m9p_ma7_2","yeeJ",0
"no NaCl","m9p_ma7_3","yeeJ",0
"no NaCl","m9p_ma7_1","yeeN",0
"no NaCl","m9p_ma7_1","yeeN",0
"no NaCl","m9p_ma7_2","yeeN",0
"no NaCl","m9p_ma7_2","yeeN",0
"no NaCl","m9p_ma7_3","yeeN",0
"no NaCl","m9p_ma7_3","yeeN",0
"no NaCl","m9p_ma7_1","yfdL",0
"no NaCl","m9p_ma7_2","yfdL",0
"no NaCl","m9p_ma7_3","yfdL",0
"no NaCl","m9p_ma7_1","yfeA",0
"no NaCl","m9p_ma7_2","yfeA",0
"no NaCl","m9p_ma7_3","yfeA",0
"no NaCl","m9p_ma7_1","yfhM",0
"no NaCl","m9p_ma7_2","yfhM",0
"no NaCl","m9p_ma7_3","yfhM",0
"no NaCl","m9p_ma7_1","yfjW",0
"no NaCl","m9p_ma7_2","yfjW",0
"no NaCl","m9p_ma7_3","yfjW",0
"no NaCl","m9p_ma7_1","ygcN",0
"no NaCl","m9p_ma7_2","ygcN",0
"no NaCl","m9p_ma7_3","ygcN",0
"no NaCl","m9p_ma7_1","ygeK",0
"no NaCl","m9p_ma7_2","ygeK",0
"no NaCl","m9p_ma7_3","ygeK",0
"no NaCl","m9p_ma7_1","ygfI",0
"no NaCl","m9p_ma7_2","ygfI",0
"no NaCl","m9p_ma7_3","ygfI",0
"no NaCl","m9p_ma7_1","yghJ",0
"no NaCl","m9p_ma7_2","yghJ",0
"no NaCl","m9p_ma7_3","yghJ",0
"no NaCl","m9p_ma7_1","ygjK",0
"no NaCl","m9p_ma7_2","ygjK",0
"no NaCl","m9p_ma7_3","ygjK",0
"no NaCl","m9p_ma7_1","yhaC",0
"no NaCl","m9p_ma7_2","yhaC",0
"no NaCl","m9p_ma7_3","yhaC",0
"no NaCl","m9p_ma7_1","yhaH",0
"no NaCl","m9p_ma7_2","yhaH",0
"no NaCl","m9p_ma7_3","yhaH",0
"no NaCl","m9p_ma7_1","yhdY",0
"no NaCl","m9p_ma7_2","yhdY",0
"no NaCl","m9p_ma7_3","yhdY",0
"no NaCl","m9p_ma7_1","yhgF",0
"no NaCl","m9p_ma7_2","yhgF",0
"no NaCl","m9p_ma7_3","yhgF",0
"no NaCl","m9p_ma7_1","yiaO",0
"no NaCl","m9p_ma7_2","yiaO",0
"no NaCl","m9p_ma7_3","yiaO",0
"no NaCl","m9p_ma7_1","yidI",0
"no NaCl","m9p_ma7_2","yidI",1
"no NaCl","m9p_ma7_3","yidI",0
"no NaCl","m9p_ma7_1","yidL",0
"no NaCl","m9p_ma7_2","yidL",0
"no NaCl","m9p_ma7_3","yidL",0
"no NaCl","m9p_ma7_1","yieK",0
"no NaCl","m9p_ma7_2","yieK",0
"no NaCl","m9p_ma7_3","yieK",0
"no NaCl","m9p_ma7_1","yihG",0
"no NaCl","m9p_ma7_2","yihG",0
"no NaCl","m9p_ma7_3","yihG",0
"no NaCl","m9p_ma7_1","yiiG",0
"no NaCl","m9p_ma7_2","yiiG",0
"no NaCl","m9p_ma7_3","yiiG",0
"no NaCl","m9p_ma7_1","yjgL",0
"no NaCl","m9p_ma7_1","yjgL",0
"no NaCl","m9p_ma7_2","yjgL",0
"no NaCl","m9p_ma7_2","yjgL",0
"no NaCl","m9p_ma7_3","yjgL",0
"no NaCl","m9p_ma7_3","yjgL",0
"no NaCl","m9p_ma7_1","ykfC",0
"no NaCl","m9p_ma7_2","ykfC",0
"no NaCl","m9p_ma7_3","ykfC",0
"no NaCl","m9p_ma7_1","yliI",0
"no NaCl","m9p_ma7_2","yliI",0
"no NaCl","m9p_ma7_3","yliI",1
"no NaCl","m9p_ma7_1","ynbC",0
"no NaCl","m9p_ma7_2","ynbC",0
"no NaCl","m9p_ma7_3","ynbC",0
"no NaCl","m9p_ma7_1","yneO",0
"no NaCl","m9p_ma7_1","yneO",0
"no NaCl","m9p_ma7_1","yneO",0
"no NaCl","m9p_ma7_2","yneO",0
"no NaCl","m9p_ma7_2","yneO",0
"no NaCl","m9p_ma7_2","yneO",0
"no NaCl","m9p_ma7_3","yneO",0
"no NaCl","m9p_ma7_3","yneO",0
"no NaCl","m9p_ma7_3","yneO",0
"no NaCl","m9p_ma7_1","ypjA",0
"no NaCl","m9p_ma7_2","ypjA",0
"no NaCl","m9p_ma7_3","ypjA",0
"no NaCl","m9p_ma7_1","yqiC",0
"no NaCl","m9p_ma7_2","yqiC",0
"no NaCl","m9p_ma7_3","yqiC",0
"no NaCl","m9p_ma7_1","yrfF",0
"no NaCl","m9p_ma7_2","yrfF",0
"no NaCl","m9p_ma7_3","yrfF",0
"no NaCl","m9p_ma7_1","zwf",0
"no NaCl","m9p_ma7_2","zwf",0
"no NaCl","m9p_ma7_3","zwf",0
