"population","gene","prop"
"CTRD-TC","DR76_286/DR76_287 ",0.09
"LVXD-RC","DR76_2887",0.08
"LVXD-TC","DR76_2914",0.07
"ITCD-TC","DR76_314",0.11
"ITCD-TC","DR76_3192",0.15
"LVXD-RC","DR76_3362",0.09
"LVXD-TC","DR76_3396/DR76_3397 ",0.06
"LVXD-RC","DR76_3396/DR76_3397 ",0.18
"ITCD-TC","DR76_3439",0.14
"ITCD-TC","DR76_3575",0.15
"ITCD-RC","DR76_3575",0.12
"LVXD-TC","DR76_3672",0.09
"CTRD-TC","DR76_3675",0.47
"CTRD-RC","DR76_3675",0.47
"ITCD-TC","DR76_3675",0.56
"ITCD-RC","DR76_3675",0.47
"LVXD-TC","DR76_3675",0.53
"LVXD-RC","DR76_3675",0.43
"ITCD-TC","DR76_3719",0.06
"ITCD-TC","DR76_3752",0.1
"ITCD-RC","DR76_3752",0.07
"CTRD-RC","DR76_3761/DR76_3762 ",0.08
"LVXD-TC","DR76_3838",0.09
"LVXD-TC","DR76_3962",0.08
"ITCD-TC","DR76_3970",0.08
"LVXD-TC","DR76_3983",0.1
"ITCD-TC","DR76_4142",0.18
"ITCD-RC","DR76_4142",0.16
"LVXD-TC","DR76_4390/DR76_4391 ",0.08
"ITCD-TC","DR76_4473",0.06
"ITCD-TC","DR76_4473",0.16
"ITCD-RC","DR76_4473",0.12
"CTRD-TC","DR76_4694/pic ",0.24
"CTRD-TC","DR76_4694/pic ",0.27
"CTRD-TC","DR76_4694/pic ",0.26
"CTRD-TC","DR76_4694/pic ",0.27
"CTRD-TC","DR76_4694/pic ",0.27
"CTRD-TC","DR76_4694/pic ",0.27
"ITCD-TC","DR76_4694/pic ",0.28
"ITCD-TC","DR76_4694/pic ",0.3
"ITCD-TC","DR76_4694/pic ",0.29
"ITCD-TC","DR76_4694/pic ",0.3
"ITCD-TC","DR76_4694/pic ",0.3
"ITCD-TC","DR76_4694/pic ",0.3
"ITCD-RC","DR76_4694/pic ",0.11
"ITCD-RC","DR76_4694/pic ",0.11
"ITCD-RC","DR76_4694/pic ",0.11
"ITCD-RC","DR76_4694/pic ",0.11
"ITCD-RC","DR76_4694/pic ",0.11
"ITCD-RC","DR76_4694/pic ",0.11
"LVXD-TC","DR76_4694/pic ",0.33
"LVXD-TC","DR76_4694/pic ",0.34
"LVXD-TC","DR76_4694/pic ",0.34
"LVXD-TC","DR76_4694/pic ",0.34
"LVXD-TC","DR76_4694/pic ",0.34
"LVXD-TC","DR76_4694/pic ",0.34
"LVXD-TC","DR76_621",0.06
"LVXD-TC","DR76_938/ DR76_939 ",0.07
"ITCD-TC","DR76_948",0.07
"ITCD-RC","eutG",0.06
"CTRD-RC","frr",0.08
"ITCD-RC","galF",0.07
"ITCD-RC","galM",0.07
"CTRD-RC","gcvP",0.12
"LVXD-RC","gltP",0.05
"ITCD-TC","gspJ",0.06
"CTRD-TC","gyrA",0.35
"CTRD-TC","gyrA",0.42
"CTRD-RC","gyrA",0.51
"CTRD-RC","gyrA",0.31
"LVXD-TC","gyrA",1
"LVXD-RC","gyrA",1
"LVXD-RC","holB",0.07
"ITCD-TC","holC",0.08
"ITCD-TC","ispH",0.14
"ITCD-TC","lgt",0.1
"ITCD-TC","livF",0.05
"ITCD-TC","livF/ DR76_1042 ",0.22
"ITCD-RC","livF/ DR76_1042 ",0.1
"LVXD-TC","lldD",0.14
"ITCD-RC","lplT",0.13
"LVXD-TC","malQ",0.09
"CTRD-TC","malT",0.29
"CTRD-RC","malT",0.43
"ITCD-TC","malT",0.13
"LVXD-TC","malT",0.11
"LVXD-TC","malT",1
"LVXD-TC","malT",1
"LVXD-TC","malT",1
"LVXD-TC","malT",1
"LVXD-RC","malT",0.17
"LVXD-RC","malT",1
"LVXD-RC","malT",1
"LVXD-RC","malT",1
"LVXD-RC","malT",1
"LVXD-RC","malT",0.06
"CTRD-RC","mdtE ",0.09
"ITCD-TC","moeB",0.1
"ITCD-TC","mutH",0.33
"ITCD-TC","mutH",0.08
"ITCD-RC","mutH",0.06
"LVXD-TC","mutS",0.09
"ITCD-TC","ndh",0.2
"ITCD-RC","nfi",0.07
"ITCD-TC","nhaA/nhaR ",0.25
"ITCD-RC","nhaA/nhaR ",0.08
"LVXD-TC","nlpI",0.06
"CTRD-TC","ompF",0.1
"CTRD-TC","ompF",1
"LVXD-TC","ompF",0.09
"LVXD-TC","ompF",0.06
"LVXD-RC","ompF",0.19
"ITCD-TC","papK",0.09
"LVXD-TC","parC",0.18
"LVXD-RC","parC",0.05
"LVXD-RC","parC",0.13
"LVXD-TC","parE",0.11
"LVXD-TC","parE",0.1
"LVXD-TC","parE",0.08
"LVXD-RC","parE",0.26
"LVXD-RC","parE",0.14
"ITCD-RC","pheS",0.08
"LVXD-RC","pntB",0.06
"ITCD-TC","prmC",0.06
"LVXD-RC","ptsO",0.09
"LVXD-TC","ptsP",0.05
"ITCD-RC","putA",0.06
"CTRD-TC","rfaH",0.05
"LVXD-TC","rfaH",0.08
"CTRD-RC","rihB",0.12
"CTRD-TC","rpsA",0.12
"LVXD-TC","slyA",0.13
"LVXD-RC","slyA",0.17
"ITCD-TC","sodB",0.26
"ITCD-TC","tal",0.11
"CTRD-RC","thiH",0.07
"ITCD-TC","treB/treR ",0.06
"ITCD-RC","treC",0.07
"CTRD-TC","treR",0.16
"CTRD-RC","treR",0.21
"CTRD-RC","treR",0.13
"ITCD-TC","treR",0.14
"ITCD-RC","treR",0.06
"LVXD-RC","treR",0.14
"CTRD-RC","trkA",0.12
"CTRD-RC","trkA",0.12
"ITCD-TC","wzxC",0.09
"LVXD-TC","yddG",0.06
"CTRD-RC","ygbN",0.07
"ITCD-TC","ygjG",0.07
"LVXD-TC","yhjH",0.21
"LVXD-TC","yhjH",0.21
"LVXD-RC","yhjH",0.22
"LVXD-RC","yhjH",0.22
"LVXD-TC","yhjK",0.11
"LVXD-TC","yhjK",0.11
"LVXD-RC","yhjK",0.25
"LVXD-RC","yhjK",0.25
"LVXD-TC","ypjD",0.08
"CTRD-RC","yqhD/DR76_1491 ",0.09
