"population","gene","prop"
"BYB2-F09","IRA1",0.4
"BYS1-A04","IRA1",0.03
"BYS1-A08","IRA1",0.13
"BYS1-E03","IRA1",0.56
"BYS2-D06","IRA1",0.09
"RMB1-A02","IRA1",0.85
"RMB2-D08","IRA1",0.03
"RMB2-F01","IRA1",0.01
"RMS1-D12","IRA1",0.07
"RMS1-G02","IRA1",0.01
"RMS1-H08","IRA1",0.02
"BYS2-A11","IRA2",1
"BYS2-E03","IRA2",0.02
"RMB2-F09","IRA2",0.04
"BYS2-D07","ISU2",1
"BYS1-G01","ITR2",0.01
"BYB2-F09","KEG1",0.16
"BYS1-A04","KEG1",0.01
"BYS1-G01","KEG1",0.02
"BYS2-E01","KEL1",0.09
"RMS1-G02","KEL1",0.01
"BYS1-F05","KIN2",0.03
"BYS1-A09","KRE2",0.08
"BYS2-C03","KRE5",1
"RMB2-B10","KRE5",0.41
"BYB2-E05","KRE6",0.01
"BYS2-E04","KRE6",0.04
"RMS1-H08","KRE6",0.23
"BYS2-C01","KRE9",0.78
"RMS1-E09","KTR1",0.08
"BYB1-H10","LAA1",0.01
"BYS2-C06","LAP4",1
"BYS2-A11","LCB2",0.97
"RMB1-A02","LCB4",0.14
"BYS2-E04","LEO1",0.01
"BYS1-D03","LEU3",0.03
"BYB1-G07","LTV1",0.05
"BYS2-C06","LYS5",0.03
"BYS2-D06","MCM3",0.12
"BYB2-F10","MDJ2",0.01
"BYB1-H10","MIP6",0.14
"RMB1-A02","MLS1",0.01
"BYS2-D07","MMP1",0.3
"BYS1-A04","MNL1",0.08
"RMS1-G02","MOT3",0.62
"BYS1-D03","MPT5",0.03
"BYS1-E03","MRPL10",0.6
"RMB2-F09","MSB2",0.11
"BYS1-F05","MSL1",1
"BYS2-D06","MTC1",0.15
"BYS1-D08","MUD1",0.06
"BYS1-D07","MUS81",0.02
"RMS1-H08","NCP1",0.06
"RMS1-G02","NDE2",0.23
"BYS2-D06","NHX1",0.54
"RMS1-G02","NIP1",0.68
"BYS1-G01","NNT1",0.03
"BYS1-E03","NOG1",0.1
"BYB2-F09","NOP14",0.21
"BYS1-A09","NSA2",0.11
"BYB1-B01","NSE5",1
"BYS2-A11","NUP133",0.21
"RMS1-D12","NUP57",0.91
"RMS1-H08","NUP84",0.11
"RMB1-A02","NVJ2",1
"BYS1-A09","PAC1",0.16
"BYS1-A04","PAC10",0.67
"RMS1-H08","PAM1",0.24
"BYB2-E05","PCA1",0.01
"BYB1-G07","PCT1",0.31
"RMS2-D09","PDC1",0.03
"BYS1-A09","PDE2",0.14
"RMB2-B10","PDE2",0.16
"BYS1-D03","PDR12",0.17
"RMB1-A02","PDR16",0.23
"BYS1-F05","PDR5",1
"BYS2-C01","PDR5",0.7
"RMB2-B10","PDR5",0.18
"RMB2-F09","PDR5",1
"RMS1-D12","PDR5",1
"RMS1-E09","PDR5",0.9
"RMS1-H08","PDR5",0.51
"RMS2-D09","PDR5",0.08
"BYS2-E03","PEP8",0.09
"BYB1-H06","PER1",0.02
"BYS2-C06","PEX1",0.02
"BYS2-C03","PFK1",0.01
"RMB2-B10","PKP2",0.32
"BYB1-G07","PMD1",0.44
"BYS2-E01","PMD1",0.07
"BYS1-G01","PMI40",0.08
"BYS1-D07","PMT1",0.81
"BYS1-A04","POL1",0.01
"BYS2-E03","POL2",0.91
"BYS2-A11","POL3",0.16
"BYS1-D07","PPT1",0.79
"RMB1-A02","PRE10",0.11
"BYB2-E05","PSE1",0.39
"RMB2-F01","PSE1",0.99
"RMS1-H08","PSH1",0.04
"BYS2-E03","PSR2",0.11
"BYS2-A11","PTC3",1
"RMB1-A02","PTP3",0.01
"BYB2-F10","PTR2",0.92
"RMB2-F01","PUF6",0.29
"BYS2-E04","PUS9",0.07
"BYS2-E03","PWP2",0.03
"RMB2-F01","QRI1",0.04
"BYS2-C03","RAD16",0.01
"BYS1-G01","RAD2",0.01
"BYS1-G02","RAS2",0.29
"BYB1-H06","RAX2",0.33
"BYS2-D07","RCK2",0.31
"RMS1-D12","RCK2",0.22
"RMS1-G02","RDS1",0.01
"RMS1-E09","RED1",0.01
"BYS2-A11","REI1",0.13
"BYS2-C03","RNQ1",0.17
"BYS2-D07","ROG1",0.03
"RMS2-D09","ROT1",0.05
"BYB1-G07","ROT2",0.34
"BYB2-E05","ROT2",0.18
"BYB2-F09","ROT2",0.21
"BYB2-F10","ROT2",0.58
"BYS1-A04","ROT2",0.92
"BYS1-G01","ROT2",0.38
"RMB2-D08","ROT2",0.08
"RMS1-D12","ROT2",0.86
"BYS2-C06","RPG1",0.38
"RMS1-E09","RPG1",0.1
"RMB1-A02","RPL17B",0.84
"BYS2-E03","RPO21",0.89
"BYS1-D08","RPO31",0.05
"BYS1-G02","RPO31",0.16
"BYS1-G02","RPS21B",0.21
"RMS1-D12","RPS4A",0.1
"BYS2-B09","RPT5",0.06
"BYS2-C01","RRD1",0.86
"BYS1-D08","RXT2",0.99
"BYS2-C03","S1S1",0.08
"BYS2-C03","SCC2",0.98
"BYS1-D03","SCP1",0.24
"BYS1-G02","SEC18",0.15
"RMB2-D08","SEC6",0.83
"RMS1-G02","SEC7",0.01
"BYS2-A11","SED1",0.19
"BYS1-F05","SET4",0.18
"BYS2-D07","SET4",0.09
"RMS1-H08","SET4",0.32
"BYS1-F05","SFH1",0.06
"BYB1-B01","SFL1",0.93
"BYB1-H06","SFL1",0.15
"RMB2-B10","SIM1",0.05
"BYS2-C06","SIN3",0.01
"BYS1-F05","SKM1",0.02
"BYS1-F05","SLM1",0.16
"BYS2-C01","SMC3",0.03
"BYS1-A07","SNC1",0.98
"RMS2-D09","SNG1",0.02
"BYB1-G07","SPC3",0.38
"BYS1-D07","SSC2",0.11
"RMB1-A02","SSK1",1
"BYB2-E05","SSZ1",0.34
"BYB1-C05","STE11",0.04
"BYS1-G02","STE11",0.16
"BYS2-C03","STE11",0.06
"RMB2-B10","STE11",0.22
"RMS1-H08","STE11",0.12
"BYS1-A08","STE12",0.32
"BYS1-A09","STE12",0.13
"BYS1-F05","STE12",0.15
"BYS2-E01","STE12",0.5
"BYS2-E03","STE12",0.87
"RMB2-F09","STE12",0.2
"RMS1-E09","STE12",0.04
"RMS2-D09","STE18",0.01
"BYS1-A04","STE4",0.95
"BYS1-D08","STE4",0.02
"BYS1-F05","STE4",0.87
"BYS2-C06","STE5",0.06
"BYS2-C06","STE6",0.19
"BYS2-E03","STP2",0.08
"BYS2-C06","SUN4",0.03
"RMS2-D09","SWS2",0.01
"BYS2-E03","TBS1",0.03
"BYB2-F09","TEA1",0.13
"BYS1-D08","TFB3",0.03
"BYS1-G02","TIF3",0.02
"BYS2-D06","TOM20",0.48
"RMB2-F01","TOP1",0.06
"BYS1-D07","TPO5",0.19
"RMS1-D12","TRM3",0.01
"BYB1-B01","TRS130",1
"BYS1-F05","TTI1",0.69
"BYB1-H10","TUL1",0.37
"BYS1-D07","TUL1",0.12
"BYB1-H10","TVP15",0.07
"BYS1-D07","TVP38",0.11
"BYB2-F09","UBP2",0.02
"BYS1-G02","UBR2",0.26
"BYB1-B01","UBX5",1
"RMS1-D12","ULS1",0.06
"BYS1-F05","URA2",0.02
"BYS1-A09","URB1",0.08
"RMB1-A02","UTH1",0.01
"BYS1-F05","VID22",0.66
"RMB2-F01","VID30",1
"BYS2-D06","VOA1",0.11
"RMS2-D09","VPS13",0.01
"BYB1-C05","VPS15",0.93
"BYS2-D06","VPS35",0.02
"BYS2-E03","VPS68",0.01
"BYB2-E05","VPS70",0.1
"RMB2-B10","VPS75",0.14
"RMS1-G02","VTC2",0.08
"BYS1-D07","VTC3",0.77
"BYS2-C03","WAR1",0.09
"BYB1-G07","WHI2",0.38
"BYB2-F09","WHI2",0.11
"BYS1-A07","XRN1",0.12
"BYS2-C01","YAT1",0.75
"BYB1-H10","YBL008W-A",0.01
"BYS1-D03","YBR225W",0.1
"BYS2-E04","YBR241C",0.01
"BYS1-D03","YCR101C",0.15
"BYS1-A08","YDR056C",0.01
"BYS1-D03","YDR124W",0.02
"BYS1-G01","YDR524C-B",0.51
"BYS2-C01","YGL114W",0.02
"BYS2-C03","YGR130C",0.01
"RMS1-G02","YGR201C",0.01
"BYS2-C06","YGR266W",0.18
"RMB1-A02","YGR266W",0.02
"BYS2-A11","YHR033W",1
"RMS1-D12","YHR045W",0.21
"RMS1-G02","YHR122W",0.67
"BYS1-D07","YHR202W",0.09
"BYS2-D06","YIL102C-A",0.67
"BYS1-G02","YIL151C",0.06
"RMS1-E09","YKL050C",0.01
"BYS2-D07","YKU80",0.02
"BYB2-F09","YLR046C",0.11
"BYS1-D03","YLR063W",0.05
"BYB2-F10","YLR162W",0.04
"BYB1-C05","YLR177W",0.77
"RMB2-F09","YLR241W",0.01
"BYS2-A11","YLR253W",0.24
"RMS1-G02","YLR413W",0.64
"BYS1-D07","YMR102C",0.15
"BYS1-E03","YMR102C",0.28
"RMS1-G02","YMR124W",0.01
"RMS2-D09","YMR253C",0.07
"BYB1-H06","YNL165W",0.32
"BYS1-D08","YNL190W",0.02
"BYS2-E04","YNL207W",0.96
"BYS1-G01","YNR066C",0.3
"RMB2-B10","YOL036W",0.53
"BYB2-E05","YOL075C",0.33
"BYS2-C03","YOL162W",0.99
"RMS1-D12","YOR093C",0.01
"RMB2-D08","YOR389W",0.01
"BYB2-E05","YPK1",0.06
"BYB2-F10","YPL277C",0.01
"BYB1-G07","YPR117W",0.11
"BYB1-G07","YPR196W",0.45
"BYS2-B09","YPT1",0.02
"BYB1-G07","YUR1",0.29
"BYS1-D08","YUR1",1
"BYS1-G01","YUR1",0.23
"BYS2-D07","YUR1",1
"BYS2-E04","YUR1",0.95
"RMB2-B10","YUR1",0.41
"RMS1-D12","YUR1",0.05
"BYB1-H06","ZRT2",0.39
"RMB2-F01","ZWF1",0.99
