"population","gene","prop"
"BYB2-E05","IRA1",0.35
"BYB2-E05","IRA1",0.07
"BYB2-F07","IRA1",0.63
"BYB2-F09","IRA1",0.44
"BYS1-A08","IRA1",0.08
"BYS1-E03","IRA1",0.37
"BYS2-D06","IRA1",0.01
"BYS2-A11","IRA2",0.04
"BYS2-D07","ISU2",0.52
"BYS1-G01","ITR2",0.05
"BYB2-F09","KEG1",0.14
"BYS1-A04","KEG1",0.39
"RMS1-G02","KEL1",0.01
"BYS1-F05","KIN2",0.11
"BYS1-A09","KIP3",0.01
"BYB1-H10","KRE5",0.02
"BYS2-C03","KRE5",0.63
"RMB2-B10","KRE5",0.04
"BYS2-E04","KRE6",0.15
"BYS2-C01","KRE9",0.03
"BYS2-C06","LAP4",0.66
"BYS2-A11","LCB2",0.07
"BYS2-C06","LYS5",0.01
"RMB2-D08","MGA1",0.02
"BYS2-D07","MMP1",0.17
"RMS1-G02","MOT3",0.02
"BYS1-E03","MRPL10",0.45
"RMB2-F09","MSB2",0.16
"BYS1-F05","MSL1",0.96
"BYS2-D06","MTC1",0.01
"BYS1-D08","MUD1",0.03
"RMS1-G02","NDE2",0.03
"RMS1-G02","NIP1",0.07
"BYS1-E03","NOG1",0.15
"RMS1-D12","NUP57",0.59
"RMB1-A02","NVJ2",0.86
"RMB1-A02","OLE1",0.01
"BYS1-A09","PAC1",0.04
"BYS1-A04","PAC10",0.06
"BYS1-A09","PDE2",0.02
"BYS1-F05","PDR5",0.96
"BYS2-C01","PDR5",0.03
"RMB2-B10","PDR5",0.55
"RMB2-F09","PDR5",0.96
"RMS1-D12","PDR5",0.96
"RMS1-E09","PDR5",0.49
"RMS1-H08","PDR5",0.61
"RMS2-D09","PDR5",0.41
"BYS2-E03","PEP8",0.02
"BYB1-H06","PER1",0.03
"BYS2-C03","PFK1",0.01
"BYS2-E01","PMD1",0.01
"BYS1-G01","PMI40",0.29
"BYS1-D07","PMT1",0.17
"BYS2-E03","POL2",0.13
"BYS1-D07","PPT1",0.16
"BYB2-E05","PSE1",0.34
"RMB2-F01","PSE1",0.08
"BYS2-A11","PTC3",0.03
"BYB2-F10","PTR2",0.09
"RMB2-F01","PUF6",0.01
"BYS1-D08","PXR1",0.01
"BYS1-G02","RAS2",0.01
"BYB1-H06","RAX2",0.05
"RMS1-D12","RCK2",0.04
"RMS1-G02","RDS1",0.01
"RMS1-E09","RED1",0.01
"BYS2-E03","RGT1",0.01
"BYS1-D03","RIB3",0.02
"RMS1-E09","RML2",0.01
"BYS2-C03","RNQ1",0.11
"BYS2-D07","ROG1",0.03
"RMS2-D09","ROT1",0.2
"BYS1-A04","ROT2",0.6
"BYS1-G01","ROT2",0.01
"RMB2-D08","ROT2",0.06
"RMS1-D12","ROT2",0.63
"BYS2-C06","RPG1",0.08
"RMS1-E09","RPG1",0.01
"BYS2-E03","RPO21",0.23
"BYS1-D08","RPO31",0.07
"BYS1-G02","RPO31",0.02
"BYS2-A11","RPS1A",0.01
"BYS1-G02","RPS21B",0.02
"BYS2-C01","RRD1",0.05
"BYS1-D08","RXT2",0.49
"BYS2-C03","S1S1",0.07
"BYS2-C03","SCC2",0.62
"BYS1-D03","SCP1",0.01
"RMB2-D08","SEC6",0.34
"BYS2-A11","SED1",0.02
"BYS1-F05","SET4",0.03
"BYS2-D07","SET4",0.02
"RMS1-H08","SET4",0.04
"BYS1-F05","SFH1",0.29
"BYB2-F07","SFL1",0.01
"RMB2-B10","SIM1",0.01
"BYS1-F05","SLM1",0.02
"BYS2-C01","SMC3",0.01
"BYS1-A07","SNC1",0.14
"BYB1-G07","SPC3",0.33
"RMS1-D12","SPT8",0.01
"BYS1-D07","SSC2",0.16
"RMB1-A02","SSK1",0.88
"BYB2-E05","SSZ1",0.02
"BYS1-G02","STE11",0.03
"BYS1-F05","STE12",0.02
"BYS2-E01","STE12",0.01
"BYS2-E03","STE12",0.06
"RMB2-F09","STE12",0.26
"RMS1-E09","STE12",0.17
"BYS1-A04","STE4",0.33
"BYS1-F05","STE4",0.1
"RMB2-D08","STE4",0.03
"BYS2-C06","STE5",0.01
"BYS2-C06","STE6",0.01
"BYS2-C01","SYP1",0.01
"RMS1-H08","TEF4",0.01
"BYB2-E05","TFC4",0.01
"BYS1-D07","TPO5",0.13
"BYB1-B01","TRS130",0.49
"BYS1-F05","TTI1",0.11
"BYB1-H10","TUL1",0.14
"BYS1-D07","TUL1",0.02
"BYS1-G02","UBR2",0.01
"RMS1-D12","ULS1",0.01
"BYS1-A09","URB1",0.03
"BYS1-D03","UTP10",0.01
"BYS2-E03","UTP15",0.02
"BYS1-F05","VID22",0.1
"RMB2-F01","VID30",0.14
"RMS2-D09","VPS13",0.11
"BYS2-D06","VPS35",0.06
"RMS2-D09","VPS53",0.01
"RMB2-B10","VPS75",0.7
"RMS1-G02","VTC2",0.03
"BYS1-D07","VTC3",0.18
"BYS2-C03","WAR1",0.07
"BYB1-G07","WHI2",0.06
"BYB2-F09","WHI2",0.05
"BYS2-C01","YAT1",0.04
"BYS2-E04","YBR241C",0.01
"BYS1-A08","YDR056C",0.01
"BYS1-D03","YDR124W",0.03
"RMS1-G02","YGR201C",0.02
"BYS2-C06","YGR266W",0.01
"RMS1-G02","YGR273C",0.01
"BYS2-A11","YHR033W",0.08
"RMS1-D12","YHR045W",0.1
"RMS1-G02","YHR122W",0.04
"BYS2-D07","YKU80",0.03
"BYB2-F10","YLR162W",0.02
"RMS1-G02","YLR413W",0.08
"BYS1-D07","YMR102C",0.13
"BYS1-E03","YMR102C",0.01
"RMS2-D09","YMR253C",0.09
"RMS1-E09","YMR317W",0.05
"BYB1-H06","YNL165W",0.08
"BYS1-D08","YNL190W",0.01
"BYS2-E04","YNL207W",0.08
"BYS1-G01","YNR066C",0.01
"BYB2-E05","YOL075C",0.01
"BYS2-C03","YOL162W",0.59
"RMS1-E09","YOR228C",0.05
"RMB2-D08","YOR389W",0.08
"BYB1-G07","YPR117W",0.17
"BYS2-A11","YTA6",0.11
"BYS1-D08","YUR1",0.48
"BYS2-D07","YUR1",0.48
"BYS2-E04","YUR1",0.09
"RMB2-B10","YUR1",0.05
"RMS1-D12","YUR1",0.33
"BYB1-H06","ZRT2",0.36
