"population","gene","prop"
"BYB1-G07","DOT6",0.94
"BYS2-D07","DSL1",0.6
"BYS1-F05","DUR3",0.23
"BYS2-A11","ECM21",0.25
"RMB2-F01","ECM21",1
"BYS1-E03","ECM25",1
"BYS1-D08","ECM27",0.27
"RMB2-D08","ECM33",0.58
"RMB1-A02","ECM5",0.38
"RMB2-F01","EDE1",1
"BYS1-A08","ELO1",1
"BYB2-F10","ENV9",1
"RMB2-D08","EOS1",0.56
"BYS1-D08","ERB1",0.36
"BYS1-G02","ERG1",0.38
"BYS1-E03","ERG11",1
"BYS1-D03","EXG2",1
"BYS1-D07","FAR1",0.77
"RMS1-E09","FAS2",1
"BYS2-C01","FIN1",0.62
"RMB2-D08","FKS1",0.07
"RMB2-F09","FKS1",1
"BYB1-H06","FLC2",0.49
"BYS2-C06","FLO10",0.42
"BYS2-E03","FLR1",0.22
"RMS1-H08","FMP41",0.99
"BYB2-F10","GAL1",0.17
"RMB2-F01","GAL11",1
"BYS1-A08","GAS1",1
"BYS2-C06","GAS1",0.97
"BYS2-D06","GAS1",1
"RMS1-E09","GAT1",0.48
"BYB1-H06","GAT2",0.95
"RMS1-E09","GCD1",0.51
"BYS2-E04","GCN1",1
"BYS1-D08","GCN2",0.69
"BYS1-G01","GIP1",0.57
"BYB1-H06","GOS1",0.98
"BYB1-H06","GPB1",1
"BYB1-H10","GPB2",0.04
"BYS1-A09","GPB2",0.85
"BYS1-G01","GPB2",0.26
"RMB2-F09","GYL1",0.21
"BYB2-F09","HAA1",0.65
"BYS1-E03","HAL9",0.41
"BYS1-D07","HAP1",0.27
"BYS2-E01","HAP1",0.98
"RMB2-F09","HFA1",0.23
"BYS1-D03","HFM1",0.99
"BYS2-E01","HIM1",1
"RMB2-F01","HIP1",1
"BYS2-E04","HKR1",0.98
"BYS1-E03","HMI1",1
"BYB2-E05","HSF1",0.24
"BYS2-B09","HSL1",1
"RMS1-E09","HSL1",0.46
"BYS2-E01","HSL7",0.99
"RMS1-H08","HST2",0.21
"BYB1-G07","HXT14",0.53
"BYS2-A11","HXT5",0.85
"BYB1-H10","IDP1",0.39
"BYS1-D08","IML2",0.6
"RMS1-H08","INO80",1
"BYB1-G07","IPI3",0.38
"BYS2-E01","IQG1",0.99
"BYB1-C05","IRA1",0.94
"BYB1-H10","IRA1",0.74
"BYB2-E05","IRA1",0.72
"BYB2-E05","IRA1",0.23
"BYB2-F07","IRA1",1
"BYB2-F09","IRA1",0.9
"BYS1-A04","IRA1",1
"BYS1-D08","IRA1",0.4
"BYS1-D08","IRA1",0.31
"BYS1-E03","IRA1",1
"BYS1-G01","IRA1",0.21
"BYS2-C06","IRA1",0.09
"RMB1-A02","IRA1",1
"RMB2-F01","IRA1",1
"RMB2-F09","IRA1",0.43
"RMS1-G02","IRA1",0.93
"RMS1-H08","IRA1",1
"BYS2-C03","IRA2",0.91
"BYS2-D06","IRA2",0.95
"BYS2-E03","IRA2",0.49
"RMB2-F09","IRA2",0.59
"BYS1-A09","IRR1",0.88
"BYS2-D07","ISU2",0.96
"RMS1-G02","KEL1",0.85
"RMB2-F09","KEL3",0.54
"BYB1-H10","KRE5",0.57
"BYS2-C03","KRE5",1
"RMB2-B10","KRE5",0.66
"BYB2-E05","KRE6",0.27
"RMS1-H08","KRE6",0.99
"BYS2-C01","KRE9",1
"BYS2-C03","KRS1",0.99
"BYB1-H10","LAA1",0.6
"BYS2-C06","LAP4",0.97
"BYS2-A11","LCB2",1
"RMB1-A02","LCB4",0.78
"BYS1-D03","LEU3",1
"BYS2-D07","LEU4",0.62
"BYS2-C06","LYS5",0.97
"RMB2-F09","MAL33",0.28
"BYB2-F10","MDJ2",0.17
"BYS2-A11","MKK1",1
"BYS1-A07","MLP1",0.49
"BYS1-A09","MOG1",0.83
"RMS1-G02","MOT3",0.08
"BYS1-D03","MPT5",0.98
"BYS1-D08","MPT5",0.69
"BYS1-E03","MRPL10",1
"RMS1-E09","MRS1",1
"BYS1-F05","MSL1",0.99
"RMS1-E09","MTR4",0.99
"BYB1-H10","MUB1",0.25
"BYS1-D08","MUD1",0.47
"BYS2-C03","MYO1",0.9
"RMS1-H08","NCP1",1
"BYS2-D06","NHX1",1
"RMS1-G02","NIP1",0.15
"BYS1-G01","NNT1",0.27
"BYB2-F09","NOP14",0.67
"BYS2-C06","NUC1",0.14
"BYS2-A11","NUP133",1
"RMB1-A02","OLE1",0.2
"BYS2-B09","OPT1",0.64
"BYB2-E05","PCL10",0.31
"BYB1-G07","PCT1",0.96
"RMS2-D09","PDC1",0.34
"RMB2-B10","PDE2",0.09
"RMB1-A02","PDR16",0.59
"BYS1-F05","PDR5",1
"RMB2-F09","PDR5",1
"RMS1-D12","PDR5",1
"RMS1-E09","PDR5",1
"RMB2-F09","PEP8",0.63
"BYS2-C06","PEX1",0.21
"BYS2-C03","PFK1",0.99
"BYS1-D03","PGI1",0.99
"RMS1-E09","PGK1",0.46
"RMS1-E09","PHO90",0.64
"RMB2-B10","PKP2",0.7
"BYB1-G07","PMD1",0.13
"BYS2-E01","PMD1",0.97
"BYS1-D07","PMT1",0.69
"BYS2-B09","PMT1",0.91
"BYS1-G01","PMT2",0.27
"BYS1-G02","PNO1",0.32
"BYS1-A09","PNT1",0.83
"BYS2-E03","POL2",1
"BYS1-D07","PPT1",0.77
"BYB2-E05","PSE1",0.69
"RMB2-F01","PSE1",1
"RMS1-H08","PSH1",0.99
"BYS2-C06","PTA1",0.1
"RMS1-E09","PTC2",0.44
"BYS2-A11","PTC3",0.97
"BYB2-F10","PTR2",1
"RMB2-F01","QRI1",1
"BYS2-C03","RAD16",0.98
"BYS1-G01","RAD2",0.27
"BYS2-D07","RCK2",0.13
"BYS1-E03","RCN1",0.33
"RMS1-G02","RDS1",0.9
"RMS1-E09","RED1",1
"RMS1-E09","RME1",0.54
"RMS1-E09","RML2",1
"BYS2-D07","ROG1",0.81
"BYS2-C06","ROG3",0.15
"BYB1-H10","ROT2",0.38
"BYB2-E05","ROT2",0.64
"BYB2-F09","ROT2",0.57
"BYB2-F10","ROT2",0.14
"BYB2-F10","ROT2",0.9
"BYS1-A04","ROT2",1
"BYS1-G01","ROT2",0.54
"RMB2-D08","ROT2",0.54
"BYS2-C06","RPG1",0.98
"RMB1-A02","RPL17B",1
"BYS2-E03","RPO21",1
"BYS1-D08","RPO31",0.28
"BYS2-B09","RPT5",0.89
"BYS2-C01","RRD1",1
"BYS1-A09","RSF2",0.93
"BYB2-F07","RTN2",0.62
"BYS1-D08","RXT2",1
"BYS1-E03","SAY1",0.99
"BYS2-C03","SCC2",1
"RMB2-F09","SCP160",0.31
"RMS1-G02","SEC16",0.93
"RMB2-F01","SEC6",0.24
"BYS1-F05","SET4",0.98
"BYS2-D07","SET4",0.83
"BYB1-B01","SFL1",0.97
"BYB1-H06","SFL1",0.98
"RMB2-B10","SFL1",0.45
"RMB2-F01","SMF1",1
"RMB2-F09","SNF12",0.53
"RMS2-D09","SNG1",0.23
"BYB1-G07","SPC3",0.96
"BYS2-C06","SPR3",0.2
"BYS2-C01","SPS4",0.22
"BYS2-C03","SSA3",0.18
"BYS2-D06","SSH4",0.77
"RMS1-H08","SSP120",1
"BYB1-C05","STE11",0.4
"BYS1-A07","STE11",0.84
"BYS2-C01","STE11",0.53
"RMB2-B10","STE11",0.3
"RMB2-F01","STE11",0.39
"BYB2-F10","STE12",0.33
"BYS2-E03","STE12",0.9
"RMB2-F09","STE12",0.7
"RMS1-G02","STE12",0.83
"RMS2-D09","STE18",0.35
"BYB1-G07","STE4",0.27
"BYS1-D08","STE4",0.53
"BYS1-F05","STE4",1
"BYS2-D07","STE4",0.56
"RMB2-D08","STE4",0.33
"BYS2-C03","STE5",0.96
"BYS2-C06","STE5",0.97
"BYS2-D06","STE5",0.71
"BYS2-E04","STE5",0.28
"RMB2-D08","STE6",0.32
"BYS2-C06","SUN4",0.41
"BYS2-C01","SYP1",0.48
"BYS2-A11","TAF12",1
"BYS2-C01","TAF2",0.42
"BYS2-E03","TDA9",0.64
"RMB2-F01","TDA9",1
"BYS1-D08","TFB3",0.19
"BYS1-G02","TIF3",0.98
"BYB1-C05","TIR3",0.28
"BYS2-D06","TOM20",1
"BYB1-B01","TRS130",0.99
"BYB1-H10","TUL1",0.13
"BYB1-B01","UBX5",1
"RMB1-A02","UTH1",0.36
"RMB2-F01","VID30",1
"BYB1-C05","VPS15",0.96
"BYB2-E05","VPS70",0.48
"BYS1-D07","VTC3",0.71
"BYB1-G07","WHI2",0.91
"BYB2-F09","WHI2",0.18
"BYB2-F10","WHI2",0.59
"BYS2-E04","WHI2",0.56
"RMB2-D08","WHI2",0.51
"RMS1-E09","WHI2",1
"BYS2-C01","YAT1",1
"RMS1-E09","YDR186C",0.41
"BYB1-H10","YDR340W",0.3
"BYS1-G01","YDR524C-B",0.32
"BYB1-H10","YDRWTy2-3",0.34
"BYS2-C03","YGR130C",0.28
"RMS1-G02","YGR201C",0.94
"BYB1-H10","YHR033W",0.3
"BYS2-A11","YHR033W",1
"RMS1-G02","YHR122W",0.07
"BYB1-H06","YIL055C",1
"BYS2-D06","YIL102C-A",1
"BYB1-C05","YJL171C",0.26
"BYB1-H10","YJL171C",0.35
"RMS1-E09","YKL050C",1
"RMB1-A02","YKL105C",0.45
"BYS2-D07","YKU80",0.75
"BYS1-A09","YLR108C",0.91
"BYB2-F10","YLR162W",0.65
"BYB1-C05","YLR177W",0.96
"RMB2-F09","YLR241W",0.44
"BYS2-A11","YLR253W",0.99
"RMS1-G02","YLR413W",0.07
"BYS1-D07","YMR102C",0.23
"BYS1-E03","YMR102C",0.99
"BYS2-C03","YMR124W",0.26
"RMS1-G02","YMR124W",0.87
"RMS1-E09","YMR317W",1
"BYS1-D08","YNL190W",0.35
"BYS2-E04","YNL207W",1
"BYS1-G01","YNR066C",0.5
"RMS1-E09","YOL019W",0.51
"RMB2-B10","YOL036W",0.8
"BYS2-C03","YOL162W",1
"RMS1-E09","YOR228C",1
"RMS1-E09","YOR338W",0.51
"RMB2-D08","YOR389W",0.48
"BYB2-E05","YPK1",0.42
"BYB2-F10","YPL277C",0.1
"RMB2-F01","YPR1",0.3
"BYS1-E03","YTA12",0.33
"BYB1-G07","YUR1",0.85
"BYS1-D08","YUR1",1
"BYS1-G01","YUR1",0.56
"BYS1-G02","YUR1",0.99
"BYS2-D07","YUR1",0.99
"BYS2-E04","YUR1",1
"RMS1-G02","YUR1",0.76
"BYS2-D06","ZRG8",0.96
"BYB1-H06","ZRT2",0.99
"RMB2-F01","ZWF1",1
