"population","gene","prop"
"BYS1-D08","intergenic",0.11
"BYS1-D08","intergenic",0.02
"BYS1-D08","intergenic",0.51
"BYS1-D08","intergenic",0.03
"BYS1-D08","intergenic",0.03
"BYS1-D08","intergenic",0.1
"BYS1-D08","intergenic",0.09
"BYS1-D08","intergenic",0.08
"BYS1-D08","intergenic",0.11
"BYS1-D08","intergenic",1
"BYS1-E03","intergenic",0.01
"BYS1-E03","intergenic",1
"BYS1-E03","intergenic",0.9
"BYS1-F05","intergenic",0.22
"BYS1-F05","intergenic",0.03
"BYS1-F05","intergenic",0.4
"BYS1-F05","intergenic",0.12
"BYS1-F05","intergenic",0.13
"BYS1-F05","intergenic",0.04
"BYS1-F05","intergenic",0.01
"BYS1-F05","intergenic",0.98
"BYS1-F05","intergenic",0.1
"BYS1-F05","intergenic",0.06
"BYS1-G01","intergenic",0.22
"BYS1-G01","intergenic",0.64
"BYS1-G01","intergenic",0.73
"BYS1-G01","intergenic",0.53
"BYS1-G01","intergenic",0.11
"BYS1-G01","intergenic",0.7
"BYS1-G02","intergenic",0.27
"BYS1-G02","intergenic",0.26
"BYS1-G02","intergenic",0.26
"BYS2-A11","intergenic",0.02
"BYS2-A11","intergenic",0.02
"BYS2-A11","intergenic",0.22
"BYS2-A11","intergenic",1
"BYS2-B09","intergenic",0.18
"BYS2-B09","intergenic",0.07
"BYS2-B09","intergenic",0.09
"BYS2-B09","intergenic",0.25
"BYS2-B09","intergenic",0.12
"BYS2-B09","intergenic",0.02
"BYS2-B09","intergenic",0.01
"BYS2-B09","intergenic",0.08
"BYS2-B09","intergenic",0.19
"BYS2-B09","intergenic",0.02
"BYS2-C01","intergenic",0.15
"BYS2-C01","intergenic",0.04
"BYS2-C01","intergenic",1
"BYS2-C01","intergenic",0.03
"BYS2-C03","intergenic",0.69
"BYS2-C03","intergenic",0.14
"BYS2-C03","intergenic",0.54
"BYS2-C06","intergenic",0.27
"BYS2-C06","intergenic",0.05
"BYS2-C06","intergenic",0.04
"BYS2-C06","intergenic",0.37
"BYS2-C06","intergenic",0.16
"BYS2-C06","intergenic",0.05
"BYS2-C06","intergenic",0.51
"BYS2-C06","intergenic",0.22
"BYS2-C06","intergenic",0.03
"BYS2-C06","intergenic",0.01
"BYS2-C06","intergenic",0.29
"BYS2-D06","intergenic",0.18
"BYS2-D06","intergenic",0.97
"BYS2-D06","intergenic",0.3
"BYS2-D06","intergenic",0.01
"BYS2-D06","intergenic",0.01
"BYS2-D06","intergenic",0.02
"BYS2-D06","intergenic",0.02
"BYS2-D07","intergenic",0.08
"BYS2-D07","intergenic",0.08
"BYS2-D07","intergenic",0.02
"BYS2-D07","intergenic",0.03
"BYS2-D07","intergenic",0.01
"BYS2-D07","intergenic",1
"BYS2-D07","intergenic",0.39
"BYS2-D07","intergenic",0.12
"BYS2-E01","intergenic",0.04
"BYS2-E01","intergenic",0.14
"BYS2-E01","intergenic",0.03
"BYS2-E01","intergenic",0.05
"BYS2-E01","intergenic",0.01
"BYS2-E01","intergenic",0.05
"BYS2-E01","intergenic",0.03
"BYS2-E03","intergenic",0.01
"BYS2-E03","intergenic",0.11
"BYS2-E04","intergenic",0.14
"BYS2-E04","intergenic",0.01
"BYS2-E04","intergenic",1
"BYS2-E04","intergenic",0.05
"BYS2-E04","intergenic",1
"BYS2-E04","intergenic",0.01
"RMB1-A02","intergenic",0.18
"RMB1-A02","intergenic",0.02
"RMB1-A02","intergenic",0.38
"RMB2-B10","intergenic",0.03
"RMB2-B10","intergenic",0.07
"RMB2-D08","intergenic",0.2
"RMB2-D08","intergenic",0.06
"RMB2-D08","intergenic",0.07
"RMB2-D08","intergenic",0.07
"RMB2-D08","intergenic",0.06
"RMB2-F01","intergenic",0.02
"RMB2-F01","intergenic",1
"RMB2-F01","intergenic",0.02
"RMB2-F01","intergenic",0.99
"RMB2-F01","intergenic",0.96
"RMB2-F01","intergenic",0.05
"RMB2-F01","intergenic",1
"RMB2-F01","intergenic",0.04
"RMB2-F09","intergenic",0.18
"RMB2-F09","intergenic",0.5
"RMB2-F09","intergenic",0.06
"RMB2-F09","intergenic",0.04
"RMB2-F09","intergenic",0.57
"RMS1-D12","intergenic",0.05
"RMS1-D12","intergenic",0.87
"RMS1-D12","intergenic",0.01
"RMS1-D12","intergenic",0.01
"RMS1-D12","intergenic",0.07
"RMS1-E09","intergenic",0.75
"RMS1-E09","intergenic",0.76
"RMS1-E09","intergenic",0.02
"RMS1-E09","intergenic",0.75
"RMS1-E09","intergenic",0.81
"RMS1-E09","intergenic",0.04
"RMS1-E09","intergenic",0.01
"RMS1-G02","intergenic",0.05
"RMS1-G02","intergenic",0.62
"RMS1-G02","intergenic",0.04
"RMS1-G02","intergenic",0.28
"RMS1-G02","intergenic",0.05
"RMS1-G02","intergenic",0.05
"RMS1-H08","intergenic",0.57
"RMS1-H08","intergenic",0.32
"RMS1-H08","intergenic",0.01
"RMS1-H08","intergenic",0.42
"RMS1-H08","intergenic",0.56
"RMS1-H08","intergenic",0.68
"RMS1-H08","intergenic",0.52
"RMS2-D09","intergenic",0.02
"RMS2-D09","intergenic",1
"RMS2-D09","intergenic",1
"RMS2-D09","intergenic",0.04
"RMS2-D09","intergenic",0.99
"BYS2-E01","IQG1",0.08
"BYB1-C05","IRA1",0.93
"BYB1-H10","IRA1",0.2
"BYB2-E05","IRA1",0.87
"BYB2-E05","IRA1",0.05
"BYB2-F07","IRA1",0.98
"BYB2-F09","IRA1",0.89
"BYS1-A04","IRA1",0.63
"BYS1-A08","IRA1",0.01
"BYS1-D08","IRA1",0.03
"BYS1-E03","IRA1",0.98
"RMB1-A02","IRA1",0.97
"RMB2-D08","IRA1",0.17
"RMB2-F01","IRA1",0.81
"RMB2-F09","IRA1",0.17
"RMS1-D12","IRA1",0.82
"RMS1-G02","IRA1",0.07
"RMS1-H08","IRA1",0.38
"BYS2-A11","IRA2",1
"BYS2-D06","IRA2",0.01
"BYS2-E03","IRA2",0.02
"RMB2-F09","IRA2",0.64
"BYS1-A09","IRR1",0.01
"BYS2-D07","ISU2",0.99
"BYS1-G01","ITR2",0.12
"BYB2-F09","KEG1",0.02
"BYS1-A04","KEG1",0.03
"BYS1-G01","KEG1",0.05
"BYS2-E01","KEL1",0.05
"RMS1-G02","KEL1",0.08
"RMB2-F09","KEL3",0.05
"BYB1-H10","KRE5",0.1
"BYS2-C03","KRE5",1
"RMB2-B10","KRE5",0.44
"BYB2-E05","KRE6",0.09
"BYS2-E04","KRE6",0.01
"RMS1-H08","KRE6",0.44
"RMS1-H08","KRE6",0.53
"BYS2-C01","KRE9",0.98
"BYB1-H10","LAA1",0.07
"RMB2-D08","LAG2",0.1
"BYS2-C06","LAP4",1
"BYS2-A11","LCB2",1
"RMB1-A02","LCB4",0.46
"BYS2-E04","LEO1",0.01
"BYS1-D03","LEU3",0.59
"BYS2-D07","LEU4",0.01
"RMB1-A02","LTE1",0.05
"BYB1-G07","LTV1",0.07
"BYS1-G01","LUC7",0.01
"BYS2-C06","LYS5",0.4
"RMB2-F09","MAL33",0.02
"BYS2-D06","MCM3",0.23
"BYB2-F10","MDJ2",0.08
"BYS1-G01","MDN1",0.06
"BYS2-C06","MDN1",0.1
"RMB2-D08","MGA1",0.15
"RMS1-D12","MID2",0.01
"BYB2-F10","MIG1",0.01
"BYB1-H10","MIP6",0.26
"BYS2-A11","MKK1",0.05
"RMB1-A02","MLS1",0.11
"BYS2-D07","MMP1",0.23
"BYS1-A04","MNL1",0.08
"RMS1-G02","MOT3",0.69
"BYS1-D03","MPT5",0.75
"BYS1-D08","MPT5",0.13
"BYS1-E03","MRPL10",0.98
"RMS1-E09","MRS1",0.76
"BYS2-E03","MRS4",0.29
"RMB2-F09","MSB2",0.03
"BYS1-F05","MSL1",1
"BYS1-G02","MSN5",0.01
"BYS2-D06","MTC1",0.01
"RMS1-E09","MTR4",0.68
"BYS1-D08","MUD1",0.22
"BYS1-D07","MUS81",0.04
"BYS2-C03","MYO1",0.01
"BYS1-F05","NAM7",0.03
"RMS1-H08","NCP1",0.33
"RMS1-G02","NDE2",0.19
"BYS2-D06","NHX1",0.99
"RMS1-G02","NIP1",0.86
"BYS1-G01","NNT1",0.07
"BYB2-F09","NOP14",0.75
"BYS1-A09","NSA2",0.01
"BYB1-B01","NSE5",1
"BYS2-A11","NUP133",0.04
"BYS1-F05","NUP57",0.02
"RMS1-D12","NUP57",1
"RMS1-H08","NUP84",0.2
"RMB1-A02","NVJ2",1
"BYS2-D07","OKP1",0.02
"RMB1-A02","OLE1",0.01
"BYS2-B09","OPT1",0.03
"RMS2-D09","PAB1",0.02
"BYS1-A09","PAC1",0.1
"BYS1-A04","PAC10",0.09
"RMS1-H08","PAM1",0.65
"BYB2-E05","PCA1",0.05
"BYB1-G07","PCT1",0.29
"RMS2-D09","PDC1",0.08
"BYS1-A09","PDE2",0.17
"RMB2-B10","PDE2",0.41
"BYS1-D03","PDR12",0.09
"RMB1-A02","PDR16",0.39
"BYS1-F05","PDR5",0.99
"BYS2-C01","PDR5",1
"RMB2-B10","PDR5",0.06
"RMB2-F09","PDR5",1
"RMS1-D12","PDR5",1
"RMS1-E09","PDR5",1
"BYS2-E03","PEP8",0.11
"RMB2-F09","PEP8",0.54
"BYB1-H06","PER1",0.11
"BYS2-C06","PEX1",0.15
"BYS2-C03","PFK1",0.02
"RMS1-D12","PFS1",0.21
"BYS1-D03","PGI1",0.71
"RMS1-E09","PHO90",0.11
"RMB2-B10","PKP2",0.57
"BYB1-G07","PMD1",0.56
"BYS2-E01","PMD1",0.04
"BYS1-D07","PMT1",0.8
"BYS2-B09","PMT1",0.06
"BYS1-G01","PMT2",0.01
"BYS1-G02","PNO1",0.05
"BYS1-A04","POL1",0.13
"BYS2-E03","POL2",0.97
"BYS2-A11","POL3",0.29
"BYS1-D07","PPT1",0.82
"RMB1-A02","PRE10",0.08
"BYS1-F05","PRS2",0.03
"BYB2-E05","PSE1",0.76
"RMB2-F01","PSE1",1
"RMS1-H08","PSH1",0.34
"BYS2-E03","PSR2",0.15
"BYS2-A11","PTC3",0.99
"RMB1-A02","PTP3",0.07
"BYB2-F09","PTR2",0.02
"BYB2-F10","PTR2",0.99
"RMB2-F01","PUF6",0.01
"BYS2-E04","PUS9",0.11
"BYS2-E03","PWP2",0.01
"BYS1-D08","PXR1",0.02
"RMB2-F01","QRI1",0.86
"BYS2-C03","RAD16",0.01
"BYS1-G01","RAD2",0.01
"BYS2-E03","RAD2",0.02
"BYS1-G02","RAS2",0.32
"RMB2-D08","RAV2",0.15
"BYB1-H06","RAX2",0.21
"BYS2-D07","RCK2",0.25
"RMS1-G02","RDS1",0.02
"RMS1-E09","RED1",0.77
"BYS2-A11","REI1",0.36
"RMS1-D12","RGA2",0.19
"BYS2-E03","RGT1",0.01
"BYS1-D03","RIB3",0.15
"BYS1-F05","RIC1",0.01
"BYS2-C06","RIX1",0.04
"RMS1-E09","RML2",0.71
"BYS2-C03","RNQ1",0.13
"BYS2-D07","ROG1",0.12
"RMS2-D09","ROT1",0.01
"BYB1-G07","ROT2",0.47
"BYB2-E05","ROT2",0.73
"BYB2-F09","ROT2",0.65
"BYB2-F10","ROT2",0.06
"BYB2-F10","ROT2",0.58
"BYS1-A04","ROT2",1
"BYS1-G01","ROT2",0.52
"RMB2-D08","ROT2",0.12
"RMS1-D12","ROT2",0.98
"BYS1-F05","RPA135",0.01
"BYS2-C06","RPG1",0.65
"RMS1-E09","RPG1",0.01
"RMB1-A02","RPL17B",1
"BYS2-E03","RPO21",1
"BYS1-D08","RPO31",0.06
"BYS1-G02","RPO31",0.41
"RMB2-F09","RPO31",0.02
"BYS1-G02","RPS21B",0.44
"RMS1-D12","RPS4A",0.83
"BYS2-B09","RPT5",0.15
"BYS2-C01","RRD1",1
"RMS1-D12","RRP5",0.01
"BYS2-E03","RSE1",0.01
"BYS1-A09","RSF2",0.21
"BYB2-F07","RTN2",0.01
"BYS1-D08","RXT2",1
"BYS2-C03","S1S1",0.09
"BYS1-A09","SAY1",0.09
"BYS1-E03","SAY1",0.08
"BYS2-C03","SCC2",0.99
"BYS1-D03","SCP1",0.09
"RMB2-F09","SCP160",0.02
"RMS1-G02","SEC16",0.07
"BYS1-G02","SEC18",0.2
"RMB2-D08","SEC6",0.66
"RMB2-F01","SEC6",0.2
"RMS1-G02","SEC7",0.01
"RMS2-D09","SEC7",0.01
"BYS2-A11","SED1",0.46
"RMB2-D08","SET2",0.06
"BYS1-F05","SET4",0.55
"BYS2-D07","SET4",0.11
"BYB1-B01","SFL1",0.95
"BYB1-H06","SFL1",0.46
"RMB2-B10","SIM1",0.07
"BYS2-C06","SIN3",0.03
"BYS2-D07","SKI2",0.01
"BYS1-F05","SKM1",0.08
"BYS1-F05","SLM1",0.03
"BYS2-C01","SMC3",0.12
"RMB2-F01","SMF1",0.02
"BYS1-A07","SNC1",1
"RMB2-F09","SNF12",0.29
"RMS2-D09","SNG1",0.02
"BYB1-G07","SPC3",0.25
"BYS2-C06","SPR3",0.08
"RMS1-D12","SPT8",0.07
"BYS1-D07","SSC2",0.14
"RMB1-A02","SSK1",1
"RMS1-H08","SSP120",0.42
"BYB1-C05","STE11",0.16
"BYS1-G02","STE11",0.15
"BYS2-C01","STE11",0.02
"BYS2-C03","STE11",0.06
"RMB2-B10","STE11",0.39
"RMS1-H08","STE11",0.65
"BYS1-A08","STE12",0.9
"BYS1-A09","STE12",0.09
"BYS1-F05","STE12",0.06
"BYS2-E01","STE12",0.47
"BYS2-E03","STE12",0.98
"RMB2-F09","STE12",0.64
"RMS1-E09","STE12",0.02
"RMS2-D09","STE18",0.05
"BYS1-A04","STE4",0.32
"BYS1-D08","STE4",0.17
"BYS1-F05","STE4",0.99
"BYS2-D07","STE4",0.02
"RMB2-D08","STE4",0.1
"BYS2-C03","STE5",0.01
"BYS2-C06","STE5",0.55
"BYS2-E04","STE5",0.07
"BYS2-C06","STE6",0.28
"RMB2-D08","STE6",0.13
"BYS2-E03","STP2",0.14
"BYS2-C06","SUN4",0.25
"BYS1-F05","SVF1",0.07
"RMS2-D09","SWS2",0.02
"RMB1-A02","TAF1",0.08
"BYS1-E03","TAF12",0.03
"BYS2-E03","TBS1",0.04
"BYS2-E03","TDA9",0.09
"BYB2-F09","TEA1",0.06
"BYS1-D08","TFB3",0.06
"BYB2-E05","TFC4",0.01
"BYS1-G02","TIF3",0.15
"BYB1-C05","TIR3",0.01
"BYS2-D06","TOM20",0.99
"BYS1-D07","TPO5",0.13
"BYS1-D03","TRA1",0.03
"RMS1-D12","TRM3",0.01
"BYB1-B01","TRS130",1
"BYS1-F05","TTI1",0.38
"BYB1-H10","TUL1",0.19
"BYS1-D07","TUL1",0.23
"RMB1-A02","TUS1",0.02
"BYB1-H10","TVP15",0.54
"BYS1-D07","TVP38",0.2
"BYB2-F09","UBP2",0.14
"BYS2-E04","UBP3",0.02
"BYS1-G02","UBR2",0.42
"BYB1-B01","UBX5",1
"RMS1-D12","ULS1",0.81
"BYS1-F05","URA2",0.02
"BYS1-A09","URB1",0.14
"RMB1-A02","UTH1",0.03
"BYS1-D03","UTP10",0.09
"BYS2-E03","UTP15",0.02
"RMB2-B10","UTR2",0.03
"BYS1-F05","VID22",0.38
"RMB2-F01","VID30",0.99
"BYB1-C05","VPS15",0.94
"RMS2-D09","VPS53",0.1
"BYB2-E05","VPS70",0.26
"RMB2-B10","VPS75",0.06
"RMS1-G02","VTC2",0.01
"BYS1-D07","VTC3",0.82
"BYS2-C03","WAR1",0.06
"BYB1-G07","WHI2",0.41
"BYB1-G07","WHI2",0.08
"BYB2-F09","WHI2",0.03
"RMB2-D08","WHI2",0.09
"RMS1-E09","WHI2",0.81
"BYS1-A07","XRN1",0.08
"BYS2-C01","YAT1",0.97
"BYS1-D03","YBR225W",0.01
"BYS2-E04","YBR241C",0.01
"BYS1-D03","YCR101C",0.08
"BYS2-E03","YDL186W",0.02
"BYS1-A08","YDR056C",0.06
"BYS1-D03","YDR124W",0.18
"BYS1-G01","YDR524C-B",0.19
"BYS2-C01","YGL114W",0.1
"RMS1-G02","YGR201C",0.16
"BYS1-F05","YGR237C",0.03
"BYS2-C06","YGR266W",0.06
"RMB1-A02","YGR266W",0.14
"BYB1-H10","YHR033W",0.01
"BYS2-A11","YHR033W",0.99
"RMS1-D12","YHR045W",0.01
"RMS1-G02","YHR122W",0.78
"BYS1-D07","YHR202W",0.13
"BYB1-H06","YIL055C",0.03
"BYS2-D06","YIL102C-A",1
"BYS1-G02","YIL151C",0.15
"BYS2-E03","YJL171C",0.01
"RMS1-E09","YKL050C",0.71
"BYS2-D07","YKU80",0.1
"BYS1-D03","YLR063W",0.02
"BYS1-A09","YLR108C",0.01
"BYB2-F10","YLR162W",0.04
"BYB1-C05","YLR177W",0.9
"BYS1-F05","YLR177W",0.01
"RMB2-F09","YLR241W",0.02
"BYS2-A11","YLR253W",0.17
"RMS1-G02","YLR413W",0.69
"RMS1-D12","YLR419W",0.12
"BYS1-D07","YMR102C",0.23
"BYS1-E03","YMR102C",0.9
"RMS1-G02","YMR124W",0.08
"RMS2-D09","YMR253C",0.02
"BYB2-F09","YMR259C",0.03
"RMS1-E09","YMR317W",0.69
"BYB1-H06","YNL165W",0.18
"BYS1-D08","YNL190W",0.12
"RMS1-D12","YNL190W",0.65
"BYS2-E04","YNL207W",1
"BYS1-G01","YNR066C",0.68
"RMB2-B10","YOL036W",0.43
"BYS2-C03","YOL162W",0.99
"RMS1-E09","YOR228C",0.77
"RMS1-E09","YOR338W",0.03
"RMB2-D08","YOR389W",0.09
"BYB2-E05","YPK1",0.16
"BYB2-F10","YPL277C",0.15
"BYS1-A09","YPR015C",0.31
"BYB1-G07","YPR117W",0.05
"BYB1-G07","YPR196W",0.41
"BYS2-B09","YPT1",0.15
"RMB1-A02","YSP2",0.06
"BYS1-E03","YTA12",0.02
"BYB1-G07","YUR1",0.39
"BYB2-F09","YUR1",0.06
"BYS1-A09","YUR1",0.22
"BYS1-D08","YUR1",0.95
"BYS1-G01","YUR1",0.65
"BYS1-G02","YUR1",0.29
"BYS2-D07","YUR1",1
"BYS2-E04","YUR1",0.99
"RMB2-B10","YUR1",0.41
"BYS2-D06","ZRG8",0.04
"BYB1-H06","ZRT2",0.74
"RMB2-F01","ZWF1",0.99
