"population","gene","prop"
"RMB2-B10","DPB2",0.17
"BYB2-E05","DPS1",0.3
"BYS2-D07","DSL1",0.86
"BYS1-F05","DUR3",0.29
"BYS2-A11","ECM21",0.86
"RMB2-F01","ECM21",1
"BYS1-E03","ECM25",1
"BYS1-D08","ECM27",0.84
"RMB2-D08","ECM33",0.75
"RMB1-A02","ECM5",0.52
"RMB2-F01","EDE1",1
"BYS1-A08","ELO1",0.99
"RMB2-F01","ENP1",0.16
"BYB2-F10","ENV9",0.99
"RMB2-D08","EOS1",0.8
"BYS1-D08","ERB1",0.68
"BYS1-G02","ERG1",0.39
"BYS1-E03","ERG11",1
"BYS2-E03","ERG11",0.22
"BYS2-E01","ESC1",0.12
"BYS1-D03","EXG2",1
"BYS1-D07","FAR1",0.59
"BYS1-A04","FAS1",0.11
"RMS1-E09","FAS2",0.99
"BYS1-A04","FAT1",0.01
"BYS2-C01","FIN1",0.85
"RMB2-D08","FKS1",0.01
"RMB2-F09","FKS1",1
"BYB1-H06","FLC2",0.5
"BYS2-C06","FLO10",0.43
"BYS2-E03","FLR1",0.4
"RMB2-F01","FLR1",0.08
"RMS2-D09","FMP33",0.13
"RMS1-H08","FMP41",0.99
"BYS1-D07","FYV8",0.44
"BYS1-F05","FYV8",0.12
"BYS2-E03","GAA1",0.11
"BYB2-F10","GAL1",0.01
"BYS2-E03","GAL11",0.02
"RMB2-F01","GAL11",0.99
"BYS1-E03","GAL4",0.03
"BYB2-F10","GAP1",0.01
"BYS1-A08","GAS1",1
"BYS2-C06","GAS1",1
"BYS2-D06","GAS1",1
"RMS1-E09","GAT1",0.42
"BYB1-H06","GAT2",0.85
"RMB2-B10","GAT2",0.62
"RMS1-E09","GCD1",0.48
"BYS2-D06","GCN1",0.19
"BYS2-E04","GCN1",0.98
"BYS1-D08","GCN2",0.86
"BYS2-E03","GCV2",0.23
"BYS1-G01","GIP1",0.32
"RMS1-E09","GLN4",0.39
"BYB1-H06","GOS1",0.99
"BYB1-H06","GPB1",1
"BYS1-F05","GPB1",0.27
"BYS1-A09","GPB2",0.99
"BYS1-G01","GPB2",0.42
"BYS2-E04","GPR1",0.36
"RMB2-F09","GYL1",0.46
"RMS1-D12","GYP7",0.07
"BYB2-F09","HAA1",0.63
"BYS1-E03","HAL9",0.53
"BYS1-D07","HAP1",0.38
"BYS2-E01","HAP1",0.98
"BYS1-F05","HAP4",0.13
"RMB1-A02","HEM15",0.23
"RMB2-F09","HFA1",0.5
"RMB2-D08","HFD1",0.07
"BYS1-D03","HFM1",1
"BYS1-D03","HFM1",0.01
"BYB2-F07","HGH1",0.03
"BYS2-E01","HIM1",1
"RMB2-F01","HIP1",0.99
"BYS2-E04","HKR1",0.99
"BYS1-E03","HMI1",1
"RMB1-A02","HOP2",0.17
"BYB2-E05","HSF1",0.36
"BYS2-B09","HSL1",0.98
"RMS1-E09","HSL1",0.51
"BYS2-E01","HSL7",1
"RMS1-H08","HST2",0.72
"BYB2-E05","HUL4",0.03
"BYB1-G07","HXT14",0.61
"BYS2-A11","HXT5",0.95
"BYB1-H10","IDP1",0.25
"BYS2-D07","ILS1",0.01
"BYS1-D08","IML2",0.88
"RMS1-H08","INO80",1
"BYB1-C05","intergenic",0.2
"BYB1-C05","intergenic",0.34
"BYB1-C05","intergenic",0.51
"BYB1-C05","intergenic",0.2
"BYB1-G07","intergenic",0.04
"BYB1-G07","intergenic",0.06
"BYB1-H06","intergenic",1
"BYB1-H06","intergenic",0.99
"BYB1-H06","intergenic",1
"BYB1-H06","intergenic",0.99
"BYB1-H10","intergenic",0.13
"BYB1-H10","intergenic",0.31
"BYB1-H10","intergenic",0.63
"BYB1-H10","intergenic",0.44
"BYB2-E05","intergenic",0.25
"BYB2-E05","intergenic",0.21
"BYB2-E05","intergenic",0.3
"BYB2-F07","intergenic",0.62
"BYB2-F07","intergenic",0.76
"BYB2-F07","intergenic",0.57
"BYB2-F07","intergenic",0.7
"BYB2-F09","intergenic",0.55
"BYB2-F09","intergenic",0.19
"BYB2-F10","intergenic",0.96
"BYB2-F10","intergenic",0.9
"BYB2-F10","intergenic",0.12
"BYB2-F10","intergenic",0.03
"BYS1-A04","intergenic",1
"BYS1-A07","intergenic",0.42
"BYS1-A07","intergenic",0.04
"BYS1-A07","intergenic",1
"BYS1-A08","intergenic",0.55
"BYS1-A08","intergenic",0.16
"BYS1-A08","intergenic",0.01
"BYS1-A09","intergenic",1
"BYS1-A09","intergenic",0.14
"BYS1-A09","intergenic",0.95
"BYS1-A09","intergenic",0.92
"BYS1-A09","intergenic",0.13
"BYS1-A09","intergenic",0.01
"BYS1-A09","intergenic",0.01
"BYS1-D03","intergenic",1
"BYS1-D03","intergenic",1
"BYS1-D03","intergenic",0.97
"BYS1-D03","intergenic",1
"BYS1-D03","intergenic",0.07
"BYS1-D03","intergenic",0.95
"BYS1-D03","intergenic",0.09
"BYS1-D07","intergenic",0.56
"BYS1-D07","intergenic",0.39
"BYS1-D07","intergenic",0.17
"BYS1-D07","intergenic",0.7
"BYS1-D07","intergenic",0.44
"BYS1-D07","intergenic",0.39
"BYS1-D07","intergenic",0.13
"BYS1-D08","intergenic",0.81
"BYS1-D08","intergenic",0.29
"BYS1-D08","intergenic",0.95
"BYS1-D08","intergenic",0.88
"BYS1-D08","intergenic",0.1
"BYS1-D08","intergenic",0.91
"BYS1-D08","intergenic",0.65
"BYS1-D08","intergenic",0.91
"BYS1-D08","intergenic",0.73
"BYS1-D08","intergenic",0.07
"BYS1-D08","intergenic",1
"BYS1-E03","intergenic",0.13
"BYS1-E03","intergenic",0.02
"BYS1-E03","intergenic",0.47
"BYS1-E03","intergenic",1
"BYS1-E03","intergenic",0.12
"BYS1-E03","intergenic",1
"BYS1-E03","intergenic",0.18
"BYS1-F05","intergenic",0.01
"BYS1-F05","intergenic",0.15
"BYS1-F05","intergenic",0.01
"BYS1-F05","intergenic",1
"BYS1-F05","intergenic",0.27
"BYS1-F05","intergenic",0.26
"BYS1-F05","intergenic",0.09
"BYS1-F05","intergenic",0.04
"BYS1-F05","intergenic",1
"BYS1-F05","intergenic",0.19
"BYS1-F05","intergenic",0.02
"BYS1-G01","intergenic",0.31
"BYS1-G01","intergenic",0.39
"BYS1-G01","intergenic",0.38
"BYS1-G01","intergenic",0.4
"BYS1-G01","intergenic",0.45
"BYS1-G01","intergenic",0.41
"BYS1-G01","intergenic",0.09
"BYS1-G01","intergenic",0.36
"BYS1-G02","intergenic",0.99
"BYS1-G02","intergenic",1
"BYS1-G02","intergenic",1
"BYS2-A11","intergenic",0.34
"BYS2-A11","intergenic",0.02
"BYS2-A11","intergenic",1
"BYS2-A11","intergenic",0.05
"BYS2-A11","intergenic",0.71
"BYS2-B09","intergenic",1
"BYS2-B09","intergenic",0.01
"BYS2-B09","intergenic",1
"BYS2-B09","intergenic",0.1
"BYS2-B09","intergenic",0.33
"BYS2-B09","intergenic",0.01
"BYS2-B09","intergenic",0.99
"BYS2-B09","intergenic",0.29
"BYS2-B09","intergenic",0.51
"BYS2-C01","intergenic",0.14
"BYS2-C01","intergenic",0.75
"BYS2-C01","intergenic",0.04
"BYS2-C01","intergenic",0.05
"BYS2-C01","intergenic",1
"BYS2-C01","intergenic",0.64
"BYS2-C03","intergenic",1
"BYS2-C03","intergenic",0.65
"BYS2-C03","intergenic",0.94
"BYS2-C06","intergenic",0.99
"BYS2-C06","intergenic",0.03
"BYS2-C06","intergenic",0.1
"BYS2-C06","intergenic",0.03
"BYS2-C06","intergenic",0.98
"BYS2-C06","intergenic",0.03
"BYS2-C06","intergenic",0.63
"BYS2-C06","intergenic",0.11
"BYS2-C06","intergenic",0.03
"BYS2-C06","intergenic",0.52
"BYS2-D06","intergenic",0.13
"BYS2-D06","intergenic",0.93
"BYS2-D06","intergenic",1
"BYS2-D06","intergenic",0.03
"BYS2-D06","intergenic",0.04
"BYS2-D06","intergenic",0.93
"BYS2-D06","intergenic",0.98
"BYS2-D06","intergenic",0.97
"BYS2-D07","intergenic",0.64
"BYS2-D07","intergenic",0.87
"BYS2-D07","intergenic",0.26
"BYS2-D07","intergenic",0.03
"BYS2-D07","intergenic",0.23
"BYS2-D07","intergenic",0.99
"BYS2-D07","intergenic",0.93
"BYS2-D07","intergenic",0.93
"BYS2-E01","intergenic",1
"BYS2-E01","intergenic",0.16
"BYS2-E01","intergenic",1
"BYS2-E01","intergenic",1
"BYS2-E01","intergenic",1
"BYS2-E01","intergenic",0.11
"BYS2-E01","intergenic",0.98
"BYS2-E01","intergenic",0.99
"BYS2-E03","intergenic",0.11
"BYS2-E03","intergenic",0.12
"BYS2-E03","intergenic",0.12
"BYS2-E03","intergenic",0.22
"BYS2-E03","intergenic",0.17
"BYS2-E03","intergenic",0.09
"BYS2-E03","intergenic",0.27
"BYS2-E04","intergenic",0.34
"BYS2-E04","intergenic",0.9
"BYS2-E04","intergenic",1
"BYS2-E04","intergenic",0.2
"BYS2-E04","intergenic",0.98
"BYS2-E04","intergenic",0.57
"RMB1-A02","intergenic",0.25
"RMB1-A02","intergenic",0.1
"RMB1-A02","intergenic",0.66
"RMB1-A02","intergenic",0.47
"RMB2-B10","intergenic",0.16
"RMB2-B10","intergenic",0.12
"RMB2-B10","intergenic",0.22
"RMB2-B10","intergenic",0.22
"RMB2-B10","intergenic",0.3
"RMB2-D08","intergenic",0.19
"RMB2-D08","intergenic",0.21
"RMB2-D08","intergenic",0.44
"RMB2-D08","intergenic",0.49
"RMB2-D08","intergenic",0.62
"RMB2-F01","intergenic",0.59
"RMB2-F01","intergenic",0.3
"RMB2-F01","intergenic",1
"RMB2-F01","intergenic",0.54
"RMB2-F01","intergenic",0.89
"RMB2-F01","intergenic",0.98
"RMB2-F01","intergenic",0.79
"RMB2-F01","intergenic",0.17
"RMB2-F01","intergenic",0.99
"RMB2-F01","intergenic",1
"RMB2-F01","intergenic",1
"RMB2-F01","intergenic",0.04
"RMB2-F01","intergenic",0.14
"RMB2-F09","intergenic",0.17
"RMB2-F09","intergenic",0.71
"RMB2-F09","intergenic",0.14
"RMB2-F09","intergenic",0.03
"RMB2-F09","intergenic",0.03
"RMB2-F09","intergenic",0.91
"RMS1-D12","intergenic",0.92
"RMS1-D12","intergenic",1
"RMS1-D12","intergenic",0.29
"RMS1-D12","intergenic",0.09
"RMS1-D12","intergenic",0.92
"RMS1-E09","intergenic",1
"RMS1-E09","intergenic",1
"RMS1-E09","intergenic",1
"RMS1-E09","intergenic",0.53
"RMS1-E09","intergenic",1
"RMS1-E09","intergenic",0.51
"RMS1-E09","intergenic",0.34
"RMS1-G02","intergenic",0.96
"RMS1-G02","intergenic",0.01
"RMS1-G02","intergenic",0.98
"RMS1-G02","intergenic",0.97
"RMS1-G02","intergenic",0.97
"RMS1-G02","intergenic",0.97
"RMS1-H08","intergenic",1
"RMS1-H08","intergenic",0.01
"RMS1-H08","intergenic",0.69
"RMS1-H08","intergenic",0.99
"RMS2-D09","intergenic",0.32
"RMS2-D09","intergenic",1
"RMS2-D09","intergenic",0.99
"RMS2-D09","intergenic",0.51
"RMS2-D09","intergenic",0.99
"RMS2-D09","intergenic",0.09
"BYB1-G07","IPI3",0.54
"BYS2-E01","IQG1",0.97
"BYB1-C05","IRA1",0.97
"BYB1-H10","IRA1",0.97
"BYB2-E05","IRA1",0.52
"BYB2-E05","IRA1",0.31
"BYB2-F07","IRA1",0.99
"BYB2-F09","IRA1",0.68
"BYS1-A04","IRA1",1
"BYS1-D08","IRA1",0.84
"BYS1-D08","IRA1",0.1
"BYS1-E03","IRA1",1
"BYS1-G01","IRA1",0.6
"BYS2-C06","IRA1",0.52
"RMB1-A02","IRA1",1
"RMB2-D08","IRA1",0.18
"RMB2-F01","IRA1",0.99
"RMB2-F09","IRA1",0.07
"RMS1-D12","IRA1",1
"RMS1-G02","IRA1",0.97
"RMS1-H08","IRA1",0.97
"BYS2-A11","IRA2",1
"BYS2-C03","IRA2",0.99
"BYS2-D06","IRA2",1
"BYS2-E03","IRA2",0.71
"RMB2-F09","IRA2",0.84
"BYS1-A09","IRR1",0.95
"BYS2-D07","ISU2",1
"BYS1-G01","ITR2",0.15
"BYS1-G01","KEG1",0.06
"BYS2-E01","KEL1",0.97
"RMS1-G02","KEL1",0.98
"BYB1-C05","KEL3",0.13
"RMB2-F09","KEL3",0.75
"BYS1-A09","KIP3",0.17
"BYB1-H10","KRE5",0.2
"BYS2-C03","KRE5",1
"RMB2-B10","KRE5",0.55
"BYB2-E05","KRE6",0.31
"RMS1-H08","KRE6",0.99
"BYS2-C01","KRE9",1
"BYS2-C03","KRS1",1
"BYB1-H10","LAA1",0.22
"RMB2-D08","LAG2",0.13
"BYS2-C06","LAP4",0.99
"BYS2-A11","LCB2",1
"RMB1-A02","LCB4",0.81
"BYS2-E04","LEO1",0.04
"BYS1-D03","LEU3",0.99
"BYS2-D07","LEU4",0.79
"RMB1-A02","LTE1",0.12
"BYS1-G01","LUC7",0.08
"BYS2-C06","LYS5",0.98
"RMB2-F09","MAL33",0.45
"BYB2-F10","MDJ2",0.19
"BYS1-G01","MDN1",0.01
"BYS1-F05","MET18",0.1
"RMB2-D08","MGA1",0.21
"RMS1-D12","MID2",0.89
"BYB2-F10","MIG1",0.21
"BYS2-A11","MKK1",1
"BYS1-A07","MLP1",0.59
"RMB1-A02","MLS1",0.24
"BYS1-A09","MOG1",0.96
"BYS2-E03","MOT3",0.05
"RMS1-G02","MOT3",0.02
"BYS1-D03","MPT5",1
"BYS1-D08","MPT5",0.98
"BYS1-E03","MRPL10",1
"RMS1-E09","MRS1",0.99
"BYS1-F05","MSL1",1
"BYS1-G02","MSN5",0.22
"RMS1-E09","MTR4",1
"BYB1-H10","MUB1",0.56
"BYS1-D08","MUD1",0.75
"BYS1-D07","MUS81",0.11
"BYS2-C03","MYO1",0.97
"BYS1-F05","NAM7",0.05
"BYS2-C06","NAN1",0.02
"RMS1-G02","NAP1",0.03
"RMS1-H08","NCP1",1
"RMS1-G02","NDE2",0.01
"BYS2-D06","NHX1",1
"RMS1-G02","NIP1",0.02
"BYS1-G01","NNT1",0.49
"BYB2-F09","NOP14",0.65
"BYB1-B01","NSE5",1
"BYS2-C06","NUC1",0.48
"BYS2-A11","NUP133",0.99
"BYS1-F05","NUP57",0.05
"RMS1-D12","NUP57",1
"RMB1-A02","NVJ2",1
"RMB1-A02","OLE1",0.15
"BYS2-B09","OPT1",0.51
"RMS2-D09","PAB1",0.23
"BYS1-A04","PAC10",0.03
"BYS2-E03","PAN2",0.12
"BYB2-E05","PCA1",0.3
"BYB2-E05","PCL10",0.34
"BYB1-G07","PCT1",0.94
"RMS2-D09","PDC1",0.55
"RMS2-D09","PDC2",0.12
"RMB2-B10","PDE2",0.09
"RMB1-A02","PDR16",0.83
"BYS1-F05","PDR5",1
"BYS2-C01","PDR5",1
"RMB2-B10","PDR5",0.41
"RMB2-F09","PDR5",1
"RMS1-D12","PDR5",1
"RMS1-E09","PDR5",0.99
"RMB2-F09","PEP8",0.87
"BYS2-C06","PEX1",0.11
"RMS1-H08","PEX30",0.77
"BYS2-C03","PFK1",1
"RMS1-D12","PFS1",0.02
"BYS1-D03","PGI1",0.99
"RMS1-E09","PGK1",0.51
"RMS1-E09","PHO90",0.76
"RMB2-B10","PKP2",0.65
"BYB1-G07","PMD1",0.02
"BYS2-E01","PMD1",1
"BYS1-D07","PMT1",0.59
"BYS2-B09","PMT1",1
"BYS1-G01","PMT2",0.47
"BYS1-G02","PNO1",0.37
"BYS1-A09","PNT1",0.96
"BYS1-A04","POL1",0.1
"BYS2-E03","POL2",1
"BYS1-D07","PPT1",0.55
"BYS1-F05","PRS2",0.07
"RMB2-F01","PRT1",0.21
"BYS2-D07","PRY3",0.23
"BYB2-E05","PSE1",0.47
"RMB2-F01","PSE1",0.99
"RMS1-H08","PSH1",0.99
"BYS2-C06","PTA1",0.56
"RMS1-E09","PTC2",0.49
"BYS2-A11","PTC3",1
"RMB2-B10","PTP2",0.27
"RMB1-A02","PTP3",0.14
"BYB2-F09","PTR2",0.19
"BYB2-F10","PTR2",1
"BYS2-E03","PWP2",0.18
"RMB2-F01","QRI1",1
"BYS2-C03","RAD16",0.98
"BYS1-G01","RAD2",0.48
"BYS2-E03","RAD2",0.15
"RMB2-D08","RAV2",0.18
"BYS2-D07","RCK2",0.02
"RMS1-D12","RCK2",0.01
"BYS1-E03","RCN1",0.17
"RMS1-G02","RDS1",0.91
"BYB1-H06","REB1",0.21
"RMS1-E09","RED1",0.99
"BYS2-A11","REI1",0.01
"RMS1-D12","RGA2",0.9
"BYS2-E03","RGT1",0.18
"RMB2-B10","RIA1",0.28
"BYS1-D03","RIB3",0.14
"BYS1-F05","RIC1",0.33
"BYS2-C06","RIX1",0.03
"RMS1-E09","RME1",0.48
"RMS1-E09","RML2",1
"BYB2-F10","RNH1",0.14
"BYS2-D07","ROG1",0.92
"BYS2-C06","ROG3",0.6
"BYB1-G07","ROT2",0.03
"BYB1-H10","ROT2",0.58
"BYB2-E05","ROT2",0.38
"BYB2-F09","ROT2",0.57
"BYB2-F10","ROT2",0.03
"BYB2-F10","ROT2",0.87
"BYS1-A04","ROT2",1
"BYS1-G01","ROT2",0.38
"RMB2-B10","ROT2",0.18
"RMB2-D08","ROT2",0.62
"RMS1-D12","ROT2",1
"BYS1-F05","RPA135",0.14
"BYS2-C06","RPG1",0.99
"BYS1-G01","RPL16A",0.09
"RMB1-A02","RPL17B",0.99
"BYS2-E03","RPO21",1
"BYS1-D08","RPO31",0.04
"RMB2-F09","RPO31",0.03
"RMS1-D12","RPS4A",1
"BYS1-F05","RPT3",0.1
"BYS2-B09","RPT5",0.99
"BYS2-C01","RRD1",1
"BYB1-H06","RRP3",0.05
"RMS1-D12","RRP5",0.31
"BYS1-D07","RSA4",0.16
"BYS2-E03","RSE1",0.15
"BYS1-A09","RSF2",0.98
"BYB2-F07","RTN2",0.69
"BYS1-D08","RXT2",1
"BYS2-C03","S1S1",0.01
"BYS1-E03","SAY1",1
"BYS2-C03","SCC2",0.97
"RMB2-F09","SCP160",0.63
"BYS1-A07","SCS3",0.15
"RMS1-G02","SEC16",0.99
"RMB2-F01","SEC6",0.24
"RMS2-D09","SEC7",0.16
"BYS1-D03","SER1",0.22
"RMB2-D08","SET2",0.13
"BYS1-F05","SET4",1
"BYS2-D07","SET4",0.95
"RMS1-H08","SET4",0.01
"BYB1-B01","SFL1",0.93
"BYB1-H06","SFL1",1
"BYB2-F07","SFL1",0.2
"RMB2-B10","SFL1",0.44
"BYS2-D06","SHM2",0.11
"RMB2-B10","SIM1",0.01
"BYS2-C06","SIN3",0.04
"RMS1-H08","SIN3",0.77
"RMS1-G02","SIW14",0.1
"BYS2-B09","SKI2",0.13
"BYS2-D07","SKI2",0.02
"BYS1-F05","SKM1",0.32
"BYS2-C01","SMC3",0.03
"RMB2-F01","SMF1",1
"BYS1-A07","SNC1",0.99
"RMB2-F09","SNF12",0.76
"RMS2-D09","SNG1",0.4
"BYS2-C03","SPC2",0.65
"BYB1-G07","SPC3",0.93
"RMS2-D09","SPE1",0.1
"BYS2-C06","SPR3",0.09
"BYS2-C01","SPS4",0.64
"RMS1-D12","SPT8",0.99
"RMB2-D08","SRY1",0.11
"BYS2-C03","SSA3",0.63
"BYS1-D07","SSC2",0.35
"BYS2-D06","SSH4",0.9
"RMB1-A02","SSK1",1
"RMS1-H08","SSP120",1
"BYB2-E05","SSZ1",0.01
"BYB1-C05","STE11",0.28
"BYB2-F07","STE11",0.19
"BYS1-A07","STE11",0.97
"BYS2-C01","STE11",0.77
"BYS2-C03","STE11",0.01
"RMB2-B10","STE11",0.22
"RMB2-F01","STE11",0.47
"BYB2-F10","STE12",0.48
"BYS1-A08","STE12",0.97
"BYS1-F05","STE12",0.01
"BYS2-E03","STE12",0.98
"RMB2-F09","STE12",0.87
"RMS1-G02","STE12",0.9
"RMS2-D09","STE18",0.58
"BYB1-G07","STE4",0.54
"BYS1-A04","STE4",0.01
"BYS1-D08","STE4",0.91
"BYS1-F05","STE4",1
"BYS2-D07","STE4",0.94
"RMB2-D08","STE4",0.22
"BYS2-C03","STE5",0.98
"BYS2-C06","STE5",1
"BYS2-D06","STE5",0.98
"BYS2-E04","STE5",0.12
"RMB2-D08","STE6",0.14
"BYS2-B09","STO1",0.14
"BYS2-E03","STP2",0.02
"BYS2-C06","SUN4",0.19
"BYS2-E03","SVF1",0.21
"RMS2-D09","SWS2",0.08
"BYS2-C01","SYP1",0.76
"RMB1-A02","TAF1",0.25
"BYS1-E03","TAF12",0.22
"BYS2-A11","TAF12",1
"BYS2-C01","TAF2",0.76
"BYS2-E03","TBS1",0.09
"BYS2-E03","TDA9",0.68
"RMB2-F01","TDA9",0.99
"BYB2-F09","TEA1",0.35
"RMS1-H08","TEF4",0.73
"BYS1-D08","TFB3",0.13
"BYB2-E05","TFC4",0.11
"RMS2-D09","THO2",0.11
"BYS1-G02","TIF3",1
"BYB1-C05","TIR3",0.47
"BYS2-E03","TOM1",0.13
"BYS2-D06","TOM20",1
"BYS1-D08","TOR2",0.02
"BYS1-D07","TPO5",0.36
"BYS1-D03","TRA1",0.1
"RMS1-D12","TRM3",0.12
"BYB1-B01","TRS130",1
"BYB1-H10","TUL1",0.06
"BYS1-D07","TUL1",0.01
"RMB1-A02","TUS1",0.26
"BYB1-H10","TVP15",0.02
"BYB2-F09","UBP2",0.05
"BYS2-E04","UBP3",0.07
"BYB1-B01","UBX5",1
"BYB2-F09","UFD4",0.16
"RMS1-D12","ULS1",1
"BYS1-F05","URA2",0.25
"BYB2-F10","URB2",0.16
"BYS1-A07","UTH1",0.15
"RMB1-A02","UTH1",0.49
"BYS1-D03","UTP10",0.11
"BYS1-F05","UTP13",0.02
"BYS2-E03","UTP15",0.19
"BYB2-E05","UTR1",0.09
"RMB2-B10","UTR2",0.08
"RMB2-F01","VID30",1
"BYS1-A07","VIP1",0.13
"RMS2-D09","VPS13",0.01
"BYB1-C05","VPS15",0.98
"RMS2-D09","VPS53",0.05
"BYS2-E03","VPS68",0.22
"BYB2-E05","VPS70",0.31
"RMB2-B10","VPS75",0.27
"BYS1-D07","VTC3",0.52
"BYB1-G07","WHI2",0.03
"BYB1-G07","WHI2",0.96
"BYB2-F09","WHI2",0.36
"BYB2-F10","WHI2",0.6
"BYS2-E04","WHI2",0.94
"RMB2-D08","WHI2",0.78
"RMS1-E09","WHI2",0.96
"RMB1-A02","WTM2",0.1
"BYS1-D03","YAP1",0.29
"BYS2-C01","YAT1",1
"BYB1-H10","YBL008W-A",0.26
"RMB2-F01","YBL059W",0.25
"BYS1-G01","YBR139W",0.2
"BYS2-E04","YBR241C",0.05
"BYS2-E03","YCR061W",0.1
"BYS2-E04","YDL180W",0.45
"BYS2-E03","YDL186W",0.1
"BYS1-A08","YDR056C",0.06
"BYS1-D03","YDR124W",0.16
"RMS1-E09","YDR186C",0.48
"BYS2-E03","YDR239C",0.12
"BYB1-H10","YDR340W",0.5
"BYS1-G01","YDR524C-B",0.53
"BYB1-H10","YDRWTy2-3",0.35
"BYS2-B09","YEH1",0.1
"BYS2-D07","YER010C",0.29
"BYS2-C03","YGR130C",0.61
"RMS1-G02","YGR201C",0.99
"BYS1-F05","YGR237C",0.22
"RMB1-A02","YGR266W",0.02
"RMS1-G02","YGR273C",0.28
"BYB1-H10","YHR033W",0.61
"BYS2-A11","YHR033W",0.99
"BYS1-D07","YHR202W",0.01
"BYB1-H06","YIL055C",1
"BYS2-D06","YIL102C-A",1
"BYB1-C05","YJL171C",0.46
"BYB1-H10","YJL171C",0.58
"BYS2-E03","YJL171C",0.3
"RMS1-E09","YKL050C",0.99
"RMB1-A02","YKL105C",0.42
"BYS1-G02","YKL222C",0.11
"RMB2-B10","YKU70",0.26
"BYS2-D07","YKU80",0.92
"BYS1-A09","YLR108C",0.97
"BYB2-F10","YLR162W",0.54
"BYB1-C05","YLR177W",0.97
"BYS1-F05","YLR177W",0.24
"RMB2-F09","YLR241W",0.78
"BYS2-A11","YLR253W",1
"RMB2-B10","YLR345W",0.01
"BYS1-D07","YMR102C",0.33
"BYS1-E03","YMR102C",0.98
