"selective_pressure","population","gene","frequency"
"OT","LK5-F10","UIP5",0.540540541
"OT","LK5-F08","URA2",1
"OT","LK2-A12","UTP20",0.923076923
"OT","LK2-C09","UTP20",1
"OT","LK5-G03","UTP21",1
"OT","LK2-B04","VBA1",1
"OT","LK5-G03","VPS17",1
"OT","LK5-F07","VPS4",1
"OT","LK5-G11","YBL055C",1
"OT","LK2-E08","YBL077W",1
"OT","LK2-A12","YBL113C",1
"OT","LK6-A07","YEH1",1
"OT","LK2-C08","YFL063W",0.727272727
"OT","LK2-D05","YJR120W",1
"OT","LK5-G01","YKL153W",1
"OT","LK5-F05","YLR257W",1
"OT","LK5-G11","YLR278C",0.787878788
"OT","LK5-H07","YMR114C",0.756756757
"OT","LK5-G01","YNR048W",1
"OT","LK5-G01","YOR022C",1
"OT","LK5-G03","YOR1",1
"OT","LK2-D04","YOR345C",1
"OT","LK2-A11","YRA1",1
"OT","LK2-D03","ZPR1",0.888888889
