"population","gene","prop"
"BYS1-A08","IRA1",0.01
"BYS1-D08","IRA1",0.2
"BYS1-E03","IRA1",1
"BYS1-G01","IRA1",0.02
"RMB1-A02","IRA1",0.99
"RMB2-D08","IRA1",0.38
"RMB2-F01","IRA1",0.99
"RMB2-F09","IRA1",0.26
"RMS1-D12","IRA1",0.78
"RMS1-G02","IRA1",0.3
"RMS1-H08","IRA1",0.72
"BYS2-A11","IRA2",1
"BYS2-C03","IRA2",0.07
"BYS2-D06","IRA2",0.34
"BYS2-E03","IRA2",0.17
"RMB2-F09","IRA2",0.56
"BYS1-A09","IRR1",0.03
"BYS2-D07","ISU2",0.98
"BYS1-G01","ITR2",0.14
"BYS1-G01","KEG1",0.11
"BYS2-E01","KEL1",0.71
"RMS1-G02","KEL1",0.35
"RMB2-F09","KEL3",0.09
"BYS1-F05","KIN2",0.01
"BYB1-H10","KRE5",0.11
"BYS2-C03","KRE5",1
"RMB2-B10","KRE5",0.52
"BYB2-E05","KRE6",0.15
"BYS2-E04","KRE6",0.01
"RMS1-H08","KRE6",0.74
"RMS1-H08","KRE6",0.23
"BYS2-C01","KRE9",0.97
"BYS2-C03","KRS1",0.21
"BYB1-H10","LAA1",0.15
"RMB2-D08","LAG2",0.28
"BYS2-C06","LAP4",1
"BYS2-A11","LCB2",1
"RMB1-A02","LCB4",0.55
"BYS2-E04","LEO1",0.08
"BYS1-D03","LEU3",0.95
"BYS2-D07","LEU4",0.03
"RMB1-A02","LTE1",0.16
"BYS1-G01","LUC7",0.01
"BYS2-C06","LYS5",0.89
"BYS2-D06","MCM3",0.13
"BYB2-F10","MDJ2",0.14
"BYS1-G01","MDN1",0.06
"BYS2-C06","MDN1",0.05
"RMB2-D08","MGA1",0.4
"RMS1-D12","MID2",0.16
"BYB2-F10","MIG1",0.01
"BYB1-H10","MIP6",0.2
"BYS2-A11","MKK1",0.53
"RMB1-A02","MLS1",0.1
"BYS2-D07","MMP1",0.09
"BYS1-A04","MNL1",0.01
"BYS1-A09","MOG1",0.06
"RMS1-G02","MOT3",0.33
"BYS1-D03","MPT5",0.96
"BYS1-D08","MPT5",0.46
"BYS1-E03","MRPL10",1
"BYS2-E03","MRS4",0.21
"BYS1-F05","MSL1",1
"BYS1-G02","MSN5",0.13
"BYB1-H10","MUB1",0.04
"BYS1-D08","MUD1",0.25
"BYS1-D07","MUS81",0.04
"BYS2-C03","MYO1",0.15
"BYS1-F05","NAM7",0.05
"BYS2-C06","NAN1",0.05
"RMS1-G02","NAP1",0.13
"RMS1-H08","NCP1",0.8
"RMS1-G02","NDE2",0.07
"BYS2-D06","NHX1",0.99
"RMS1-G02","NIP1",0.36
"BYS1-G01","NNT1",0.02
"BYS1-E03","NOG1",0.01
"BYB2-F09","NOP14",0.61
"BYB1-B01","NSE5",1
"BYS2-A11","NUP133",0.49
"BYS1-F05","NUP57",0.09
"RMS1-D12","NUP57",1
"RMS1-H08","NUP84",0.1
"RMB1-A02","NVJ2",1
"BYS2-D07","OKP1",0.1
"RMB1-A02","OLE1",0.14
"BYS2-B09","OPT1",0.38
"RMS2-D09","PAB1",0.13
"BYS1-A09","PAC1",0.06
"BYS1-A04","PAC10",0.1
"RMS1-H08","PAM1",0.23
"BYS2-E03","PAN2",0.01
"BYB2-E05","PCA1",0.19
"BYB2-E05","PCL10",0.04
"BYB1-G07","PCT1",0.56
"RMS2-D09","PDC1",0.08
"RMB2-B10","PDE2",0.34
"BYS1-D03","PDR12",0.02
"RMB1-A02","PDR16",0.45
"BYS1-F05","PDR5",1
"BYS2-C01","PDR5",1
"RMB2-B10","PDR5",0.08
"RMB2-F09","PDR5",1
"RMS1-D12","PDR5",1
"BYS2-E03","PEP8",0.09
"RMB2-F09","PEP8",0.53
"BYB1-H06","PER1",0.04
"BYS2-C06","PEX1",0.34
"BYS2-C03","PFK1",0.23
"RMS1-D12","PFS1",0.14
"BYS1-D03","PGI1",0.96
"RMB2-B10","PKP2",0.55
"BYB1-G07","PMD1",0.31
"BYS2-E01","PMD1",0.6
"BYS1-G01","PMI40",0.01
"BYS1-D07","PMT1",0.82
"BYS2-B09","PMT1",0.61
"BYS1-G01","PMT2",0.01
"BYS1-G02","PNO1",0.25
"BYS1-A09","PNT1",0.1
"BYS1-A04","POL1",0.14
"BYS2-E03","POL2",1
"BYS2-A11","POL3",0.08
"BYS1-D07","PPT1",0.82
"RMB1-A02","PRE10",0.05
"BYS1-F05","PRS2",0.03
"BYS2-D07","PRY3",0.03
"BYB2-E05","PSE1",0.71
"RMB2-F01","PSE1",1
"RMS1-H08","PSH1",0.78
"BYS2-E03","PSR2",0.1
"BYS2-C06","PTA1",0.01
"BYS2-A11","PTC3",1
"RMB1-A02","PTP3",0.13
"BYB2-F09","PTR2",0.01
"BYB2-F10","PTR2",1
"BYS2-E04","PUS9",0.02
"BYS2-E03","PWP2",0.01
"BYS1-D08","PXR1",0.08
"RMB2-F01","QRI1",1
"BYS2-C03","RAD16",0.2
"BYS1-G01","RAD2",0.01
"BYS2-E03","RAD2",0.02
"BYS1-G02","RAS2",0.11
"RMB2-D08","RAV2",0.41
"BYB1-H06","RAX2",0.04
"BYS2-D07","RCK2",0.27
"RMS1-D12","RCK2",0.01
"BYS1-E03","RCN1",0.16
"RMS1-G02","RDS1",0.29
"BYS2-A11","REI1",0.08
"RMS1-D12","RGA2",0.26
"BYS2-E03","RGT1",0.03
"BYS1-D03","RIB3",0.1
"BYS1-F05","RIC1",0.01
"BYS2-C06","RIX1",0.11
"BYS2-C03","RNQ1",0.04
"BYS2-D07","ROG1",0.28
"BYS1-D08","ROG3",0.02
"RMS2-D09","ROT1",0.01
"BYB1-G07","ROT2",0.32
"BYB1-H10","ROT2",0.02
"BYB2-E05","ROT2",0.73
"BYB2-F09","ROT2",0.72
"BYB2-F10","ROT2",0.26
"BYB2-F10","ROT2",0.48
"BYS1-A04","ROT2",1
"BYS1-G01","ROT2",0.79
"RMB2-D08","ROT2",0.17
"RMS1-D12","ROT2",1
"BYS1-F05","RPA135",0.09
"BYS2-C06","RPG1",0.9
"BYS1-G01","RPL16A",0.01
"RMB1-A02","RPL17B",1
"BYS2-E03","RPO21",0.99
"BYS1-D08","RPO31",0.17
"BYS1-G02","RPO31",0.1
"RMB2-F09","RPO31",0.1
"BYS1-G02","RPS21B",0.17
"RMS1-D12","RPS4A",0.9
"BYS2-B09","RPT5",0.53
"BYS2-C01","RRD1",1
"BYB1-H06","RRP3",0.12
"RMS1-D12","RRP5",0.08
"BYS1-D07","RSA4",0.05
"BYS2-E03","RSE1",0.05
"BYS1-A09","RSF2",0.49
"BYB2-F07","RTN2",0.09
"BYS1-D08","RXT2",1
"BYS2-C03","S1S1",0.03
"BYS1-A09","SAY1",0.18
"BYS1-E03","SAY1",0.38
"BYS2-C03","SCC2",1
"RMB2-F09","SCP160",0.04
"BYS1-A07","SCS3",0.01
"RMS1-G02","SEC16",0.4
"BYS1-G02","SEC18",0.05
"RMB2-D08","SEC6",0.29
"RMB2-F01","SEC6",0.2
"RMS1-G02","SEC7",0.08
"RMS2-D09","SEC7",0.01
"BYS2-A11","SED1",0.1
"RMB2-D08","SET2",0.01
"BYS1-F05","SET4",0.7
"BYS2-D07","SET4",0.41
"RMS1-H08","SET4",0.01
"BYS1-F05","SFH1",0.01
"BYB1-B01","SFL1",0.95
"BYB1-H06","SFL1",0.83
"RMB2-B10","SFL1",0.12
"RMB2-B10","SIM1",0.06
"BYS2-C06","SIN3",0.02
"RMS1-H08","SIN3",0.02
"BYS2-D07","SKI2",0.14
"BYS1-F05","SKM1",0.09
"BYS2-C01","SMC3",0.06
"RMB2-F01","SMF1",0.32
"BYS1-A07","SNC1",1
"RMB2-F09","SNF12",0.24
"RMS2-D09","SNG1",0.04
"BYB1-G07","SPC3",0.43
"RMS2-D09","SPE1",0.02
"BYS2-C06","SPR3",0.28
"BYS2-C01","SPS4",0.02
"RMS1-D12","SPT8",0.1
"BYS2-C03","SSA3",0.03
"BYS1-D07","SSC2",0.14
"BYS2-D06","SSH4",0.04
"RMB1-A02","SSK1",1
"RMS1-H08","SSP120",0.73
"BYB2-E05","SSZ1",0.01
"BYB1-C05","STE11",0.21
"BYB2-F07","STE11",0.01
"BYS1-A07","STE11",0.04
"BYS1-G02","STE11",0.1
"BYS2-C01","STE11",0.01
"BYS2-C03","STE11",0.09
"RMB2-B10","STE11",0.69
"RMS1-H08","STE11",0.25
"BYS1-A08","STE12",0.98
"BYS1-F05","STE12",0.04
"BYS2-E01","STE12",0.18
"BYS2-E03","STE12",0.99
"RMB2-F09","STE12",0.48
"RMS2-D09","STE18",0.09
"BYB1-G07","STE4",0.03
"BYS1-A04","STE4",0.16
"BYS1-D08","STE4",0.44
"BYS1-F05","STE4",1
"BYS2-D07","STE4",0.08
"RMB2-D08","STE4",0.32
"BYS2-C03","STE5",0.19
"BYS2-C06","STE5",0.9
"BYS2-D06","STE5",0.02
"BYS2-E04","STE5",0.26
"BYS2-C06","STE6",0.07
"RMB2-D08","STE6",0.38
"BYS2-E03","STP2",0.09
"BYS2-C06","SUN4",0.32
"BYS1-F05","SVF1",0.06
"RMS2-D09","SWS2",0.08
"BYS2-C01","SYP1",0.03
"RMB1-A02","TAF1",0.1
"BYS1-E03","TAF12",0.16
"BYS2-A11","TAF12",0.44
"BYS2-C01","TAF2",0.03
"BYS2-E03","TBS1",0.04
"BYS2-E03","TDA9",0.17
"RMB2-F01","TDA9",0.26
"BYB2-F09","TEA1",0.03
"BYS1-D08","TFB3",0.15
"BYS1-G02","TIF3",0.68
"BYB1-C05","TIR3",0.01
"BYS2-E03","TOM1",0.02
"BYS2-D06","TOM20",1
"RMB2-F01","TOP1",0.02
"BYS1-D07","TPO5",0.24
"BYS1-D03","TRA1",0.05
"BYB1-B01","TRS130",1
"BYS1-F05","TTI1",0.12
"BYB1-H10","TUL1",0.23
"BYS1-D07","TUL1",0.23
"RMB1-A02","TUS1",0.08
"BYB1-H10","TVP15",0.47
"BYS1-D07","TVP38",0.25
"BYB2-F09","UBP2",0.19
"BYS2-E04","UBP3",0.08
"BYS1-G02","UBR2",0.13
"BYB1-B01","UBX5",0.96
"BYB2-F09","UFD4",0.03
"RMS1-D12","ULS1",0.88
"BYS1-F05","URA2",0.11
"BYS1-A09","URB1",0.29
"RMB1-A02","UTH1",0.04
"BYS1-D03","UTP10",0.13
"BYS1-F05","UTP13",0.06
"BYS2-E03","UTP15",0.01
"BYB2-E05","UTR1",0.02
"RMB2-B10","UTR2",0.06
"BYS1-F05","VID22",0.16
"RMB2-F01","VID30",1
"BYB1-C05","VPS15",0.82
"RMS2-D09","VPS53",0.06
"BYB2-E05","VPS70",0.18
"RMB2-B10","VPS75",0.06
"RMS1-G02","VTC2",0.02
"BYS1-D07","VTC3",0.84
"BYS2-C03","WAR1",0.05
"BYB1-G07","WHI2",0.28
"BYB1-G07","WHI2",0.39
"BYB2-F09","WHI2",0.03
"BYS2-E04","WHI2",0.13
"RMB2-D08","WHI2",0.2
"BYS1-A07","XRN1",0.05
"BYS2-C01","YAT1",1
"BYS2-E04","YBR241C",0.12
"BYS1-D03","YCR101C",0.01
"BYS2-E04","YDL180W",0.03
"BYS2-E03","YDL186W",0.01
"BYS1-A08","YDR056C",0.09
"BYS1-D03","YDR124W",0.09
"BYS2-E03","YDR239C",0.01
"BYS1-G01","YDR524C-B",0.05
"BYB1-H10","YDRWTy2-3",0.1
"BYS2-B09","YEH1",0.07
"BYS2-D07","YER010C",0.06
"BYS2-C01","YGL114W",0.2
"BYS2-C03","YGR130C",0.02
"RMS1-G02","YGR201C",0.36
"BYS1-F05","YGR237C",0.08
"BYS2-C06","YGR266W",0.02
"RMB1-A02","YGR266W",0.16
"RMS1-G02","YGR273C",0.01
"BYB1-H10","YHR033W",0.02
"BYS2-A11","YHR033W",0.99
"RMS1-G02","YHR122W",0.43
"BYS1-D07","YHR202W",0.15
"BYB1-H06","YIL055C",0.69
"BYS2-D06","YIL102C-A",1
"BYS1-G02","YIL151C",0.06
"RMB1-A02","YKL105C",0.04
"BYS1-G02","YKL222C",0.04
"BYS2-D07","YKU80",0.2
"BYS1-A09","YLR108C",0.1
"BYB2-F10","YLR162W",0.02
"BYB1-C05","YLR177W",0.77
"BYS1-F05","YLR177W",0.06
"BYS2-A11","YLR253W",0.54
"RMB2-B10","YLR345W",0.17
"RMS1-G02","YLR413W",0.48
"RMS1-D12","YLR419W",0.09
"BYS1-D07","YMR102C",0.15
"BYS1-E03","YMR102C",0.98
"BYS2-C03","YMR124W",0.01
"RMS1-G02","YMR124W",0.3
"BYB2-F09","YMR259C",0.04
"BYB1-H06","YNL165W",0.05
"BYS1-D08","YNL190W",0.25
"RMS1-D12","YNL190W",0.81
"BYS2-E04","YNL207W",1
"BYS1-G01","YNR066C",0.81
"RMB2-B10","YOL036W",0.59
"BYS2-C03","YOL162W",1
"RMS1-D12","YOR093C",0.05
"RMB2-D08","YOR389W",0.11
"BYB2-E05","YPK1",0.11
"BYB2-F10","YPL277C",0.22
"BYS1-A09","YPR015C",0.41
"RMB2-F01","YPR1",0.09
"BYB1-G07","YPR117W",0.04
"BYS2-E03","YPR117W",0.01
"BYB1-G07","YPR196W",0.31
"BYS2-B09","YPT1",0.02
"RMB1-A02","YSP2",0.16
"BYS1-E03","YTA12",0.11
"BYB1-G07","YUR1",0.49
"BYB2-F09","YUR1",0.06
"BYS1-A09","YUR1",0.45
"BYS1-D08","YUR1",1
"BYS1-G01","YUR1",0.7
"BYS1-G02","YUR1",0.82
"BYS2-D07","YUR1",1
"BYS2-E04","YUR1",1
"RMB2-B10","YUR1",0.32
"BYS2-D06","ZRG8",0.33
"BYB1-H06","ZRT2",0.9
"RMB2-F01","ZWF1",1
