B1,PA14_03860 ? / ? spuA,intergenic,#N/A,#N/A,#N/A,#N/A,1.40%,#N/A
B1,PA14_14020 ?,coding (65/948 nt),#N/A,#N/A,#N/A,3.10%,#N/A,#N/A
B1,PA14_19770 ?,coding (587/1407 nt),#N/A,#N/A,#N/A,#N/A,6.30%,#N/A
B1,PA14_19770 ?,coding (578/1407 nt),#N/A,#N/A,#N/A,#N/A,5.20%,#N/A
B1,gbt ?,coding (1705?1707/1965 nt),#N/A,#N/A,#N/A,3.00%,#N/A,#N/A
B1,PA14_38770 ?,R227C (CGC?TGC) ,#N/A,#N/A,#N/A,3.10%,#N/A,#N/A
B1,PA14_45210 ?,coding (237?241/1101 nt),#N/A,#N/A,#N/A,1.50%,#N/A,#N/A
B1,PA14_45210 ?,coding (135?166/1101 nt),#N/A,#N/A,#N/A,#N/A,3.80%,#N/A
B1,PA14_48470 ?,D250G (GAC?GGC) ,#N/A,#N/A,#N/A,7.70%,3.10%,#N/A
B1,PA14_48470 ?,A245V (GCC?GTC) ,#N/A,#N/A,#N/A,5.70%,2.50%,#N/A
B1,lysC ?,V349V (GTC?GTA) ,#N/A,#N/A,#N/A,2.70%,#N/A,#N/A
B1,speA ?,I260N (ATC?AAC) ,#N/A,#N/A,#N/A,11.60%,#N/A,#N/A
B1,aspC ?,coding (520?523/1182 nt),#N/A,#N/A,#N/A,0.90%,#N/A,#N/A
B1,aroB ?,V6V (GTC?GTT) ,#N/A,#N/A,#N/A,#N/A,1.70%,#N/A
B1,ltaA ? / ? PA14_71450,intergenic,1.00%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_09730 ? / ? PA14_09740,intergenic,1.20%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_20670 ?,coding (1169/1242 nt),1.20%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_20670 ?,coding (1170/1242 nt),1.20%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,gdhB ?,L1454L (CTG?CTT) ,1.20%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_24600 ? / ? PA14_24610,intergenic,1.20%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,argF ?,coding (623/918 nt),1.30%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,argF ?,P206P (CCG?CCA) ,1.30%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,argF ?,P206R (CCG?CGG)  ‡,1.30%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,argF ?,D205E (GAC?GAA)  ‡,1.30%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,argF ?,V203G (GTC?GGC)  ‡,1.30%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,argF ?,V202V (GTC?GTG)  ‡,1.30%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,argF ?,coding (600/918 nt),1.30%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_24600 ? / ? PA14_24610,intergenic,1.30%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_24600 ? / ? PA14_24610,intergenic,1.30%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_09730 ? / ? PA14_09740,intergenic,1.40%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_25790 ?,coding (39/1134 nt),1.40%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,sdaB ? / ? PA14_71070,intergenic,1.40%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_24600 ? / ? PA14_24610,intergenic,1.50%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,gltB ?,T1343S (ACC?TCC) ,1.50%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_04730 ?,A371A (GCC?GCG) ,1.60%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_04730 ?,E368A (GAA?GCA) ,1.60%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_04730 ?,L366L (CTG?CTT) ,1.60%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,dapE ?,R159C (CGC?TGC) ,1.60%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,alr ?,P25A (CCG?GCG)  ‡,1.60%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,alr ?,A24A (GCG?GCC)  ‡,1.60%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,alr ?,A24G (GCG?GGG)  ‡,1.60%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,hisG ?,L19L (CTC?CTA) ,1.70%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,hisG ?,L19R (CTC?CGC) ,1.70%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_04730 ?,coding (1111/1734 nt),1.80%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_20670 ? / ? PA14_20680,intergenic,1.80%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_20670 ? / ? PA14_20680,intergenic,1.80%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_20670 ? / ? PA14_20680,intergenic,1.80%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_03020 ?,D193V (GAC?GTC) ,2.10%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,arcD ?,coding (24/1449 nt),2.10%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_09820 ?,V139I (GTC?ATC)  ‡,3.20%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_09820 ?,V139A (GTC?GCC)  ‡,3.20%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_48610 ?,D345V (GAC?GTC) ,3.80%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,thrB ? / ? PA14_72520,intergenic,4.00%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,thrB ? / ? PA14_72520,intergenic,4.00%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,thrB ? / ? PA14_72520,intergenic,4.00%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,hisB ?,coding (235?285/594 nt),#N/A,#N/A,#N/A,#N/A,#N/A,1.30%
B1,gcvP1 ?,coding (432?503/2877 nt),#N/A,#N/A,#N/A,#N/A,#N/A,1.90%
B1,ansA ? / ? PA14_35460,intergenic,#N/A,#N/A,#N/A,39.40%,7.40%,13.10%
B1,bkdA2 ?,V347V (GTG?GTA) ,#N/A,#N/A,#N/A,#N/A,#N/A,19.50%
B1,PA14_37830 ?,coding (189?221/1182 nt),#N/A,#N/A,#N/A,#N/A,#N/A,2.50%
B1,argA ?,L68Q (CTG?CAG) ,#N/A,#N/A,#N/A,#N/A,#N/A,2.50%
B1,metH ?,Y44C (TAC?TGC) ,#N/A,#N/A,#N/A,35.90%,7.80%,20.90%
B1,thrB ? / ? PA14_72520,intergenic,#N/A,#N/A,#N/A,12.50%,11.40%,22.50%
B1,PA14_36370 ?,A39T (GCC?ACC) ,#N/A,#N/A,#N/A,47.10%,11.20%,23.30%
B1,PA14_72690 ?,coding (796?821/1332 nt),#N/A,#N/A,#N/A,#N/A,#N/A,3.90%
B1,serB ? / ? PA14_65570,intergenic,#N/A,#N/A,#N/A,#N/A,#N/A,5.20%
B1,bkdA1 ?,T223A (ACC?GCC) ,#N/A,#N/A,#N/A,#N/A,87.70%,64.40%
B1,PA14_03000 ?,H415H (CAC?CAT) ,#N/A,#N/A,#N/A,16.10%,3.10%,7.70%
B1,thrB ? / ? PA14_72520,intergenic,#N/A,#N/A,#N/A,25.00%,68.00%,73.30%
B1,trpB ?,E340K (GAG?AAG) ,#N/A,#N/A,#N/A,24.30%,81.60%,73.80%
B1,thrB ? / ? PA14_72520,intergenic,#N/A,#N/A,#N/A,25.50%,68.60%,74.90%
B1,PA14_23670 ?,coding (204?218/804 nt),#N/A,5.90%,#N/A,#N/A,#N/A,#N/A
B1,PA14_23670 ?,F25F (TTC?TTT) ,#N/A,#N/A,56.50%,63.50%,95.10%,88.60%
B1,str ?,coding (679?734/822 nt),#N/A,#N/A,#N/A,4.60%,6.20%,#N/A
B1,PA14_45890 ?,coding (639/3111 nt),#N/A,#N/A,#N/A,#N/A,3.10%,#N/A
B1,PA14_45890 ?,L212V (TTG?GTG)  ‡,#N/A,#N/A,#N/A,#N/A,3.10%,#N/A
B1,PA14_45890 ?,S211L (TCG?TTG)  ‡,#N/A,#N/A,#N/A,#N/A,3.00%,#N/A
B1,PA14_45890 ?,Q210Q (CAG?CAA)  ‡,#N/A,#N/A,#N/A,#N/A,3.00%,#N/A
B1,PA14_45890 ?,R209R (CGC?CGA) ,#N/A,#N/A,#N/A,#N/A,3.20%,#N/A
B1,PA14_45890 ?,R209H (CGC?CAC) ,#N/A,#N/A,#N/A,#N/A,3.20%,#N/A
B1,PA14_45890 ?,coding (621/3111 nt),#N/A,#N/A,#N/A,#N/A,3.30%,#N/A
B1,PA14_72410 ?,R34R (CGC?CGA) ,#N/A,#N/A,#N/A,#N/A,1.90%,#N/A
B1,PA14_72410 ?,P32P (CCC?CCG) ,#N/A,#N/A,#N/A,#N/A,1.90%,#N/A
B1,PA14_72410 ?,P32R (CCC?CGC) ,#N/A,#N/A,#N/A,#N/A,1.90%,#N/A
B1,PA14_72410 ?,V30G (GTC?GGC) ,#N/A,#N/A,#N/A,#N/A,1.80%,#N/A
B1,mexE ? / ? mexT,intergenic,0.80%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,ispH ?,coding (255/945 nt),1.10%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_20100 ?,G163G (GGG?GGC) ,1.40%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_20100 ?,M164I (ATG?ATC) ,1.40%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,oprN ?,Q169L (CAA?CTA) ,1.50%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,oprN ?,Q169* (CAA?TAA) ,1.50%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_38020 ?,E66V (GAG?GTG)  ‡,1.60%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_38020 ?,E66* (GAG?TAG)  ‡,1.60%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_38020 ?,Q65H (CAA?CAC)  ‡,1.60%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_38020 ?,Q65L (CAA?CTA)  ‡,1.60%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_38020 ?,L64Q (CTG?CAG) ,1.70%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_38020 ?,L67Q (CTG?CAG) ,1.90%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_23670 ?,L78R (CTC?CGC) ,2.10%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_23670 ?,A77G (GCC?GGC) ,2.10%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_23670 ?,A76E (GCG?GAG) ,2.10%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,amrB ?,G989G (GGT?GGA) ,2.10%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,amrB ?,S990T (TCC?ACC) ,2.10%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_48280 ?,E108A (GAG?GCG)  ‡,3.00%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_48280 ?,A109A (GCC?GCG)  ‡,3.30%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_48280 ?,R110R (CGC?CGG) ,3.30%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_48280 ?,E111A (GAA?GCA)  ‡,3.30%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_48280 ?,E111D (GAA?GAC)  ‡,3.30%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_48280 ?,E108D (GAG?GAT)  ‡,3.40%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_48280 ?,A109S (GCC?TCC)  ‡,3.40%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_48280 ?,A112S (GCG?TCG) ,3.60%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_56890 ?,coding (607?654/3057 nt),#N/A,#N/A,#N/A,#N/A,#N/A,2.30%
B1,str ?,G62D (GGC?GAC) ,#N/A,#N/A,#N/A,5.10%,16.30%,22.60%
B1,aph ?,coding (316?372/804 nt),#N/A,#N/A,#N/A,#N/A,#N/A,3.80%
B1,PA14_48240 ?,coding (1110?1202/1449 nt),#N/A,#N/A,#N/A,#N/A,#N/A,4.20%
B1,PA14_40880 ?,T35A (ACC?GCC) ,#N/A,#N/A,#N/A,#N/A,#N/A,5.80%
B1,spuC ?,D421D (GAC?GAT) ,#N/A,32.40%,#N/A,#N/A,#N/A,#N/A
B1,PA14_04050 ?,F125L (TTC?CTC) ,#N/A,#N/A,49.20%,71.90%,94.60%,90.10%
B1,PA14_02420 ?,Y116F (TAC?TTC) ,#N/A,#N/A,#N/A,#N/A,2.20%,#N/A
B1,PA14_02420 ?,P117A (CCG?GCG)  ‡,#N/A,#N/A,#N/A,#N/A,2.30%,#N/A
B1,PA14_02420 ?,P117R (CCG?CGG)  ‡,#N/A,#N/A,#N/A,#N/A,2.30%,#N/A
B1,PA14_02420 ?,K118* (AAG?TAG) ,#N/A,#N/A,#N/A,#N/A,2.20%,#N/A
B1,PA14_02560 ?,Q187* (CAG?TAG) ,#N/A,#N/A,#N/A,2.60%,#N/A,#N/A
B1,dxs ?,P297T (CCG?ACG) ,#N/A,#N/A,#N/A,#N/A,1.90%,#N/A
B1,moaE ?,T57I (ACC?ATC) ,#N/A,#N/A,#N/A,#N/A,3.20%,#N/A
B1,PA14_21020 ?,L538P (CTG?CCG) ,#N/A,#N/A,#N/A,17.70%,#N/A,#N/A
B1,pqqF ?,coding (247/2328 nt),#N/A,#N/A,#N/A,#N/A,4.10%,#N/A
B1,cobN ?,coding (2311?2333/3846 nt),#N/A,#N/A,#N/A,2.00%,#N/A,#N/A
B1,pdxB ?,E222A (GAA?GCA)  ‡,#N/A,#N/A,#N/A,#N/A,3.90%,#N/A
B1,pdxB ?,L221L (CTC?CTA)  ‡,#N/A,#N/A,#N/A,#N/A,3.00%,#N/A
B1,pdxB ?,L221R (CTC?CGC)  ‡,#N/A,#N/A,#N/A,#N/A,3.00%,#N/A
B1,pdxB ?,L220L (CTG?CTT)  ‡,#N/A,#N/A,#N/A,#N/A,3.10%,#N/A
B1,pdxH ?,R9C (CGC?TGC) ,#N/A,#N/A,#N/A,#N/A,2.20%,#N/A
B1,pauA ?,T299I (ACC?ATC) ,#N/A,#N/A,#N/A,#N/A,2.50%,#N/A
B1,nadE ? / ? PA14_64990,intergenic,#N/A,#N/A,#N/A,#N/A,4.40%,#N/A
B1,thiC ?,R112G (CGC?GGC)  ‡,#N/A,#N/A,#N/A,#N/A,1.70%,#N/A
B1,thiC ?,A111A (GCC?GCG)  ‡,#N/A,#N/A,#N/A,#N/A,1.70%,#N/A
B1,gshA ? / ? argA,intergenic,#N/A,#N/A,#N/A,#N/A,3.70%,#N/A
B1,gshA ? / ? argA,intergenic,#N/A,#N/A,#N/A,#N/A,3.30%,#N/A
B1,gshA ? / ? argA,intergenic,#N/A,#N/A,#N/A,#N/A,3.20%,#N/A
B1,gshA ? / ? argA,intergenic,#N/A,#N/A,#N/A,#N/A,3.30%,#N/A
B1,PA14_69150 ?,V79L (GTC?CTC) ,#N/A,#N/A,#N/A,2.00%,#N/A,#N/A
B1,PA14_72660 ?,L112L (CTG?CTA) ,#N/A,#N/A,#N/A,3.20%,#N/A,#N/A
B1,gshA ?,coding (822/1584 nt),0.90%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_03130 ?,coding (483/1491 nt),1.00%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_03130 ?,coding (481/1491 nt),1.00%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,panB ?,L44Q (CTG?CAG) ,1.00%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,panB ?,L45Q (CTG?CAG) ,1.00%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,panB ?,L46Q (CTG?CAG) ,1.00%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,pauA ?,L487* (TTG?TAG) ,1.20%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,pauA ?,Q486L (CAG?CTG) ,1.20%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_69420 ?,E147D (GAG?GAT) ,1.20%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_69420 ?,E147A (GAG?GCG) ,1.20%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,thiI ?,M65I (ATG?ATC) ,1.50%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,thiI ?,E64* (GAA?TAA) ,1.50%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,thiI ?,E67A (GAG?GCG)  ‡,1.60%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,thiI ?,I66I (ATC?ATT)  ‡,1.60%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,thiI ?,E64A (GAA?GCA) ,1.60%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,thiI ?,E67* (GAG?TAG)  ‡,1.70%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,cobT ?,G69G (GGG?GGC) ,1.90%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,cobT ?,G69A (GGG?GCG) ,1.90%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,cobT ?,G69R (GGG?CGG) ,1.90%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,cobT ?,H68Y (CAC?TAC) ,1.90%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,ubiG ?,L46Q (CTG?CAG) ,2.00%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_72870 ?,A22A (GCC?GCT) ,2.00%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_72870 ?,R21R (CGA?CGC) ,2.20%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_72870 ?,R21L (CGA?CTA) ,2.20%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_72870 ?,E20G (GAG?GGG) ,2.20%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,cobJ ?,A428V (GCG?GTG) ,2.30%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_57180 ?,E140V (GAA?GTA)  ‡,2.40%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_57180 ?,E140D (GAA?GAT)  ‡,2.40%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,cobJ ?,T427A (ACC?GCC)  ‡,2.50%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,cobJ ?,T427T (ACC?ACG)  ‡,2.50%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,nadC ?,G162S (GGC?AGC) ,#N/A,#N/A,#N/A,#N/A,#N/A,19.50%
B1,panC ? / ? panD,intergenic,#N/A,#N/A,#N/A,#N/A,#N/A,2.70%
B1,panC ? / ? panD,intergenic,#N/A,#N/A,#N/A,#N/A,#N/A,2.70%
B1,panC ? / ? panD,intergenic,#N/A,#N/A,#N/A,#N/A,#N/A,2.70%
B1,PA14_72700 ?,L19R (CTC?CGC) ,#N/A,#N/A,#N/A,#N/A,#N/A,2.80%
B1,pauA ?,A461A (GCG?GCA) ,#N/A,#N/A,#N/A,43.80%,6.80%,21.20%
B1,PA14_13680 ?,coding (168?284/831 nt),#N/A,#N/A,#N/A,#N/A,#N/A,3.20%
B1,pqqF ?,coding (2083?2202/2328 nt),#N/A,#N/A,#N/A,#N/A,#N/A,3.20%
B1,ispD ? / ? PA14_17350,intergenic,#N/A,#N/A,#N/A,#N/A,#N/A,3.30%
B1,ispD ? / ? PA14_17350,intergenic,#N/A,#N/A,#N/A,#N/A,#N/A,3.30%
B1,cobN ?,R279S (CGT?AGT) ,#N/A,#N/A,#N/A,#N/A,#N/A,5.20%
B1,thiC ?,R159R (CGC?CGT) ,#N/A,#N/A,#N/A,#N/A,#N/A,5.80%
B1,moaB1 ?,S140A (TCG?GCG)  ‡,#N/A,#N/A,#N/A,#N/A,#N/A,6.30%
B1,moaB1 ?,S140* (TCG?TAG)  ‡,#N/A,#N/A,#N/A,#N/A,#N/A,6.30%
B1,PA14_25990 ?,P304R (CCG?CGG) ,#N/A,#N/A,#N/A,#N/A,#N/A,7.40%
B1,cysG ?,R26C (CGC?TGC) ,#N/A,#N/A,#N/A,22.20%,79.20%,76.30%
B1,dxs ?,V358A (GTG?GCG) ,#N/A,#N/A,#N/A,#N/A,2.80%,8.10%
B1,thiL ?,V71D (GTC?GAC)  ‡,#N/A,#N/A,#N/A,3.10%,#N/A,#N/A
B1,thiL ?,V71V (GTC?GTG)  ‡,#N/A,#N/A,#N/A,3.20%,#N/A,#N/A
B1,thiL ?,S72T (TCC?ACC) ,#N/A,#N/A,#N/A,3.10%,#N/A,#N/A
B1,PA14_46880 ? / ? PA14_46890,intergenic,1.30%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,hpcB ?,V145I (GTC?ATC) ,#N/A,#N/A,#N/A,6.90%,2.00%,#N/A
B1,hpaA ?,Q415Q (CAG?CAA) ,#N/A,#N/A,#N/A,#N/A,2.90%,#N/A
B1,PA14_18830 ?,E57* (GAG?TAG)  ‡,#N/A,#N/A,#N/A,#N/A,1.80%,#N/A
B1,PA14_18830 ?,E57A (GAG?GCG)  ‡,#N/A,#N/A,#N/A,#N/A,1.70%,#N/A
B1,sndH ?,coding (487/1320 nt),#N/A,#N/A,#N/A,3.20%,#N/A,#N/A
B1,fumC2 ?,P361P (CCG?CCA) ,#N/A,#N/A,#N/A,3.80%,#N/A,#N/A
B1,pgi ?,A301T (GCC?ACC) ,#N/A,#N/A,#N/A,#N/A,3.70%,#N/A
B1,phaD ?,coding (453?455/858 nt),#N/A,#N/A,#N/A,1.30%,#N/A,#N/A
B1,pgm ?,G438G (GGC?GGT) ,#N/A,#N/A,#N/A,#N/A,2.90%,#N/A
B1,tauD ?,D26A (GAC?GCC) ,1.20%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,alkB1 ?,V86V (GTA?GTC) ,1.20%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,alkB1 ?,L88V (CTG?GTG) ,1.20%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,bdhA ? / ? PA14_38610,intergenic,1.20%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,PA14_07930 ?,coding (341/819 nt),1.30%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,alkB1 ?,Y84* (TAC?TAG) ,1.30%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,alkB1 ?,Y85* (TAC?TAA) ,1.30%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,alkB1 ?,L87V (TTG?GTG) ,1.30%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,benD ?,G20A (GGC?GCC) ,1.40%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,acoB ?,G35A (GGC?GCC) ,1.50%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,benD ?,G18A (GGC?GCC) ,1.50%,#N/A,#N/A,#N/A,#N/A,#N/A
B1,benD ?,I19N (ATC?AAC) ,1.50%,#N/A,#N/A,#N/A,#N/A,#N/A
