gene,population,frequency
aceF,6,0
aceF,6,0
aceF,6,0
aceF,6,0
aceF,6,0
copA,6,0.077
copA,6,0
copA,6,0
helD,6,0
helD,6,0
helD,6,0.07
rne,6,0
rne,6,0
rne,6,0
icd,6,0
icd,6,0
icd,6,0
icd,6,0
aaaE,6,0
aaaE,6,0
aaaE,6,0.06
topA,6,0
topA,6,0
topA,6,0
puuB,6,0
puuB,6,0
puuB,6,0
pspF,6,0
pspF,6,0
pspF,6,0
feaB,6,0
feaB,6,0
feaB,6,0
ydbA,6,0
ydbA,6,0
ydbA,6,0
ydbA,6,0.083
ydbA,6,0.063
rsxC,6,0
rsxC,6,0
rsxC,6,0.091
lhr,6,0
lhr,6,0.061
lhr,6,0
lhr,6,0
lhr,6,0
sufC,6,0
sufB,6,0
sufB,6,0
yeeJ,6,0
yeeJ,6,0
yeeJ,6,0
yeeJ,6,0
yeeJ,6,0
yeeR,6,0
yeeR,6,0
yeeR,6,0
yehH,6,0
yehH,6,0
yehH,6,0
yehH,6,0
ccmB,6,0
ccmB,6,0
ccmB,6,0
mqo,6,0
mqo,6,0
mqo,6,0.061
ypaA,6,0
pbpC,6,0
pbpC,6,0
pbpC,6,0
mltF,6,0
mltF,6,0
mltF,6,0
srmB,6,0
srmB,6,0
srmB,6,0
prlF,6,0
bcsB,6,0
bcsB,6,0
bcsB,6,0
bcsB,6,0
bcsA,6,0
bcsA,6,0
bcsG,6,0
polA,6,0.065
polA,6,0
polA,6,0.052
proA,2,0
carB,2,0.057
carB,2,0
carB,2,0
carB,2,0
carB,2,0
carB,2,0.074
carB,2,0
carB,2,0
ygcB,2,0
greA,2,1
yaiS,2,0.447
argD,2,0
argE,2,0
asd,2,0
lysC,2,0
hisP,2,0
argO,2,0
proY,2,0
proP,2,0
gltB,2,0
gltD,2,0
gltD,2,0
gltD,2,0
gltD,2,0
gltD,2,0
rpoC,2,0
rpoC,2,0
rpoC,2,0
rpoC,2,0
rapA,2,0
rapA,2,0
rcsC,2,0
fixC,2,0
fixC,2,0
fixC,2,0
aceF,2,0
aceF,2,0
aceF,2,0
aceF,2,0
aceF,2,0
copA,2,0
copA,2,0
copA,2,0
helD,2,0
helD,2,0
helD,2,0
rne,2,0
rne,2,0
rne,2,0
icd,2,0
icd,2,0
icd,2,0
icd,2,0
aaaE,2,0
aaaE,2,0
aaaE,2,0
topA,2,0
topA,2,0
topA,2,0
puuB,2,0
puuB,2,0
puuB,2,0
pspF,2,0
pspF,2,0
pspF,2,0
feaB,2,0
feaB,2,0
feaB,2,0
ydbA,2,0
ydbA,2,0
ydbA,2,0
ydbA,2,0
ydbA,2,0
rsxC,2,0
rsxC,2,0.133
rsxC,2,0
lhr,2,0
lhr,2,0
lhr,2,0
lhr,2,0
lhr,2,0
sufC,2,0
sufB,2,0
sufB,2,0
yeeJ,2,0
yeeJ,2,0
yeeJ,2,0
yeeJ,2,0
yeeJ,2,0
yeeR,2,0
yeeR,2,0
yeeR,2,0
yehH,2,0
yehH,2,0
yehH,2,0
yehH,2,0
ccmB,2,0
ccmB,2,0
ccmB,2,0
mqo,2,0
mqo,2,0
mqo,2,0
ypaA,2,0
pbpC,2,0.061
pbpC,2,0
pbpC,2,0
mltF,2,0
mltF,2,0
mltF,2,0
srmB,2,0
srmB,2,0
srmB,2,0
prlF,2,0
bcsB,2,0
bcsB,2,0
bcsB,2,0
bcsB,2,0
bcsA,2,0
bcsA,2,0.064
bcsG,2,0
polA,2,0
polA,2,0
polA,2,0
proA,8,0
carB,8,0
carB,8,0
carB,8,0
carB,8,0.511
carB,8,0.088
carB,8,0
carB,8,0
carB,8,0
ygcB,8,0
greA,8,0
yaiS,8,0
argD,8,0
argE,8,0
asd,8,0
lysC,8,0
hisP,8,0
argO,8,0
proY,8,0
proP,8,0
gltB,8,0
gltD,8,0
gltD,8,0
gltD,8,0
gltD,8,0
gltD,8,0
rpoC,8,0
rpoC,8,0
rpoC,8,0
rpoC,8,0
rapA,8,0
rapA,8,0
rcsC,8,0
fixC,8,0
fixC,8,0
fixC,8,0
aceF,8,0
aceF,8,0
aceF,8,0
aceF,8,0
aceF,8,0
copA,8,0
copA,8,0
copA,8,0
helD,8,0
helD,8,0
helD,8,0
rne,8,0
rne,8,0
rne,8,0
icd,8,0
icd,8,0
icd,8,0
icd,8,0
aaaE,8,0
aaaE,8,0
aaaE,8,0
topA,8,0
topA,8,0.057
topA,8,0
puuB,8,0
puuB,8,0
puuB,8,0
pspF,8,0
pspF,8,0
pspF,8,0.06
feaB,8,0
feaB,8,0
feaB,8,0.054
ydbA,8,0
ydbA,8,0
ydbA,8,0
ydbA,8,0
ydbA,8,0
rsxC,8,0
rsxC,8,0
rsxC,8,0
lhr,8,0
lhr,8,0
lhr,8,0
lhr,8,0
lhr,8,0
sufC,8,0
sufB,8,0
sufB,8,0
yeeJ,8,0
yeeJ,8,0
yeeJ,8,0
yeeJ,8,0
yeeJ,8,0
yeeR,8,0
yeeR,8,0
yeeR,8,0
yehH,8,0
yehH,8,0
yehH,8,0
yehH,8,0
ccmB,8,0
ccmB,8,0
ccmB,8,0
mqo,8,0
mqo,8,0
mqo,8,0
ypaA,8,0
pbpC,8,0
pbpC,8,0
pbpC,8,0
mltF,8,0
mltF,8,0
mltF,8,0
srmB,8,0
srmB,8,0
srmB,8,0.052
prlF,8,0
bcsB,8,0
bcsB,8,0
bcsB,8,0
bcsB,8,0
bcsA,8,0
bcsA,8,0
bcsG,8,0
polA,8,0
polA,8,0
polA,8,0
