COX1,BYB2-F10,0.05,0.16,0.49,0.91,0.97,0.92,0.94,0.93,1,0.95,0.96
intergenic,BYS1-A04,0,0.05,0.24,0.35,0.45,0.26,0.11,0,0,0.08,0
FAT1,BYS1-A04,0,0,0.14,0.25,0.18,0.04,0.04,0.04,0.02,0.03,0.01
IRA1,BYS1-A04,0.01,0,0.01,0.03,0.21,0.63,0.86,0.87,0.97,1,1
ROT2,BYS1-A04,0.47,0.6,0.86,0.92,0.99,1,1,1,1,1,1
KEG1,BYS1-A04,0.19,0.39,0.05,0.01,0,0.03,0,0,0,0,0
PAC10,BYS1-A04,0,0.06,0.42,0.67,0.48,0.09,0.1,0.04,0.06,0.01,0.03
MNL1,BYS1-A04,0,0,0.11,0.08,0.17,0.08,0.01,0,0.01,0,0
intergenic,BYS1-A04,0.03,0.13,0.35,0.24,0.18,0.04,0.02,0.03,0.01,0,0
FAS1,BYS1-A04,0,0,0,0,0,0.03,0.02,0.04,0.08,0.13,0.11
FMP27,BYS1-A04,0.19,0.16,0.03,0.01,0,0,0,0,0,0.01,0
POL1,BYS1-A04,0,0,0,0.01,0.02,0.13,0.14,0.11,0.14,0.16,0.1
AHC1,BYS1-A04,0.01,0.04,0.3,0.7,0.44,0.12,0.04,0.08,0.01,0.04,0.04
STE4,BYS1-A04,0.01,0.33,0.73,0.95,0.65,0.32,0.16,0.15,0.04,0.04,0.01
intergenic,BYS1-A04,0,0,0,0.06,0.19,0.76,0.69,1,0.83,0.91,1
SNC1,BYS1-A07,0,0.14,0.95,0.98,1,1,1,1,1,1,0.99
intergenic,BYS1-A07,0,0,0,0,0,0,0,0.13,0.47,0.55,0.42
intergenic,BYS1-A07,0,0,0,0,0,0,0,0.15,0.05,0.04,0.04
XRN1,BYS1-A07,0,0,0,0.12,0.13,0.08,0.05,0.03,0,0.01,0
SCS3,BYS1-A07,0,0,0,0,0,0,0.01,0.04,0.02,0.09,0.15
AXL2,BYS1-A07,0,0.09,0.92,0.97,1,0.99,1,1,1,1,0.99
UTH1,BYS1-A07,0,0,0,0,0,0,0,0.04,0.17,0.12,0.15
MLP1,BYS1-A07,0,0,0,0,0,0,0,0.13,0.38,0.44,0.59
intergenic,BYS1-A07,0.07,0.12,0.89,0.99,1,1,1,1,1,1,1
CTS1,BYS1-A07,0,0,0.07,0.93,1,1,1,1,1,1,0.99
STE11,BYS1-A07,0,0,0,0,0,0,0.04,0.29,0.68,0.83,0.97
VIP1,BYS1-A07,0,0,0,0,0,0,0,0,0.04,0.08,0.13
IRA1,BYS1-A08,0,0.08,0.09,0.13,0.09,0.01,0.01,0,0,0.03,0
YDR056C,BYS1-A08,0,0.01,0,0.01,0.01,0.06,0.09,0.06,0.09,0.15,0.06
intergenic,BYS1-A08,0,0,0,0.07,0.26,0.34,0.29,0.55,0.65,0.56,0.55
STE12,BYS1-A08,0,0,0.04,0.32,0.62,0.9,0.98,0.97,1,0.97,0.97
ELO1,BYS1-A08,0.07,0.66,0.97,1,0.99,1,1,1,1,0.99,0.99
intergenic,BYS1-A08,0,0,0,0.04,0.05,0.06,0.04,0.07,0.03,0.11,0.16
intergenic,BYS1-A08,0,0.09,0.11,0.16,0.02,0.04,0.02,0.01,0,0,0.01
GAS1,BYS1-A08,0.08,0.61,0.99,0.99,1,1,1,1,0.99,1,1
CNE1,BYS1-A09,0,0,0,0.03,0.1,0.26,0.35,0.65,0.71,1,1
GPB2,BYS1-A09,0,0,0,0,0,0,0.04,0.14,0.6,0.87,0.99
intergenic,BYS1-A09,0.01,0.01,0.05,0.02,0.14,0.38,0.32,0.64,0.8,0.92,1
ATG22,BYS1-A09,0,0,0,0,0,0.01,0.05,0.2,0.49,0.88,0.96
intergenic,BYS1-A09,0,0,0,0,0.07,0.17,0.44,0.36,0.08,0.01,0
intergenic,BYS1-A09,0,0.01,0.04,0.09,0.14,0.08,0.07,0,0,0,0
intergenic,BYS1-A09,0,0,0.02,0,0,0.26,0.45,0.26,0.21,0.01,0
KRE2,BYS1-A09,0.01,0,0,0.08,0.12,0,0,0,0,0,0
intergenic,BYS1-A09,0.01,0.01,0.03,0.01,0,0.01,0.02,0,0.03,0.06,0.14
NSA2,BYS1-A09,0,0,0,0.11,0.09,0.01,0,0,0,0,0
DMC1,BYS1-A09,0.01,0,0.01,0,0.03,0.22,0.41,0.39,0.23,0.04,0
KIP3,BYS1-A09,0,0.01,0,0,0,0,0,0,0.07,0.03,0.17
intergenic,BYS1-A09,0,0,0,0.16,0.09,0.03,0,0,0,0,0
intergenic,BYS1-A09,0,0,0,0,0.07,0.16,0.38,0.56,0.76,0.83,0.95
intergenic,BYS1-A09,0,0,0,0.09,0.21,0.08,0.02,0.01,0.02,0,0
SAY1,BYS1-A09,0,0,0,0,0.02,0.09,0.18,0.2,0.16,0.04,0
intergenic,BYS1-A09,0,0,0.08,0.18,0.06,0.04,0,0.02,0,0,0
STE12,BYS1-A09,0.01,0,0,0.13,0.2,0.09,0,0.02,0,0.01,0
IRR1,BYS1-A09,0,0,0,0,0,0.01,0.03,0.18,0.52,0.86,0.95
intergenic,BYS1-A09,0.01,0.01,0.01,0.02,0.05,0.24,0.38,0.55,0.67,0.83,0.92
YUR1,BYS1-A09,0,0,0,0,0.08,0.22,0.45,0.36,0.1,0.03,0.01
ALB1,BYS1-A09,0,0.01,0,0.13,0.14,0,0,0,0,0,0
intergenic,BYS1-A09,0,0.02,0.01,0.14,0.14,0.13,0,0,0,0,0
MOG1,BYS1-A09,0,0,0.01,0,0,0,0.06,0.15,0.6,0.82,0.96
RSF2,BYS1-A09,0,0,0,0,0.07,0.21,0.49,0.55,0.85,0.94,0.98
intergenic,BYS1-A09,0,0,0,0,0,0,0.01,0,0.02,0.03,0.13
CAB3,BYS1-A09,0,0,0,0,0.02,0.05,0.2,0.27,0.64,0.91,0.98
intergenic,BYS1-A09,0,0.01,0.02,0.23,0.1,0,0,0,0,0.01,0
URB1,BYS1-A09,0.04,0.03,0.01,0.08,0.09,0.14,0.29,0.42,0.22,0.01,0
YLR108C,BYS1-A09,0,0,0.02,0,0,0.01,0.1,0.24,0.73,0.9,0.97
intergenic,BYS1-A09,0,0,0.01,0,0.01,0.21,0.57,0.35,0.22,0.01,0.01
intergenic,BYS1-A09,0,0,0,0,0.03,0.35,0.6,0.38,0.12,0.04,0.01
intergenic,BYS1-A09,0.03,0,0.01,0.1,0.35,0.27,0.01,0.03,0,0,0
PNT1,BYS1-A09,0,0,0,0,0,0,0.1,0.15,0.72,0.81,0.96
PAC1,BYS1-A09,0.01,0.04,0,0.16,0.21,0.1,0.06,0.01,0,0,0
intergenic,BYS1-A09,0,0,0,0,0.03,0.28,0.54,0.26,0.18,0.03,0
PDE2,BYS1-A09,0,0.02,0.05,0.14,0.13,0.17,0,0,0,0,0
intergenic,BYS1-A09,0,0,0.02,0.01,0.04,0.2,0.57,0.41,0.2,0,0
YPR015C,BYS1-A09,0,0,0.01,0,0.04,0.31,0.41,0.36,0.16,0.02,0.02
intergenic,BYS1-A09,0,0,0,0,0.07,0.18,0.51,0.32,0.36,0.06,0
CNE1,BYS1-D03,0,0,0.02,0,0.24,0.68,0.94,0.97,0.98,1,1
intergenic,BYS1-D03,0,0,0,0.04,0.24,0.67,0.96,1,1,1,1
PGI1,BYS1-D03,0,0,0.01,0,0.21,0.71,0.96,0.98,1,0.97,0.99
YBR225W,BYS1-D03,0,0,0,0.1,0.03,0.01,0,0,0,0,0
YCR101C,BYS1-D03,0,0,0.04,0.15,0.33,0.08,0.01,0,0,0,0
YDR124W,BYS1-D03,0.01,0.03,0.04,0.02,0.19,0.18,0.09,0.15,0.18,0.24,0.16
EXG2,BYS1-D03,0,0,0.01,0.06,0.18,0.73,0.97,0.99,0.99,0.98,1
RIB3,BYS1-D03,0,0.02,0.01,0,0.15,0.15,0.1,0.19,0.12,0.15,0.14
intergenic,BYS1-D03,0.03,0.02,0.17,0.31,0.22,0.11,0.01,0.01,0,0.02,0
HFM1,BYS1-D03,0,0,0.03,0,0.18,0.66,0.97,0.96,0.98,0.99,1
HFM1,BYS1-D03,0.04,0.07,0.06,0.39,0.3,0.1,0.01,0,0,0,0.01
MPT5,BYS1-D03,0,0,0.01,0.03,0.18,0.75,0.96,0.99,0.99,0.98,1
TRA1,BYS1-D03,0,0,0,0,0.02,0.03,0.05,0.09,0.09,0.18,0.1
UTP10,BYS1-D03,0.01,0.01,0.01,0,0.06,0.09,0.13,0.18,0.13,0.17,0.11
YLR063W,BYS1-D03,0,0,0,0.05,0.1,0.02,0,0,0,0.01,0
intergenic,BYS1-D03,0.02,0.05,0.02,0.06,0.27,0.71,0.93,1,0.99,1,1
intergenic,BYS1-D03,0.11,0.11,0.04,0.09,0.04,0.01,0,0,0,0,0
intergenic,BYS1-D03,0,0.01,0.01,0,0.16,0.67,0.88,0.89,0.94,0.97,0.97
LEU3,BYS1-D03,0.01,0,0.02,0.03,0.25,0.59,0.95,1,0.99,1,0.99
YAP1,BYS1-D03,0,0,0,0,0,0,0,0.01,0.01,0.01,0.29
SER1,BYS1-D03,0,0,0,0,0,0,0,0,0.02,0.08,0.22
SCP1,BYS1-D03,0.02,0.01,0.2,0.24,0.28,0.09,0,0.01,0,0.01,0
GPB1,BYS1-D03,0.04,0.02,0.16,0.41,0.22,0.08,0.01,0,0.01,0,0
intergenic,BYS1-D03,0,0.01,0.07,0.19,0.43,0.1,0.04,0.01,0,0.01,0
PDR12,BYS1-D03,0.01,0,0.02,0.17,0.38,0.09,0.02,0.01,0,0,0
intergenic,BYS1-D03,0,0,0,0.02,0.15,0.7,0.94,0.97,1,1,1
intergenic,BYS1-D03,0,0,0,0,0,0.02,0.05,0.08,0.1,0.13,0.07
intergenic,BYS1-D03,0,0.01,0.02,0.03,0.18,0.68,0.83,0.96,0.93,0.95,0.95
intergenic,BYS1-D03,0.01,0.01,0.01,0,0.13,0.1,0.13,0.09,0.12,0.12,0.09
intergenic,BYS1-D07,0.15,0.15,0.81,0.8,0.77,0.85,0.81,0.85,0.84,0.79,0.56
RSA4,BYS1-D07,0,0,0,0,0.01,0,0.05,0.01,0.07,0.09,0.16
PMT1,BYS1-D07,0,0.17,0.6,0.81,0.86,0.8,0.82,0.78,0.79,0.69,0.59
SSC2,BYS1-D07,0,0.16,0.06,0.11,0.21,0.14,0.14,0.16,0.22,0.2,0.35
MUS81,BYS1-D07,0,0,0,0.02,0.01,0.04,0.04,0.03,0.04,0.14,0.11
AFG3,BYS1-D07,0,0,0,0,0,0,0,0.01,0,0.23,0.47
CSE1,BYS1-D07,0.01,0,0,0,0,0.04,0.01,0.06,0.16,0.13,0.07
AFT1,BYS1-D07,0,0,0,0,0,0,0,0.01,0.07,0.16,0
PPT1,BYS1-D07,0.05,0.16,0.63,0.79,0.79,0.82,0.82,0.77,0.75,0.78,0.55
FYV8,BYS1-D07,0,0.22,0.21,0.24,0.27,0.15,0.25,0.22,0.2,0.32,0.44
YHR202W,BYS1-D07,0,0,0.01,0.09,0.07,0.13,0.15,0.13,0.2,0.13,0.01
FAR1,BYS1-D07,0.02,0.14,0.71,0.82,0.78,0.87,0.84,0.8,0.77,0.75,0.59
intergenic,BYS1-D07,0.01,0.02,0.02,0.13,0.08,0.03,0.08,0.16,0.15,0.21,0.39
TPO5,BYS1-D07,0,0.13,0.15,0.19,0.15,0.13,0.24,0.16,0.16,0.21,0.36
TUL1,BYS1-D07,0,0.02,0.12,0.12,0.14,0.23,0.23,0.13,0.01,0.03,0.01
TVP38,BYS1-D07,0,0,0.04,0.11,0.19,0.2,0.25,0.15,0.02,0.02,0
intergenic,BYS1-D07,0.01,0,0,0.01,0.03,0.03,0.04,0.02,0.06,0.05,0.17
ACE2,BYS1-D07,0,0,0,0.01,0,0,0,0,0,0.2,0.45
HAP1,BYS1-D07,0.01,0.16,0.19,0.21,0.2,0.18,0.22,0.19,0.18,0.26,0.38
intergenic,BYS1-D07,0.06,0.12,0.63,0.9,0.78,0.8,0.72,0.77,0.78,0.66,0.7
intergenic,BYS1-D07,0,0,0,0,0,0,0,0,0,0.19,0.44
intergenic,BYS1-D07,0.05,0.17,0.14,0.13,0.2,0.1,0.17,0.23,0.23,0.19,0.39
