gene,population,frequency
Ecolicontig0001314382079,BHI1,1
Ecolicontig000401343415101,BHI1,1
Ecolicontig0007952255491,BHI1,1
Ecolicontig0002218822316,BHI1,1
Ecolicontig0006791969813,BHI1,1
Ecolicontig00007128045128839,BHI1,1
Ecolicontig000116579467014,BHI1,1
Ecolicontig000221686917450,BHI1,1
Ecolicontig000102581426560,BHI1,1
Ecolicontig000491650018140,BHI1,1
Ecolicontig000099295694254,BHI1,1
Ecolicontig000254474245692,BHI1,1
Ecolicontig00001224195225358,BHI1,1
Ecolicontig000433001154,BHI1,1
Ecolicontig0007944095221,BHI1,1
Ecolicontig000117963680418,BHI1,1
Ecolicontig00006107825108829,BHI1,1
Ecolicontig00004151826153079,BHI1,1
Ecolicontig000092098521446,BHI1,1
Ecolicontig00008122244123104,BHI1,1
Ecolicontig000182599527539,BHI1,1
Ecolicontig0005153485926,BHI1,1
Ecolicontig000046464665359,BHI1,1
Ecolicontig000119275593957,BHI1,1
Ecolicontig000621310813461,BHI1,1
Ecolicontig000093302034372,BHI1,1
Ecolicontig0001369728414,BHI1,1
Ecolicontig000253080531239,BHI1,1
Ecolicontig000403548236069,BHI1,1
Ecolicontig000125315953893,BHI1,1
Ecolicontig000125442855669,BHI1,1
Ecolicontig000241283414465,BHI1,1
Ecolicontig000441497115405,BHI1,1
Ecolicontig000542680628095,BHI1,1
Ecolicontig000147005371435,BHI1,1
Ecolicontig00004122859124142,BHI1,1
Ecolicontig000165448455587,BHI1,1
Ecolicontig000011676817421,BHI1,1
Ecolicontig000147393074463,BHI1,1
Ecolicontig000283395834752,BHI1,1
Ecolicontig000115895959891,BHI1,1
Ecolicontig000342803428750,BHI1,1
Ecolicontig00003120053120937,BHI1,1
Ecolicontig000925011916,BHI1,1
Ecolicontig000088289183934,BHI1,1
Ecolicontig00003150419150679,BHI1,1
Ecolicontig000183209033286,BHI1,1
Ecolicontig000016646966972,BHI1,1
Ecolicontig00010118981120273,BHI1,1
Ecolicontig000542810729696,BHI1,1
Ecolicontig000149033891228,BHI1,1
Ecolicontig00007107118108575,BHI1,1
Ecolicontig000195008550648,BHI1,1
Ecolicontig000135959760262,BHI1,1
Ecolicontig0000788879708,BHI1,1
Ecolicontig000283751738341,BHI1,1
Ecolicontig000342625228018,BHI1,1
Ecolicontig00085296901,BHI1,1
Ecolicontig000194772648154,BHI1,1
Ecolicontig00004112217112648,BHI1,1
Ecolicontig0001735624656,BHI1,1
Ecolicontig000343335034516,BHI1,1
Ecolicontig000071016411312,BHI1,1
Ecolicontig000422244523854,BHI1,1
Ecolicontig000342895131752,BHI1,1
Ecolicontig000661181812471,BHI1,1
Ecolicontig00007110932113451,BHI1,1
Ecolicontig000165038752567,BHI1,1
Ecolicontig000236281864122,BHI1,1
Ecolicontig000026285863856,BHI1,1
Ecolicontig000235160452293,BHI1,1
Ecolicontig00019978110689,BHI1,1
Ecolicontig000051906920244,BHI1,1
Ecolicontig000147146272325,BHI1,1
Ecolicontig000135735957856,BHI1,1
Ecolicontig000392297623434,BHI1,1
Ecolicontig000371483316074,BHI1,1
Ecolicontig000274966850606,BHI1,1
Ecolicontig000343451635385,BHI1,1
Ecolicontig0006756966628,BHI1,1
Ecolicontig000343176732984,BHI1,1
Ecolicontig000082765728628,BHI1,1
Ecolicontig000197710079340,BHI1,1
Ecolicontig000217022071932,BHI1,1
Ecolicontig000068707588697,BHI1,1
Ecolicontig000295335854419,BHI1,1
Ecolicontig000196104361900,BHI1,1
Ecolicontig000144278144196,BHI1,1
Ecolicontig0001544186064,BHI1,1
Ecolicontig000044383946118,BHI1,1
Ecolicontig000118063981421,BHI1,1
Ecolicontig000174069441848,BHI1,1
Ecolicontig000064354744650,BHI1,1
Ecolicontig000432020521623,BHI1,1
Ecolicontig000129634497594,BHI1,1
Ecolicontig000182060621796,BHI1,1
Ecolicontig000175368254728,BHI1,1
Ecolicontig0006780519199,BHI1,1
Ecolicontig000204490245978,BHI1,1
Ecolicontig000041836319154,BHI1,1
Ecolicontig000233531336503,BHI1,1
Ecolicontig000706661304,BHI1,1
Ecolicontig000052044322089,BHI1,1
Ecolicontig00001211037211429,BHI2,1
Ecolicontig000453512735732,BHI2,1
Ecolicontig000442962929967,BHI2,1
Ecolicontig000443007130403,BHI2,1
Ecolicontig000152550525948,BHI2,1
Ecolicontig0002256256146,BHI2,1
Ecolicontig000552109321542,BHI2,1
Ecolicontig000505901990,BHI2,1
Ecolicontig000232228622495,BHI2,1
Ecolicontig000223919640200,BHI2,1
Ecolicontig00002143000143332,BHI2,1
Ecolicontig00003202553202828,BHI2,1
Ecolicontig0004136524128,BHI2,1
Ecolicontig000143111831516,BHI2,1
Ecolicontig000037610776679,BHI2,1
Ecolicontig000063182032260,BHI2,1
Ecolicontig0005964287279,BHI2,1
Ecolicontig00008108643108981,BHI2,1
Ecolicontig000371611216339,BHI2,1
Ecolicontig000262354823979,BHI2,1
Ecolicontig00001126901127206,BHI2,1
Ecolicontig000122589826545,BHI2,1
Ecolicontig000102696427467,BHI2,1
Ecolicontig0006985366,BHI2,1
Ecolicontig000293253433202,BHI2,1
Ecolicontig0004052046427,BHI2,1
Ecolicontig00008136790137341,BHI2,1
Ecolicontig000172132822068,BHI2,1
Ecolicontig0009113402665,BHI2,1
Ecolicontig000108170182432,BHI2,1
Ecolicontig00001223263224090,BHI2,1
Ecolicontig0008733503976,BHI2,1
Ecolicontig000182492625177,BHI2,1
Ecolicontig000361711218107,BHI2,1
Ecolicontig0005530423557,BHI2,1
Ecolicontig000108339683911,BHI2,1
Ecolicontig0002893399539,BHI2,1
Ecolicontig000403833940255,BHI2,1
Ecolicontig000221524515592,BHI2,1
Ecolicontig000701074411364,BHI2,1
Ecolicontig000173686537785,BHI2,1
Ecolicontig000191409114573,BHI2,1
Ecolicontig000392991430978,BHI2,1
Ecolicontig000181060010809,BHI2,1
Ecolicontig000392163222045,BHI2,1
Ecolicontig000185964759922,BHI2,1
Ecolicontig000581975220045,BHI2,1
Ecolicontig000402411424830,BHI2,1
Ecolicontig00008135347135646,BHI2,1
Ecolicontig000041051111020,BHI2,1
Ecolicontig000175580756133,BHI2,1
Ecolicontig00004124412124747,BHI2,1
Ecolicontig00003106892107383,BHI2,1
Ecolicontig000413617936688,BHI2,1
Ecolicontig000551938419788,BHI2,1
Ecolicontig0007642764527,BHI2,1
Ecolicontig00006129169129741,BHI2,1
Ecolicontig00021674859,BHI2,1
Ecolicontig00010110642111607,BHI2,1
Ecolicontig000027047871362,BHI2,1
Ecolicontig000125124852201,BHI2,1
Ecolicontig0000470868057,BHI2,1
Ecolicontig000462088321671,BHI2,1
Ecolicontig0001314382079,BHI2,1
Ecolicontig000401343415101,BHI2,1
Ecolicontig0007952255491,BHI2,1
Ecolicontig0002218822316,BHI2,1
Ecolicontig0006791969813,BHI2,1
Ecolicontig00007128045128839,BHI2,1
Ecolicontig000116579467014,BHI2,1
Ecolicontig000221686917450,BHI2,1
Ecolicontig000102581426560,BHI2,1
Ecolicontig000491650018140,BHI2,1
Ecolicontig000099295694254,BHI2,1
Ecolicontig000254474245692,BHI2,1
Ecolicontig00001224195225358,BHI2,1
Ecolicontig000433001154,BHI2,1
Ecolicontig0007944095221,BHI2,1
Ecolicontig000117963680418,BHI2,1
Ecolicontig00006107825108829,BHI2,1
Ecolicontig00004151826153079,BHI2,1
Ecolicontig000092098521446,BHI2,1
Ecolicontig00008122244123104,BHI2,1
Ecolicontig000182599527539,BHI2,1
Ecolicontig0005153485926,BHI2,1
Ecolicontig000046464665359,BHI2,1
Ecolicontig000119275593957,BHI2,1
Ecolicontig000621310813461,BHI2,1
Ecolicontig000093302034372,BHI2,1
Ecolicontig0001369728414,BHI2,1
Ecolicontig000253080531239,BHI2,1
Ecolicontig000403548236069,BHI2,1
Ecolicontig000125315953893,BHI2,1
Ecolicontig000125442855669,BHI2,1
Ecolicontig000241283414465,BHI2,1
Ecolicontig000441497115405,BHI2,1
Ecolicontig000542680628095,BHI2,1
Ecolicontig000147005371435,BHI2,1
Ecolicontig00004122859124142,BHI2,1
Ecolicontig000165448455587,BHI2,1
Ecolicontig000011676817421,BHI2,1
Ecolicontig000147393074463,BHI2,1
Ecolicontig000283395834752,BHI2,1
Ecolicontig000115895959891,BHI2,1
Ecolicontig000342803428750,BHI2,1
Ecolicontig00003120053120937,BHI2,1
Ecolicontig000925011916,BHI2,1
Ecolicontig000088289183934,BHI2,1
Ecolicontig00003150419150679,BHI2,1
Ecolicontig000183209033286,BHI2,1
Ecolicontig000016646966972,BHI2,1
Ecolicontig00010118981120273,BHI2,1
Ecolicontig000542810729696,BHI2,1
Ecolicontig000149033891228,BHI2,1
Ecolicontig00007107118108575,BHI2,1
Ecolicontig000195008550648,BHI2,1
Ecolicontig000135959760262,BHI2,1
Ecolicontig0000788879708,BHI2,1
Ecolicontig000283751738341,BHI2,1
Ecolicontig000342625228018,BHI2,1
Ecolicontig00085296901,BHI2,1
Ecolicontig000194772648154,BHI2,1
Ecolicontig00004112217112648,BHI2,1
Ecolicontig0001735624656,BHI2,1
Ecolicontig000343335034516,BHI2,1
Ecolicontig000071016411312,BHI2,1
Ecolicontig000422244523854,BHI2,1
Ecolicontig000342895131752,BHI2,1
Ecolicontig000661181812471,BHI2,1
Ecolicontig00007110932113451,BHI2,1
Ecolicontig000165038752567,BHI2,1
Ecolicontig000236281864122,BHI2,1
Ecolicontig000026285863856,BHI2,1
Ecolicontig000235160452293,BHI2,1
Ecolicontig00019978110689,BHI2,1
Ecolicontig000051906920244,BHI2,1
Ecolicontig000147146272325,BHI2,1
Ecolicontig000135735957856,BHI2,1
Ecolicontig000392297623434,BHI2,1
Ecolicontig000371483316074,BHI2,1
Ecolicontig000274966850606,BHI2,1
Ecolicontig000343451635385,BHI2,1
Ecolicontig0006756966628,BHI2,1
Ecolicontig000343176732984,BHI2,1
Ecolicontig000082765728628,BHI2,1
Ecolicontig000197710079340,BHI2,1
Ecolicontig000217022071932,BHI2,1
Ecolicontig000068707588697,BHI2,1
Ecolicontig000295335854419,BHI2,1
Ecolicontig000196104361900,BHI2,1
Ecolicontig000144278144196,BHI2,1
Ecolicontig0001544186064,BHI2,1
Ecolicontig000044383946118,BHI2,1
Ecolicontig000118063981421,BHI2,1
Ecolicontig000174069441848,BHI2,1
Ecolicontig000064354744650,BHI2,1
Ecolicontig000432020521623,BHI2,1
Ecolicontig000129634497594,BHI2,1
Ecolicontig000182060621796,BHI2,1
Ecolicontig000175368254728,BHI2,1
Ecolicontig0006780519199,BHI2,1
Ecolicontig000204490245978,BHI2,1
Ecolicontig000041836319154,BHI2,1
Ecolicontig000233531336503,BHI2,1
Ecolicontig000706661304,BHI2,1
Ecolicontig000052044322089,BHI2,1
Ecolicontig00001211037211429,BHI3,1
Ecolicontig000453512735732,BHI3,1
Ecolicontig000442962929967,BHI3,1
Ecolicontig000443007130403,BHI3,1
Ecolicontig000152550525948,BHI3,0
Ecolicontig0002256256146,BHI3,0
Ecolicontig000552109321542,BHI3,1
Ecolicontig000505901990,BHI3,1
Ecolicontig000232228622495,BHI3,1
Ecolicontig000223919640200,BHI3,1
Ecolicontig00002143000143332,BHI3,1
Ecolicontig00003202553202828,BHI3,0
Ecolicontig0004136524128,BHI3,1
Ecolicontig000143111831516,BHI3,0
Ecolicontig000037610776679,BHI3,0
Ecolicontig000063182032260,BHI3,0
Ecolicontig0005964287279,BHI3,1
Ecolicontig00008108643108981,BHI3,1
Ecolicontig000371611216339,BHI3,1
Ecolicontig000262354823979,BHI3,1
Ecolicontig00001126901127206,BHI3,1
Ecolicontig000122589826545,BHI3,1
Ecolicontig000102696427467,BHI3,1
Ecolicontig0006985366,BHI3,1
Ecolicontig000293253433202,BHI3,1
Ecolicontig0004052046427,BHI3,1
Ecolicontig00008136790137341,BHI3,1
Ecolicontig000172132822068,BHI3,1
Ecolicontig0009113402665,BHI3,0
Ecolicontig000108170182432,BHI3,1
Ecolicontig00001223263224090,BHI3,1
Ecolicontig0008733503976,BHI3,0
Ecolicontig000182492625177,BHI3,1
Ecolicontig000361711218107,BHI3,1
Ecolicontig0005530423557,BHI3,1
Ecolicontig000108339683911,BHI3,1
Ecolicontig0002893399539,BHI3,1
Ecolicontig000403833940255,BHI3,1
Ecolicontig000221524515592,BHI3,1
Ecolicontig000701074411364,BHI3,1
Ecolicontig000173686537785,BHI3,1
Ecolicontig000191409114573,BHI3,1
Ecolicontig000392991430978,BHI3,1
Ecolicontig000181060010809,BHI3,1
Ecolicontig000392163222045,BHI3,1
Ecolicontig000185964759922,BHI3,1
Ecolicontig000581975220045,BHI3,1
Ecolicontig000402411424830,BHI3,1
Ecolicontig00008135347135646,BHI3,1
Ecolicontig000041051111020,BHI3,1
Ecolicontig000175580756133,BHI3,1
Ecolicontig00004124412124747,BHI3,1
Ecolicontig00003106892107383,BHI3,1
Ecolicontig000413617936688,BHI3,1
Ecolicontig000551938419788,BHI3,1
Ecolicontig0007642764527,BHI3,1
Ecolicontig00006129169129741,BHI3,1
Ecolicontig00021674859,BHI3,1
Ecolicontig00010110642111607,BHI3,1
Ecolicontig000027047871362,BHI3,1
Ecolicontig000125124852201,BHI3,1
Ecolicontig0000470868057,BHI3,1
Ecolicontig000462088321671,BHI3,1
Ecolicontig0001314382079,BHI3,1
Ecolicontig000401343415101,BHI3,1
Ecolicontig0007952255491,BHI3,1
Ecolicontig0002218822316,BHI3,1
Ecolicontig0006791969813,BHI3,1
Ecolicontig00007128045128839,BHI3,1
Ecolicontig000116579467014,BHI3,1
Ecolicontig000221686917450,BHI3,1
Ecolicontig000102581426560,BHI3,1
Ecolicontig000491650018140,BHI3,1
Ecolicontig000099295694254,BHI3,1
Ecolicontig000254474245692,BHI3,1
Ecolicontig00001224195225358,BHI3,1
Ecolicontig000433001154,BHI3,1
Ecolicontig0007944095221,BHI3,1
Ecolicontig000117963680418,BHI3,1
Ecolicontig00006107825108829,BHI3,1
Ecolicontig00004151826153079,BHI3,1
Ecolicontig000092098521446,BHI3,1
Ecolicontig00008122244123104,BHI3,1
Ecolicontig000182599527539,BHI3,1
Ecolicontig0005153485926,BHI3,1
Ecolicontig000046464665359,BHI3,1
Ecolicontig000119275593957,BHI3,1
Ecolicontig000621310813461,BHI3,1
Ecolicontig000093302034372,BHI3,1
Ecolicontig0001369728414,BHI3,1
Ecolicontig000253080531239,BHI3,1
Ecolicontig000403548236069,BHI3,1
Ecolicontig000125315953893,BHI3,1
Ecolicontig000125442855669,BHI3,1
Ecolicontig000241283414465,BHI3,1
Ecolicontig000441497115405,BHI3,1
Ecolicontig000542680628095,BHI3,1
Ecolicontig000147005371435,BHI3,1
Ecolicontig00004122859124142,BHI3,1
Ecolicontig000165448455587,BHI3,1
Ecolicontig000011676817421,BHI3,1
Ecolicontig000147393074463,BHI3,1
Ecolicontig000283395834752,BHI3,1
Ecolicontig000115895959891,BHI3,1
Ecolicontig000342803428750,BHI3,1
Ecolicontig00003120053120937,BHI3,1
Ecolicontig000925011916,BHI3,1
Ecolicontig000088289183934,BHI3,1
Ecolicontig00003150419150679,BHI3,1
Ecolicontig000183209033286,BHI3,1
Ecolicontig000016646966972,BHI3,1
Ecolicontig00010118981120273,BHI3,1
Ecolicontig000542810729696,BHI3,1
Ecolicontig000149033891228,BHI3,1
Ecolicontig00007107118108575,BHI3,1
Ecolicontig000195008550648,BHI3,1
Ecolicontig000135959760262,BHI3,1
Ecolicontig0000788879708,BHI3,0
Ecolicontig000283751738341,BHI3,1
Ecolicontig000342625228018,BHI3,1
Ecolicontig00085296901,BHI3,1
Ecolicontig000194772648154,BHI3,1
Ecolicontig00004112217112648,BHI3,1
Ecolicontig0001735624656,BHI3,1
Ecolicontig000343335034516,BHI3,1
Ecolicontig000071016411312,BHI3,1
Ecolicontig000422244523854,BHI3,1
Ecolicontig000342895131752,BHI3,1
Ecolicontig000661181812471,BHI3,1
Ecolicontig00007110932113451,BHI3,1
Ecolicontig000165038752567,BHI3,1
Ecolicontig000236281864122,BHI3,1
Ecolicontig000026285863856,BHI3,1
Ecolicontig000235160452293,BHI3,1
Ecolicontig00019978110689,BHI3,1
Ecolicontig000051906920244,BHI3,1
Ecolicontig000147146272325,BHI3,1
Ecolicontig000135735957856,BHI3,1
Ecolicontig000392297623434,BHI3,1
Ecolicontig000371483316074,BHI3,1
Ecolicontig000274966850606,BHI3,1
Ecolicontig000343451635385,BHI3,1
Ecolicontig0006756966628,BHI3,1
Ecolicontig000343176732984,BHI3,1
Ecolicontig000082765728628,BHI3,1
Ecolicontig000197710079340,BHI3,1
Ecolicontig000217022071932,BHI3,1
Ecolicontig000068707588697,BHI3,1
Ecolicontig000295335854419,BHI3,1
Ecolicontig000196104361900,BHI3,1
Ecolicontig000144278144196,BHI3,1
Ecolicontig0001544186064,BHI3,1
Ecolicontig000044383946118,BHI3,1
Ecolicontig000118063981421,BHI3,1
Ecolicontig000174069441848,BHI3,1
Ecolicontig000064354744650,BHI3,1
Ecolicontig000432020521623,BHI3,1
Ecolicontig000129634497594,BHI3,1
Ecolicontig000182060621796,BHI3,1
Ecolicontig000175368254728,BHI3,1
Ecolicontig0006780519199,BHI3,1
Ecolicontig000204490245978,BHI3,1
Ecolicontig000041836319154,BHI3,1
Ecolicontig000233531336503,BHI3,1
Ecolicontig000706661304,BHI3,1
Ecolicontig000052044322089,BHI3,1
Ecolicontig00001211037211429,BHI4,1
Ecolicontig000453512735732,BHI4,1
Ecolicontig000442962929967,BHI4,1
Ecolicontig000443007130403,BHI4,1
Ecolicontig000152550525948,BHI4,1
Ecolicontig0002256256146,BHI4,1
Ecolicontig000552109321542,BHI4,1
Ecolicontig000505901990,BHI4,1
Ecolicontig000232228622495,BHI4,1
Ecolicontig000223919640200,BHI4,1
Ecolicontig00002143000143332,BHI4,1
Ecolicontig00003202553202828,BHI4,1
Ecolicontig0004136524128,BHI4,1
Ecolicontig000143111831516,BHI4,0
Ecolicontig000037610776679,BHI4,1
Ecolicontig000063182032260,BHI4,1
Ecolicontig0005964287279,BHI4,1
Ecolicontig00008108643108981,BHI4,1
Ecolicontig000371611216339,BHI4,1
Ecolicontig000262354823979,BHI4,1
Ecolicontig00001126901127206,BHI4,1
Ecolicontig000122589826545,BHI4,1
Ecolicontig000102696427467,BHI4,1
Ecolicontig0006985366,BHI4,1
Ecolicontig000293253433202,BHI4,1
Ecolicontig0004052046427,BHI4,1
Ecolicontig00008136790137341,BHI4,1
Ecolicontig000172132822068,BHI4,1
Ecolicontig0009113402665,BHI4,1
Ecolicontig000108170182432,BHI4,1
Ecolicontig00001223263224090,BHI4,1
Ecolicontig0008733503976,BHI4,1
Ecolicontig000182492625177,BHI4,1
Ecolicontig000361711218107,BHI4,1
Ecolicontig0005530423557,BHI4,1
Ecolicontig000108339683911,BHI4,1
Ecolicontig0002893399539,BHI4,1
Ecolicontig000403833940255,BHI4,1
Ecolicontig000221524515592,BHI4,1
Ecolicontig000701074411364,BHI4,1
Ecolicontig000173686537785,BHI4,1
Ecolicontig000191409114573,BHI4,1
Ecolicontig000392991430978,BHI4,1
Ecolicontig000181060010809,BHI4,1
Ecolicontig000392163222045,BHI4,1
Ecolicontig000185964759922,BHI4,1
Ecolicontig000581975220045,BHI4,1
Ecolicontig000402411424830,BHI4,1
Ecolicontig00008135347135646,BHI4,1
Ecolicontig000041051111020,BHI4,1
Ecolicontig000175580756133,BHI4,1
Ecolicontig00004124412124747,BHI4,1
Ecolicontig00003106892107383,BHI4,1
Ecolicontig000413617936688,BHI4,1
Ecolicontig000551938419788,BHI4,1
Ecolicontig0007642764527,BHI4,1
Ecolicontig00006129169129741,BHI4,1
Ecolicontig00021674859,BHI4,1
Ecolicontig00010110642111607,BHI4,1
Ecolicontig000027047871362,BHI4,1
Ecolicontig000125124852201,BHI4,1
Ecolicontig0000470868057,BHI4,1
Ecolicontig000462088321671,BHI4,1
Ecolicontig0001314382079,BHI4,1
Ecolicontig000401343415101,BHI4,1
Ecolicontig0007952255491,BHI4,1
Ecolicontig0002218822316,BHI4,1
Ecolicontig0006791969813,BHI4,1
Ecolicontig00007128045128839,BHI4,1
Ecolicontig000116579467014,BHI4,1
Ecolicontig000221686917450,BHI4,1
Ecolicontig000102581426560,BHI4,1
Ecolicontig000491650018140,BHI4,1
Ecolicontig000099295694254,BHI4,1
Ecolicontig000254474245692,BHI4,1
Ecolicontig00001224195225358,BHI4,1
Ecolicontig000433001154,BHI4,1
Ecolicontig0007944095221,BHI4,1
Ecolicontig000117963680418,BHI4,1
Ecolicontig00006107825108829,BHI4,1
Ecolicontig00004151826153079,BHI4,1
Ecolicontig000092098521446,BHI4,1
Ecolicontig00008122244123104,BHI4,1
Ecolicontig000182599527539,BHI4,1
Ecolicontig0005153485926,BHI4,1
Ecolicontig000046464665359,BHI4,1
Ecolicontig000119275593957,BHI4,1
Ecolicontig000621310813461,BHI4,1
Ecolicontig000093302034372,BHI4,1
Ecolicontig0001369728414,BHI4,1
Ecolicontig000253080531239,BHI4,1
Ecolicontig000403548236069,BHI4,1
Ecolicontig000125315953893,BHI4,1
Ecolicontig000125442855669,BHI4,1
Ecolicontig000241283414465,BHI4,1
Ecolicontig000441497115405,BHI4,1
Ecolicontig000542680628095,BHI4,1
Ecolicontig000147005371435,BHI4,1
Ecolicontig00004122859124142,BHI4,1
Ecolicontig000165448455587,BHI4,1
Ecolicontig000011676817421,BHI4,1
Ecolicontig000147393074463,BHI4,1
Ecolicontig000283395834752,BHI4,1
Ecolicontig000115895959891,BHI4,1
Ecolicontig000342803428750,BHI4,1
Ecolicontig00003120053120937,BHI4,1
Ecolicontig000925011916,BHI4,1
Ecolicontig000088289183934,BHI4,1
Ecolicontig00003150419150679,BHI4,1
Ecolicontig000183209033286,BHI4,1
Ecolicontig000016646966972,BHI4,1
Ecolicontig00010118981120273,BHI4,1
Ecolicontig000542810729696,BHI4,1
Ecolicontig000149033891228,BHI4,1
Ecolicontig00007107118108575,BHI4,1
Ecolicontig000195008550648,BHI4,1
Ecolicontig000135959760262,BHI4,1
Ecolicontig0000788879708,BHI4,1
Ecolicontig000283751738341,BHI4,1
Ecolicontig000342625228018,BHI4,1
Ecolicontig00085296901,BHI4,1
Ecolicontig000194772648154,BHI4,1
Ecolicontig00004112217112648,BHI4,1
Ecolicontig0001735624656,BHI4,1
Ecolicontig000343335034516,BHI4,1
Ecolicontig000071016411312,BHI4,1
Ecolicontig000422244523854,BHI4,1
Ecolicontig000342895131752,BHI4,1
Ecolicontig000661181812471,BHI4,1
Ecolicontig00007110932113451,BHI4,1
Ecolicontig000165038752567,BHI4,1
Ecolicontig000236281864122,BHI4,1
Ecolicontig000026285863856,BHI4,1
Ecolicontig000235160452293,BHI4,1
Ecolicontig00019978110689,BHI4,1
Ecolicontig000051906920244,BHI4,1
Ecolicontig000147146272325,BHI4,1
Ecolicontig000135735957856,BHI4,1
Ecolicontig000392297623434,BHI4,1
Ecolicontig000371483316074,BHI4,1
Ecolicontig000274966850606,BHI4,1
Ecolicontig000343451635385,BHI4,1
Ecolicontig0006756966628,BHI4,1
Ecolicontig000343176732984,BHI4,1
Ecolicontig000082765728628,BHI4,1
Ecolicontig000197710079340,BHI4,1
Ecolicontig000217022071932,BHI4,1
Ecolicontig000068707588697,BHI4,1
Ecolicontig000295335854419,BHI4,1
Ecolicontig000196104361900,BHI4,1
Ecolicontig000144278144196,BHI4,1
Ecolicontig0001544186064,BHI4,1
Ecolicontig000044383946118,BHI4,1
Ecolicontig000118063981421,BHI4,1
Ecolicontig000174069441848,BHI4,1
Ecolicontig000064354744650,BHI4,1
Ecolicontig000432020521623,BHI4,1
Ecolicontig000129634497594,BHI4,1
Ecolicontig000182060621796,BHI4,1
Ecolicontig000175368254728,BHI4,1
Ecolicontig0006780519199,BHI4,1
Ecolicontig000204490245978,BHI4,1
Ecolicontig000041836319154,BHI4,1
Ecolicontig000233531336503,BHI4,1
Ecolicontig000706661304,BHI4,1
Ecolicontig000052044322089,BHI4,1
Protein ygiW precursor,BHI5,1
Osmotically inducible protein OsmY,BHI5,1
Chaperone HdeB,BHI5,1
Chaperone HdeA,BHI5,1
PhnB protein putative DNA binding 3-demethylubiquinone-9 3-methyltransferase domain protein,BHI5,1
Superoxide dismutase Cu-Zn precursor EC 11511,BHI5,1
FIG00638941 hypothetical protein,BHI5,1
Glutamate decarboxylase EC 41115,BHI5,0
UPF0337 protein yjbJ,BHI5,1
LD-transpeptidase YnhG,BHI5,1
FIG00638559 hypothetical protein,BHI5,1
FIG00639237 hypothetical protein,BHI5,1
Bacterioferritin Ecolicontig0004136524128Bacterioferritin,BHI5,1
FIG00638813 hypothetical protein,BHI5,1
Glycoprotein-polysaccharide metabolism,BHI5,1
FIG00638953 hypothetical protein,BHI5,1
Chaperone protein hchA,BHI5,1
Osmotically inducible lipoprotein E precursor,BHI5,1
Putative cytoplasmic protein,BHI5,1
Osmotically inducible protein C,BHI5,1
Uncharacterized membrane protein YqjD,BHI5,1
Glutaredoxin 2,BHI5,1
Non-specific DNA-binding protein Dps / Iron-binding ferritin-like antioxidant protein / Ferroxidase EC 11631,BHI5,1
hypothetical protein,BHI5,1
Uncharacterized membrane lipoprotein clustered with tellurite resistance proteins TehA/TehB,BHI5,1
