gene,population,frequency
fimA,c3,2
fimA,c3,NA
deoD,c3,NA
rob,c3,NA
lptD imp,d5,NA
hepA,d5,NA
ftsZ,d5,NA
ecpD,d5,NA
afuC,d5,NA
tgt,d5,NA
apt,d5,NA
ybbP,d5,NA
folD,d5,1
mrdA,d5,NA
rumB,d5,NA
ltaE,d5,NA
icd,d5,1
ycgF,d5,NA
ariRymgB,d5,NA
narH,d5,NA
rnb,d5,NA
ycjM,d5,1
paaE,d5,NA
hrpA,d5,NA
fdnG,d5,NA
pqqL,d5,NA
add,d5,NA
ydiL,d5,NA
chbC,d5,NA
yeaR,d5,NA
yeaS,d5,NA
cspC,d5,1
yobF,d5,NA
yebG,d5,NA
hisG,d5,NA
wbbJ,d5,NA
mdtA,d5,NA
gatZ,d5,NA
dusC,d5,NA
yejM,d5,1
purF,d5,NA
emrY,d5,NA
xseA,d5,NA
yfhM,d5,NA
emrA,d5,NA
rpoS,d5,NA
fucA,d5,NA
nupG,d5,NA
qseB,d5,NA
yqiG,d5,NA
yqiG,d5,NA
yqiH,d5,NA
rpoD,d5,NA
uxaA,d5,NA
prlF,d5,NA
sohA,d5,NA
rpoB,d5,NA
cpxA,d5,1
cpxA,d5,NA
cpxA,d5,NA
rfaY,d5,1
bcsB,d5,NA
gadXgadE,d5,NA
gadX,d5,NA
gadX,d5,NA
gadX,d5,NA
yhiS,d5,NA
frlD,d5,1
rpoA,d5,NA
aceA,d5,1
hfq,d5,NA
yjgN,d5,NA
idnR,d5,NA
fimE,d5,1
fimE,d5,NA
fimA,d5,NA
fimA,d5,1
deoD,d5,NA
rob,d5,NA
lptD imp,a5,NA
hepA,a5,2
ftsZ,a5,NA
ecpD,a5,NA
afuC,a5,NA
tgt,a5,NA
apt,a5,NA
ybbP,a5,NA
folD,a5,NA
mrdA,a5,NA
rumB,a5,NA
ltaE,a5,NA
icd,a5,NA
ycgF,a5,NA
ariRymgB,a5,NA
narH,a5,NA
rnb,a5,NA
ycjM,a5,NA
paaE,a5,NA
hrpA,a5,NA
fdnG,a5,2
pqqL,a5,NA
add,a5,NA
ydiL,a5,NA
chbC,a5,2
yeaR,a5,NA
yeaS,a5,NA
cspC,a5,NA
yobF,a5,NA
yebG,a5,NA
hisG,a5,2
wbbJ,a5,NA
mdtA,a5,NA
gatZ,a5,NA
dusC,a5,NA
yejM,a5,NA
purF,a5,NA
emrY,a5,NA
xseA,a5,NA
yfhM,a5,NA
emrA,a5,NA
rpoS,a5,NA
fucA,a5,NA
nupG,a5,NA
qseB,a5,NA
yqiG,a5,NA
yqiG,a5,NA
yqiH,a5,NA
rpoD,a5,NA
uxaA,a5,2
prlF,a5,2
sohA,a5,NA
rpoB,a5,NA
cpxA,a5,NA
cpxA,a5,NA
cpxA,a5,NA
rfaY,a5,NA
bcsB,a5,NA
gadXgadE,a5,NA
gadX,a5,NA
gadX,a5,NA
gadX,a5,2
yhiS,a5,NA
frlD,a5,NA
rpoA,a5,NA
aceA,a5,NA
hfq,a5,NA
yjgN,a5,NA
idnR,a5,NA
fimE,a5,NA
fimE,a5,NA
fimA,a5,NA
fimA,a5,NA
deoD,a5,NA
rob,a5,NA
lptD imp,e1,NA
hepA,e1,NA
ftsZ,e1,NA
ecpD,e1,NA
afuC,e1,NA
tgt,e1,NA
apt,e1,2
ybbP,e1,NA
folD,e1,2
mrdA,e1,NA
rumB,e1,NA
ltaE,e1,NA
icd,e1,NA
ycgF,e1,NA
ariRymgB,e1,NA
narH,e1,NA
rnb,e1,NA
ycjM,e1,NA
paaE,e1,NA
hrpA,e1,NA
fdnG,e1,NA
pqqL,e1,NA
add,e1,NA
ydiL,e1,NA
chbC,e1,NA
yeaR,e1,NA
yeaS,e1,2
cspC,e1,NA
yobF,e1,NA
yebG,e1,2
hisG,e1,NA
wbbJ,e1,NA
mdtA,e1,NA
gatZ,e1,NA
dusC,e1,NA
yejM,e1,NA
purF,e1,NA
emrY,e1,NA
xseA,e1,NA
yfhM,e1,NA
emrA,e1,NA
rpoS,e1,NA
fucA,e1,NA
nupG,e1,NA
qseB,e1,NA
yqiG,e1,NA
yqiG,e1,NA
yqiH,e1,NA
rpoD,e1,NA
uxaA,e1,NA
prlF,e1,NA
sohA,e1,2
rpoB,e1,NA
cpxA,e1,NA
cpxA,e1,NA
cpxA,e1,NA
rfaY,e1,NA
bcsB,e1,NA
gadXgadE,e1,2
gadX,e1,2
gadX,e1,2
gadX,e1,2
yhiS,e1,NA
frlD,e1,NA
rpoA,e1,NA
aceA,e1,NA
hfq,e1,NA
yjgN,e1,NA
idnR,e1,2
fimE,e1,NA
fimE,e1,2
fimA,e1,NA
fimA,e1,NA
deoD,e1,NA
rob,e1,NA
lptD imp,h1,NA
hepA,h1,NA
ftsZ,h1,NA
ecpD,h1,NA
afuC,h1,NA
tgt,h1,NA
apt,h1,NA
ybbP,h1,NA
folD,h1,NA
mrdA,h1,NA
rumB,h1,NA
ltaE,h1,1
icd,h1,NA
ycgF,h1,NA
ariRymgB,h1,NA
narH,h1,NA
rnb,h1,NA
ycjM,h1,NA
paaE,h1,NA
hrpA,h1,1
fdnG,h1,NA
pqqL,h1,1
add,h1,1
ydiL,h1,NA
chbC,h1,NA
yeaR,h1,1
yeaS,h1,NA
cspC,h1,NA
yobF,h1,NA
yebG,h1,NA
hisG,h1,NA
wbbJ,h1,NA
mdtA,h1,1
gatZ,h1,NA
dusC,h1,NA
yejM,h1,NA
purF,h1,NA
emrY,h1,NA
xseA,h1,NA
yfhM,h1,NA
emrA,h1,NA
rpoS,h1,NA
fucA,h1,NA
nupG,h1,1
qseB,h1,NA
yqiG,h1,NA
yqiG,h1,NA
yqiH,h1,NA
rpoD,h1,1
uxaA,h1,NA
prlF,h1,NA
sohA,h1,NA
rpoB,h1,NA
cpxA,h1,NA
cpxA,h1,NA
cpxA,h1,NA
rfaY,h1,NA
bcsB,h1,NA
gadXgadE,h1,NA
gadX,h1,1
gadX,h1,NA
gadX,h1,NA
yhiS,h1,NA
frlD,h1,NA
rpoA,h1,NA
aceA,h1,NA
hfq,h1,1
yjgN,h1,1
idnR,h1,NA
fimE,h1,NA
fimE,h1,NA
fimA,h1,NA
fimA,h1,NA
deoD,h1,NA
rob,h1,1
lptD imp,h3,NA
hepA,h3,NA
ftsZ,h3,NA
ecpD,h3,NA
afuC,h3,NA
tgt,h3,NA
apt,h3,NA
ybbP,h3,NA
folD,h3,NA
mrdA,h3,NA
rumB,h3,NA
ltaE,h3,1
icd,h3,NA
ycgF,h3,NA
ariRymgB,h3,NA
narH,h3,1
rnb,h3,NA
ycjM,h3,NA
paaE,h3,NA
hrpA,h3,1
fdnG,h3,NA
pqqL,h3,1
add,h3,1
ydiL,h3,NA
chbC,h3,NA
yeaR,h3,1
yeaS,h3,NA
cspC,h3,NA
yobF,h3,NA
yebG,h3,NA
hisG,h3,NA
wbbJ,h3,NA
mdtA,h3,1
gatZ,h3,NA
dusC,h3,NA
yejM,h3,NA
purF,h3,NA
emrY,h3,NA
xseA,h3,NA
yfhM,h3,NA
emrA,h3,NA
rpoS,h3,NA
fucA,h3,NA
nupG,h3,1
qseB,h3,NA
yqiG,h3,NA
yqiG,h3,NA
yqiH,h3,NA
rpoD,h3,1
uxaA,h3,NA
prlF,h3,NA
sohA,h3,NA
rpoB,h3,NA
cpxA,h3,NA
cpxA,h3,NA
cpxA,h3,NA
rfaY,h3,NA
bcsB,h3,NA
gadXgadE,h3,NA
gadX,h3,1
gadX,h3,NA
gadX,h3,NA
yhiS,h3,NA
frlD,h3,NA
rpoA,h3,NA
aceA,h3,NA
hfq,h3,1
yjgN,h3,1
idnR,h3,NA
fimE,h3,NA
fimE,h3,NA
fimA,h3,NA
fimA,h3,NA
deoD,h3,NA
rob,h3,1
lptD imp,g3,NA
hepA,g3,NA
ftsZ,g3,NA
ecpD,g3,NA
afuC,g3,NA
tgt,g3,NA
apt,g3,NA
ybbP,g3,NA
folD,g3,NA
mrdA,g3,NA
rumB,g3,NA
ltaE,g3,1
icd,g3,NA
ycgF,g3,NA
ariRymgB,g3,NA
narH,g3,1
rnb,g3,NA
ycjM,g3,NA
paaE,g3,NA
hrpA,g3,1
fdnG,g3,NA
pqqL,g3,1
add,g3,1
ydiL,g3,NA
chbC,g3,NA
yeaR,g3,1
yeaS,g3,NA
cspC,g3,NA
yobF,g3,NA
yebG,g3,NA
hisG,g3,NA
wbbJ,g3,NA
mdtA,g3,1
gatZ,g3,NA
dusC,g3,NA
yejM,g3,NA
purF,g3,NA
emrY,g3,NA
xseA,g3,NA
yfhM,g3,NA
emrA,g3,NA
rpoS,g3,NA
fucA,g3,NA
nupG,g3,1
qseB,g3,NA
yqiG,g3,NA
yqiG,g3,NA
yqiH,g3,NA
rpoD,g3,1
uxaA,g3,NA
prlF,g3,NA
sohA,g3,NA
rpoB,g3,NA
cpxA,g3,NA
cpxA,g3,NA
cpxA,g3,NA
rfaY,g3,NA
bcsB,g3,NA
gadXgadE,g3,NA
gadX,g3,1
gadX,g3,NA
gadX,g3,NA
yhiS,g3,NA
frlD,g3,NA
rpoA,g3,NA
aceA,g3,NA
hfq,g3,1
yjgN,g3,1
idnR,g3,NA
fimE,g3,NA
fimE,g3,NA
fimA,g3,NA
fimA,g3,NA
deoD,g3,NA
rob,g3,1
lptD imp,g5,NA
hepA,g5,NA
ftsZ,g5,NA
ecpD,g5,NA
afuC,g5,NA
tgt,g5,NA
apt,g5,NA
ybbP,g5,NA
folD,g5,NA
mrdA,g5,NA
rumB,g5,NA
ltaE,g5,NA
icd,g5,NA
ycgF,g5,NA
ariRymgB,g5,NA
narH,g5,NA
rnb,g5,NA
ycjM,g5,NA
paaE,g5,NA
hrpA,g5,NA
fdnG,g5,NA
pqqL,g5,NA
add,g5,NA
ydiL,g5,NA
chbC,g5,NA
yeaR,g5,NA
yeaS,g5,NA
cspC,g5,NA
yobF,g5,NA
yebG,g5,NA
hisG,g5,NA
wbbJ,g5,NA
mdtA,g5,NA
gatZ,g5,NA
dusC,g5,NA
yejM,g5,NA
purF,g5,NA
emrY,g5,NA
xseA,g5,NA
yfhM,g5,NA
emrA,g5,NA
rpoS,g5,NA
fucA,g5,NA
nupG,g5,NA
qseB,g5,NA
yqiG,g5,NA
yqiG,g5,NA
yqiH,g5,NA
rpoD,g5,NA
uxaA,g5,NA
prlF,g5,NA
sohA,g5,NA
rpoB,g5,NA
cpxA,g5,NA
cpxA,g5,NA
cpxA,g5,NA
rfaY,g5,NA
bcsB,g5,NA
gadXgadE,g5,NA
gadX,g5,NA
gadX,g5,NA
gadX,g5,NA
yhiS,g5,NA
frlD,g5,NA
rpoA,g5,NA
aceA,g5,NA
hfq,g5,NA
yjgN,g5,NA
idnR,g5,NA
fimE,g5,NA
fimE,g5,NA
fimA,g5,NA
fimA,g5,NA
deoD,g5,NA
rob,g5,NA
