"population","gene","prop"
"BYS2-E01","STE12",0.49
"BYS2-E03","STE12",0.92
"RMB2-F09","STE12",0.7
"BYS1-A04","STE4",0.36
"BYS1-D08","STE4",0.18
"BYS1-F05","STE4",0.99
"RMB2-D08","STE4",0.09
"BYS2-C06","STE5",0.53
"RMB2-D08","STE6",0.13
"BYS2-C06","SUN4",0.26
"BYS2-E03","TDA9",0.1
"BYS1-G02","TIF3",0.11
"BYS2-D06","TOM20",0.99
"BYB1-B01","TRS130",1
"BYS1-F05","TTI1",0.39
"BYB1-H10","TUL1",0.19
"BYB1-H10","TVP15",0.56
"BYS1-G02","UBR2",0.43
"BYB1-B01","UBX5",1
"RMS1-D12","ULS1",0.81
"BYS1-A09","URB1",0.14
"BYS1-F05","VID22",0.38
"RMB2-F01","VID30",0.99
"BYB1-C05","VPS15",0.94
"BYB2-E05","VPS70",0.28
"BYS1-D07","VTC3",0.83
"BYB1-G07","WHI2",0.42
"BYB1-G07","WHI2",0.08
"RMB2-D08","WHI2",0.1
"RMS1-E09","WHI2",0.75
"BYS2-C01","YAT1",0.97
"BYS1-G01","YDR524C-B",0.2
"RMS1-G02","YGR201C",0.15
"BYS2-A11","YHR033W",1
"RMS1-G02","YHR122W",0.79
"BYS2-D06","YIL102C-A",0.99
"RMS1-E09","YKL050C",0.76
"BYS2-D07","YKU80",0.1
"BYB2-F10","YLR162W",0.06
"BYB1-C05","YLR177W",0.9
"BYS2-A11","YLR253W",0.18
"RMS1-G02","YLR413W",0.7
"BYS1-D07","YMR102C",0.22
"BYS1-E03","YMR102C",0.9
"RMS1-G02","YMR124W",0.08
"RMS1-E09","YMR317W",0.71
"BYB1-H06","YNL165W",0.2
"BYS1-D08","YNL190W",0.09
"RMS1-D12","YNL190W",0.65
"BYS2-E04","YNL207W",1
"BYS1-G01","YNR066C",0.69
"RMB2-B10","YOL036W",0.48
"BYS2-C03","YOL162W",0.99
"RMS1-E09","YOR228C",0.79
"RMB2-D08","YOR389W",0.16
"BYB2-E05","YPK1",0.19
"BYB2-F10","YPL277C",0.15
"BYS1-A09","YPR015C",0.33
"BYB1-G07","YPR196W",0.41
"BYB1-G07","YUR1",0.41
"BYS1-A09","YUR1",0.25
"BYS1-D08","YUR1",0.96
"BYS1-G01","YUR1",0.68
"BYS1-G02","YUR1",0.3
"BYS2-D07","YUR1",1
"BYS2-E04","YUR1",0.99
"RMB2-B10","YUR1",0.41
"BYB1-H06","ZRT2",0.75
"RMB2-F01","ZWF1",0.99
