"population","gene","prop"
"BYS2-D06","NHX1",0.56
"RMS1-G02","NIP1",0.64
"BYB2-F09","NOP14",0.25
"BYS2-A11","NUP133",0.22
"RMS1-D12","NUP57",0.91
"BYS1-A04","PAC10",0.69
"RMS1-H08","PAM1",0.25
"BYB1-G07","PCT1",0.29
"RMB2-B10","PDE2",0.22
"RMB1-A02","PDR16",0.24
"BYS1-F05","PDR5",1
"RMB2-F09","PDR5",1
"RMS1-D12","PDR5",1
"RMS1-E09","PDR5",0.9
"RMS1-H08","PDR5",0.51
"RMS2-D09","PDR5",0.09
"RMB2-B10","PKP2",0.35
"BYB1-G07","PMD1",0.44
"BYS2-E01","PMD1",0.06
"BYS1-D07","PMT1",0.81
"BYS2-E03","POL2",0.92
"BYS2-A11","POL3",0.16
"BYS1-D07","PPT1",0.79
"BYB2-E05","PSE1",0.4
"RMB2-F01","PSE1",0.99
"BYS2-A11","PTC3",1
"BYB2-F10","PTR2",0.93
"BYS1-G02","RAS2",0.31
"BYB1-H06","RAX2",0.34
"BYS2-D07","RCK2",0.3
"BYS2-A11","REI1",0.12
"BYB1-G07","ROT2",0.39
"BYB2-E05","ROT2",0.18
"BYB2-F09","ROT2",0.21
"BYB2-F10","ROT2",0.6
"BYS1-A04","ROT2",0.92
"BYS1-G01","ROT2",0.38
"RMB2-D08","ROT2",0.1
"RMS1-D12","ROT2",0.85
"BYS2-C06","RPG1",0.34
"RMB1-A02","RPL17B",0.83
"BYS2-E03","RPO21",0.87
"BYS1-G02","RPO31",0.16
"BYS1-G02","RPS21B",0.23
"RMS1-D12","RPS4A",0.1
"BYS2-C01","RRD1",0.85
"BYS1-D08","RXT2",0.99
"BYS2-C03","SCC2",0.97
"RMB2-D08","SEC6",0.84
"BYS1-F05","SET4",0.18
"BYB1-B01","SFL1",0.99
"BYB1-H06","SFL1",0.17
"BYB1-G07","SPC3",0.38
"RMB2-B10","STE11",0.25
"RMS1-H08","STE11",0.12
"BYS2-E01","STE12",0.49
"BYS2-E03","STE12",0.71
"RMB2-F09","STE12",0.2
"BYS1-A04","STE4",0.92
"BYS1-F05","STE4",0.88
"BYS2-D06","TOM20",0.51
"BYB1-B01","TRS130",1
"BYS1-F05","TTI1",0.68
"BYB1-H10","TUL1",0.36
"BYB1-H10","TVP15",0.1
"BYS1-G02","UBR2",0.25
"BYB1-B01","UBX5",1
"BYS1-A09","URB1",0.09
"BYS1-F05","VID22",0.67
"RMB2-F01","VID30",0.99
"BYB1-C05","VPS15",0.93
"BYB2-E05","VPS70",0.1
"BYS1-D07","VTC3",0.77
"BYB1-G07","WHI2",0.38
"BYB2-F09","WHI2",0.14
"BYS2-C01","YAT1",0.78
"BYS1-G01","YDR524C-B",0.5
"BYS2-A11","YHR033W",1
"RMS1-G02","YHR122W",0.68
"BYS2-D06","YIL102C-A",0.7
"BYB1-C05","YLR177W",0.8
"BYS2-A11","YLR253W",0.24
"RMS1-G02","YLR413W",0.65
"BYS1-D07","YMR102C",0.17
"BYS1-E03","YMR102C",0.3
"BYB1-H06","YNL165W",0.35
"BYS2-E04","YNL207W",0.95
"BYS1-G01","YNR066C",0.32
"RMB2-B10","YOL036W",0.51
"BYS2-C03","YOL162W",1
"BYB2-E05","YPK1",0.07
"BYB1-G07","YPR196W",0.46
"BYB1-G07","YUR1",0.29
"BYS1-D08","YUR1",0.99
"BYS1-G01","YUR1",0.3
"BYS2-D07","YUR1",1
"BYS2-E04","YUR1",0.95
"RMB2-B10","YUR1",0.41
"BYB1-H06","ZRT2",0.39
"RMB2-F01","ZWF1",0.99
