"population","gene","prop"
"A5","nmpC, ybcR, ybcS, ybcT, ybcU, ECB_00510, nohB, ECB_00512, ECB_00513",2
"A6","nmpC, ybcR, ybcS, ybcT, ybcU, ECB_00510, nohB, ECB_00512, ECB_00513, ECB_00514, ECB_00515, ECB_00516, ECB_00517, appY",1
"A5","nusA",1
"A5","ogrK, yegZ",2
"A6","ogrK, yegZ",1
"A6","ompC",1
"A6","oppD",2
"A6","pfkA",1
"A5","phoH",2
"A6","phoH",1
"A5","plsB",2
"A6","prlA",2
"A6","ptsA, frwC, frwB, pflD, pflC, frwD, yijO, yijP, ppc, argE, argC, argB, argH, oxyR, udhA",1
"A5","pykA",2
"A5","pykF",2
"A5","pykF",2
"A6","pykF",2
"A6","queA",1
"A5","rbsD, rbsA, rbsC, rbsB, rbsK, rbsR",2
"A6","rbsD, rbsA, rbsC, rbsB, rbsK, rbsR, yieO",2
"A6","recO",2
"A6","rhsD",2
"A5","rne",2
"A5","rplF",2
"A6","rplF",1
"A6","rplF",1
"A6","rplL",1
"A6","rpoB",1
"A6","rpoD",1
"A6","rpsE",1
"A5","rstB",1
"A6","sapC",1
"A5","sbm",1
"A5","solA",1
"A5","spoT",1
"A5","spoT",1
"A6","spoT",2
"A6","spoT",1
"A6","tdk, adhE",2
"A5","thrA",2
"A5","topA",2
"A5","uvrA",2
"A6","valZ, lysY, lysZ",1
"A6","wbbD, wbbC, wzy, wbbB, wbbA, vioB, vioA, wzx, rmlC, rfbA, rfbD, rfbB",2
"A6","yadG",1
"A6","yadH",1
"A6","yafC",1
"A5","yafM",2
"A5","yagQ",1
"A5","yahA",2
"A5","yahC",2
"A5","ybaL",2
"A5","ybeA",2
"A5","ybeB",2
"A5","ybeM",2
"A5","ybeQ",1
"A5","ybiN",2
"A5","ybiN",1
"A5","ybiN",1
"A5","ybjE",2
"A5","ycbB",2
"A5","ycdM",2
"A6","ydfI",1
"A5","ydhH",2
"A5","ydhK",2
"A5","ydiQ",1
"A6","ydjJ",1
"A6","ydjO",1
"A6","yeaS",1
"A5","yeaU",2
"A5","yeeF",2
"A6","yeeF",1
"A6","yeeJ",1
"A6","yegB",1
"A6","yegM",2
"A6","yegN",1
"A5","yejF",1
"A5","yfaQ",2
"A6","yfcTU",1
"A6","yfhM",1
"A6","yfiH",1
"A6","yfiQ",1
"A6","ygaZ",1
"A6","ygaZ",1
"A5","ygbO",2
"A5","ygiN",2
"A5","ygjG",2
"A6","ygjI",1
"A6","yhdG",2
"A5","yiaT",1
"A5","yicC",2
"A6","yicL",1
"A6","yicL",1
"A6","yieH",1
"A5","yihP",2
"A6","yjcP",1
"A6","yjiV, mcrC, mcrB, yjiW, hsdS, hsdM, hsdR, mrr, yjiA, yjiX, yjiY, hpaC, hpaB, hpaA, hpaX",1
"A6","ylcG",2
"A5","yliE",2
"A6","ynjB",1
"A6","ypeB",1
"A6","yrdD",1
